expansion_id,standard_id,standard_number,expansion_type,expanded_query,language,generation_method,authority_status,validation_status
EXP-V03-03320-1,MSV1-64C89A260D16C439,IS 11239 (Part 11):2024,TITLE_DERIVED_QUERY,rigid cellular thermal insulation materials compressive strength first,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03320-2,MSV1-64C89A260D16C439,IS 11239 (Part 11):2024,TITLE_DERIVED_QUERY,rigid cellular thermal insulation,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03321-1,MSV1-B9EFB0B87111964F,IS 18721:2024,TITLE_DERIVED_QUERY,solid biofuels vocabulary,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03322-1,MSV1-D58D5C4EDEFBC248,IS 18973:2024,TITLE_DERIVED_QUERY,thermal insulation determination steady state thermal transmission properties,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03322-2,MSV1-D58D5C4EDEFBC248,IS 18973:2024,TITLE_DERIVED_QUERY,thermal insulation determination steady,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03323-1,MSV1-5DDF75342A3AAE13,IS 18884:2024,TITLE_DERIVED_QUERY,environmental impact assessment environmental management plan river valley,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03323-2,MSV1-5DDF75342A3AAE13,IS 18884:2024,TITLE_DERIVED_QUERY,environmental impact assessment environmental,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03324-1,MSV1-05B270C9B56AB388,IS 4487:2024,TITLE_DERIVED_QUERY,surgery instruments forceps tonsil artery birketts pattern second,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03324-2,MSV1-05B270C9B56AB388,IS 4487:2024,TITLE_DERIVED_QUERY,surgery instruments forceps tonsil,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03325-1,MSV1-C10FEA7F77171812,IS 8254 (Part 2):2024,TITLE_DERIVED_QUERY,valve rebreathing ambu hesse pattern first revision,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03325-2,MSV1-C10FEA7F77171812,IS 8254 (Part 2):2024,TITLE_DERIVED_QUERY,valve rebreathing ambu hesse,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03326-1,MSV1-45815E03E9A5A58E,IS/ISO 11979 (Part 3):2012,TITLE_DERIVED_QUERY,ophthalmic implants intraocular lenses mechanical properties first revision,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03326-2,MSV1-45815E03E9A5A58E,IS/ISO 11979 (Part 3):2012,TITLE_DERIVED_QUERY,ophthalmic implants intraocular lenses,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03327-1,MSV1-6E344417820C2DCE,IS 18292 (Part 1):2024,TITLE_DERIVED_QUERY,intravascular catheters sterile single catheters,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03327-2,MSV1-6E344417820C2DCE,IS 18292 (Part 1):2024,TITLE_DERIVED_QUERY,intravascular catheters sterile single,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03328-1,MSV1-FA79CCE68FCD9A9D,IS 18292 (Part 4):2024,TITLE_DERIVED_QUERY,intravascular catheters sterile single catheters balloon dilatation catheters,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03328-2,MSV1-FA79CCE68FCD9A9D,IS 18292 (Part 4):2024,TITLE_DERIVED_QUERY,intravascular catheters sterile single,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03329-1,MSV1-4C0884D995F146EA,IS 18319:2024,TITLE_DERIVED_QUERY,sterilization health care products moist heat development validation,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03329-2,MSV1-4C0884D995F146EA,IS 18319:2024,TITLE_DERIVED_QUERY,sterilization health care products,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03330-1,MSV1-046CCE2F29A1098E,IS 18827:2024,TITLE_DERIVED_QUERY,anaesthetic respiratory equipment tracheal tubes connectors,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03330-2,MSV1-046CCE2F29A1098E,IS 18827:2024,TITLE_DERIVED_QUERY,anaesthetic respiratory equipment tracheal,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03331-1,MSV1-D1F07A41392B5A91,IS 18858:2024,TITLE_DERIVED_QUERY,dentistry metallic materials fixed removable restorations appliances,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03331-2,MSV1-D1F07A41392B5A91,IS 18858:2024,TITLE_DERIVED_QUERY,dentistry metallic materials fixed,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03332-1,MSV1-F55EB929C63442EC,IS 18867 (Part 3):2024,TITLE_DERIVED_QUERY,health informatics medical waveform format long term electrocardiography,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03332-2,MSV1-F55EB929C63442EC,IS 18867 (Part 3):2024,TITLE_DERIVED_QUERY,health informatics medical waveform,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03333-1,MSV1-9F3C58E3504949C9,IS 18881 (Part 5):2024,TITLE_DERIVED_QUERY,aseptic processing health care products sterilization place,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03333-2,MSV1-9F3C58E3504949C9,IS 18881 (Part 5):2024,TITLE_DERIVED_QUERY,aseptic processing health care,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03334-1,MSV1-808DE4C51D791CE8,IS 3204:2024,TITLE_DERIVED_QUERY,limestone chemical industry second revision,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03334-2,MSV1-808DE4C51D791CE8,IS 3204:2024,TITLE_DERIVED_QUERY,limestone chemical industry second,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03335-1,MSV1-2A0100DA32B8B9D4,IS 5086:2024,TITLE_DERIVED_QUERY,stencil paper third revision,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03336-1,MSV1-98F0EFD07BA0A94C,IS 7822:2024,TITLE_DERIVED_QUERY,extra long morse taper shank twist drills third,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03336-2,MSV1-98F0EFD07BA0A94C,IS 7822:2024,TITLE_DERIVED_QUERY,extra long morse taper,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03337-1,MSV1-EC0CDE07D1107CEB,IS 7823:2024,TITLE_DERIVED_QUERY,extra long parallel shank twist drills third revision,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03337-2,MSV1-EC0CDE07D1107CEB,IS 7823:2024,TITLE_DERIVED_QUERY,extra long parallel shank,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03338-1,MSV1-AEBDAFFA10B08086,IS 8277:2024,TITLE_DERIVED_QUERY,water based recorder inks first revision,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03338-2,MSV1-AEBDAFFA10B08086,IS 8277:2024,TITLE_DERIVED_QUERY,water based recorder inks,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03339-1,MSV1-E60F6AC29E4C2D07,IS 8744:2024,TITLE_DERIVED_QUERY,rotary letterpress newsprint black first revision,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03339-2,MSV1-E60F6AC29E4C2D07,IS 8744:2024,TITLE_DERIVED_QUERY,rotary letterpress newsprint black,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03340-1,MSV1-E332D257CDFB2DF0,IS 9055:2024,TITLE_DERIVED_QUERY,time carbon paper first revision,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03340-2,MSV1-E332D257CDFB2DF0,IS 9055:2024,TITLE_DERIVED_QUERY,time carbon paper first,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03341-1,MSV1-B0B024925E7F612F,IS 10072:2024,TITLE_DERIVED_QUERY,plastics laboratory ware beakers first revision,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03341-2,MSV1-B0B024925E7F612F,IS 10072:2024,TITLE_DERIVED_QUERY,plastics laboratory ware beakers,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03342-1,MSV1-7A8F5F2A656A676C,IS 18292 (Part 7):2024,TITLE_DERIVED_QUERY,intravascular catheters sterile single catheters peripherally inserted central,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03342-2,MSV1-7A8F5F2A656A676C,IS 18292 (Part 7):2024,TITLE_DERIVED_QUERY,intravascular catheters sterile single,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03343-1,MSV1-4146290C0C571C0B,IS/IEC 63203 (Part 101/Sec 1):2021,TITLE_DERIVED_QUERY,wearable electronic devices technologies terminology,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03343-2,MSV1-4146290C0C571C0B,IS/IEC 63203 (Part 101/Sec 1):2021,TITLE_DERIVED_QUERY,wearable electronic devices technologies,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03344-1,MSV1-534DF3C7270AC791,IS 5003:2024,TITLE_DERIVED_QUERY,cadmium oxide electroplating first revision,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03344-2,MSV1-534DF3C7270AC791,IS 5003:2024,TITLE_DERIVED_QUERY,cadmium oxide electroplating first,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03345-1,MSV1-548A69B97331ED67,IS 9707:2024,TITLE_DERIVED_QUERY,pneumatic screw drivers runners impact type second revision,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03345-2,MSV1-548A69B97331ED67,IS 9707:2024,TITLE_DERIVED_QUERY,pneumatic screw drivers runners,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03346-1,MSV1-D292B21DE7025C99,IS 16506 (Part 1):2024,TITLE_DERIVED_QUERY,optics photonics optical coatings vocabulary first revision,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03346-2,MSV1-D292B21DE7025C99,IS 16506 (Part 1):2024,TITLE_DERIVED_QUERY,optics photonics optical coatings,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03347-1,MSV1-9231D28CE48B8D1C,IS 5920 (Part 2):2024,TITLE_DERIVED_QUERY,optics photonics preparation drawings optical elements systems surface,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03347-2,MSV1-9231D28CE48B8D1C,IS 5920 (Part 2):2024,TITLE_DERIVED_QUERY,optics photonics preparation drawings,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03348-1,MSV1-FF2161C912C659E1,IS 5920 (Part 9):2024,TITLE_DERIVED_QUERY,optics photonics preparation drawings optical elements systems wavefront,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03348-2,MSV1-FF2161C912C659E1,IS 5920 (Part 9):2024,TITLE_DERIVED_QUERY,optics photonics preparation drawings,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03349-1,MSV1-91595C735ADEC1F7,IS 18839:2024,TITLE_DERIVED_QUERY,nigella sativa seed traditional medicine,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03349-2,MSV1-91595C735ADEC1F7,IS 18839:2024,TITLE_DERIVED_QUERY,nigella sativa seed traditional,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03350-1,MSV1-68089C4F540BF19B,IS 18840:2024,TITLE_DERIVED_QUERY,smilax china tuberous root traditional medicine,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03350-2,MSV1-68089C4F540BF19B,IS 18840:2024,TITLE_DERIVED_QUERY,smilax china tuberous root,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03351-1,MSV1-542E4D49EA1B0047,IS 18842:2024,TITLE_DERIVED_QUERY,zingiber officinale roscoe fresh rhizome traditional medicine,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03351-2,MSV1-542E4D49EA1B0047,IS 18842:2024,TITLE_DERIVED_QUERY,zingiber officinale roscoe fresh,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03352-1,MSV1-009FCD60E9E622ED,IS 1718:2024,TITLE_DERIVED_QUERY,textiles cotton spindle tapes third revision,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03352-2,MSV1-009FCD60E9E622ED,IS 1718:2024,TITLE_DERIVED_QUERY,textiles cotton spindle tapes,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03353-1,MSV1-B7E76AD305D71341,IS 4778:2024,TITLE_DERIVED_QUERY,textiles cotton laces footwear second revision,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03353-2,MSV1-B7E76AD305D71341,IS 4778:2024,TITLE_DERIVED_QUERY,textiles cotton laces footwear,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03354-1,MSV1-89D860932AA13187,IS 6349:2024,TITLE_DERIVED_QUERY,textiles tubular nylon tapes aerospace applications second revision,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03354-2,MSV1-89D860932AA13187,IS 6349:2024,TITLE_DERIVED_QUERY,textiles tubular nylon tapes,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03355-1,MSV1-F81BDB76F05C2984,IS 14706:2024,TITLE_DERIVED_QUERY,geosynthetics sampling preparation specimens first revision,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03355-2,MSV1-F81BDB76F05C2984,IS 14706:2024,TITLE_DERIVED_QUERY,geosynthetics sampling preparation specimens,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03356-1,MSV1-0CAF460F21A6024B,IS 18931:2024,TITLE_DERIVED_QUERY,textiles fire resistant fabric made cotton made fibres,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03356-2,MSV1-0CAF460F21A6024B,IS 18931:2024,TITLE_DERIVED_QUERY,textiles fire resistant fabric,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03357-1,MSV1-9574B4EC17C313BA,IS 16362:2024,TITLE_DERIVED_QUERY,geosynthetics geotextiles subsurface drainage subgrade separation subgrade stabilization,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03357-2,MSV1-9574B4EC17C313BA,IS 16362:2024,TITLE_DERIVED_QUERY,geosynthetics geotextiles subsurface drainage,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03358-1,MSV1-DBC3D0FD2291D7C7,IS 5182 (Part 27):2024,TITLE_DERIVED_QUERY,pollution measurement vapour phase organic chemicals vinyl chloride,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03358-2,MSV1-DBC3D0FD2291D7C7,IS 5182 (Part 27):2024,TITLE_DERIVED_QUERY,pollution measurement vapour phase,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03359-1,MSV1-B19E4946CFF0EEC5,IS 18869:2024,TITLE_DERIVED_QUERY,health informatics classification purposes processing personal health information,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03359-2,MSV1-B19E4946CFF0EEC5,IS 18869:2024,TITLE_DERIVED_QUERY,health informatics classification purposes,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03360-1,MSV1-11B8DAFD56F9F455,IS 16890:2024,TITLE_DERIVED_QUERY,textiles protective clothing firefighters first revision amendment,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03360-2,MSV1-11B8DAFD56F9F455,IS 16890:2024,TITLE_DERIVED_QUERY,textiles protective clothing firefighters,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03361-1,MSV1-7A3BAECABEC5FB9F,IS 18834:2024,TITLE_DERIVED_QUERY,anaesthetic respiratory equipment supralaryngeal airways connectors,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03361-2,MSV1-7A3BAECABEC5FB9F,IS 18834:2024,TITLE_DERIVED_QUERY,anaesthetic respiratory equipment supralaryngeal,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03362-1,MSV1-752C5474D35E645C,IS 6786:2024,TITLE_DERIVED_QUERY,textiles card gauges second revision,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03362-2,MSV1-752C5474D35E645C,IS 6786:2024,TITLE_DERIVED_QUERY,textiles card gauges second,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03363-1,MSV1-BFBAD0D3C2D2C517,IS 18954:2024,TITLE_DERIVED_QUERY,information documentation quality assessment national libraries,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03363-2,MSV1-BFBAD0D3C2D2C517,IS 18954:2024,TITLE_DERIVED_QUERY,information documentation quality assessment,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03364-1,MSV1-FDE9FAD02AFAE632,IS 1720:2024,TITLE_DERIVED_QUERY,textiles cotton sewing thread third revision,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03364-2,MSV1-FDE9FAD02AFAE632,IS 1720:2024,TITLE_DERIVED_QUERY,textiles cotton sewing thread,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03365-1,MSV1-0D27C36B0272E399,IS 3615:2024,TITLE_DERIVED_QUERY,refrigeration conditioning glossary terms third revision,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03365-2,MSV1-0D27C36B0272E399,IS 3615:2024,TITLE_DERIVED_QUERY,refrigeration conditioning glossary terms,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03366-1,MSV1-FB4E594958244032,IS 4462:2024,TITLE_DERIVED_QUERY,textiles contact wire healds jute weaving second revision,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03366-2,MSV1-FB4E594958244032,IS 4462:2024,TITLE_DERIVED_QUERY,textiles contact wire healds,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03367-1,MSV1-F62357751119DFE2,IS 6488:2024,TITLE_DERIVED_QUERY,textiles cotton webbing personal equipment fourth revision,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03367-2,MSV1-F62357751119DFE2,IS 6488:2024,TITLE_DERIVED_QUERY,textiles cotton webbing personal,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03368-1,MSV1-C582256522993DB5,IS 7426:2024,TITLE_DERIVED_QUERY,textiles cotton webbing special second revision,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03368-2,MSV1-C582256522993DB5,IS 7426:2024,TITLE_DERIVED_QUERY,textiles cotton webbing special,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03369-1,MSV1-D0D7DEC4581096E2,IS 8007 (Part 1):2024,TITLE_DERIVED_QUERY,road vehicles mechanical coupling between tractors semi trailers,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03369-2,MSV1-D0D7DEC4581096E2,IS 8007 (Part 1):2024,TITLE_DERIVED_QUERY,road vehicles mechanical coupling,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03370-1,MSV1-B6D2B0685E8C6A23,IS 8251:2024,TITLE_DERIVED_QUERY,commercial cooking ranges including grillers with liquefied petroleum,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03370-2,MSV1-B6D2B0685E8C6A23,IS 8251:2024,TITLE_DERIVED_QUERY,commercial cooking ranges including,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03371-1,MSV1-769760FB20CAC4CE,IS 8297:2024,TITLE_DERIVED_QUERY,towing between trailers tonnes gross mass transport tractor,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03371-2,MSV1-769760FB20CAC4CE,IS 8297:2024,TITLE_DERIVED_QUERY,towing between trailers tonnes,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03372-1,MSV1-6C591BE0F4D0A3D3,IS/ISO 8528 (Part 12):2022,TITLE_DERIVED_QUERY,reciprocating internal combustion engine driven alternating current generating,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03372-2,MSV1-6C591BE0F4D0A3D3,IS/ISO 8528 (Part 12):2022,TITLE_DERIVED_QUERY,reciprocating internal combustion engine,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03373-1,MSV1-7CB935C334F3BA1D,IS 9099 (Part 1):2024,TITLE_DERIVED_QUERY,performance powered industrial trucks working hazardous areas internal,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03373-2,MSV1-7CB935C334F3BA1D,IS 9099 (Part 1):2024,TITLE_DERIVED_QUERY,performance powered industrial trucks,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03374-1,MSV1-DEFE281752A53D62,IS 9099 (Part 2):2024,TITLE_DERIVED_QUERY,performance powered industrial trucks working hazardous areas electric,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03374-2,MSV1-DEFE281752A53D62,IS 9099 (Part 2):2024,TITLE_DERIVED_QUERY,performance powered industrial trucks,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03375-1,MSV1-5ED593DF9A1BAB7B,IS 11241:2024,TITLE_DERIVED_QUERY,portable liquefied petroleum appliances operating vapour pressure first,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03375-2,MSV1-5ED593DF9A1BAB7B,IS 11241:2024,TITLE_DERIVED_QUERY,portable liquefied petroleum appliances,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03376-1,MSV1-838778F9E7E8EDF3,IS 11830 (Part 1):2024,TITLE_DERIVED_QUERY,water well drilling hydraulic rigs down hole hammer,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03376-2,MSV1-838778F9E7E8EDF3,IS 11830 (Part 1):2024,TITLE_DERIVED_QUERY,water well drilling hydraulic,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03377-1,MSV1-868D12CDFC03A1DA,IS 12358:2024,TITLE_DERIVED_QUERY,contact type coupling vacuum pressure systems connection between,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03377-2,MSV1-868D12CDFC03A1DA,IS 12358:2024,TITLE_DERIVED_QUERY,contact type coupling vacuum,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03378-1,MSV1-46C55504A16DDAF9,IS 14358:2024,TITLE_DERIVED_QUERY,textiles nylon laces shoes boots first revision,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03378-2,MSV1-46C55504A16DDAF9,IS 14358:2024,TITLE_DERIVED_QUERY,textiles nylon laces shoes,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03379-1,MSV1-651AEB8E86910227,IS 2066 (Part 1):2024,TITLE_DERIVED_QUERY,coding classification ferrous scrap metals residues aluminium scrap,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03379-2,MSV1-651AEB8E86910227,IS 2066 (Part 1):2024,TITLE_DERIVED_QUERY,coding classification ferrous scrap,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03380-1,MSV1-213E37B9CAA23A80,IS 14442:2024,TITLE_DERIVED_QUERY,agricultural produce milling machinery burr mill code first,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03380-2,MSV1-213E37B9CAA23A80,IS 14442:2024,TITLE_DERIVED_QUERY,agricultural produce milling machinery,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03381-1,MSV1-DFF5DE86B37A36D7,IS 14483 (Part 1):2024,TITLE_DERIVED_QUERY,fertilizer chemical injection system venturi injector first revision,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03381-2,MSV1-DFF5DE86B37A36D7,IS 14483 (Part 1):2024,TITLE_DERIVED_QUERY,fertilizer chemical injection system,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
EXP-V03-03382-1,MSV1-9982915D67777195,IS 18953 (Part 1):2024,TITLE_DERIVED_QUERY,graphic technology variable content replacement using pdfx variable,EN,GENERATED,NOT_AUTHORITATIVE,SYNTHETIC_AUXILIARY
