term_id,technical_term,synonym,abbreviation,product_term,regional_term,language,standard_usage,source,validation_status
TERM-A5961F3F5AC8A594,visual,NOT_VALIDATED,NOT_VALIDATED,visual,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-EB4F5F6B9BC315CE,impairment,NOT_VALIDATED,NOT_VALIDATED,impairment,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-577059D09CBE7F26,folding,NOT_VALIDATED,NOT_VALIDATED,folding,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-37FF20583960759D,walking,NOT_VALIDATED,NOT_VALIDATED,walking,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-90C7CC4CF709AFE2,sticks,NOT_VALIDATED,NOT_VALIDATED,sticks,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-630471BC17C69D0B,sims,NOT_VALIDATED,NOT_VALIDATED,sims,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-2CE06A9E7F8C3E6B,double,NOT_VALIDATED,NOT_VALIDATED,double,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-E87BA7A0B779D8B7,ended,NOT_VALIDATED,NOT_VALIDATED,ended,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-ADE74A96AE48FD4F,vaginal,NOT_VALIDATED,NOT_VALIDATED,vaginal,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-E272CDA784553865,speculum,NOT_VALIDATED,NOT_VALIDATED,speculum,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-CB7593A6ADB4B633,6112,NOT_VALIDATED,NOT_VALIDATED,6112,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-5A695EEA5B00A31F,diagnostic,NOT_VALIDATED,NOT_VALIDATED,diagnostic,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-C72DEE7FE8E800E2,tuning,NOT_VALIDATED,NOT_VALIDATED,tuning,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-47DC89965A85E2C5,forks,NOT_VALIDATED,NOT_VALIDATED,forks,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-306ACB22B76A6E3E,dentistry,NOT_VALIDATED,NOT_VALIDATED,dentistry,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-D138E4E2606D9C58,dental,NOT_VALIDATED,NOT_VALIDATED,dental,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-5A5770FE3A5DEC2F,furnace,NOT_VALIDATED,NOT_VALIDATED,furnace,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-2C6ED1182B417601,programme,NOT_VALIDATED,NOT_VALIDATED,programme,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-4D327AF41F96C23C,via,NOT_VALIDATED,NOT_VALIDATED,via,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-2D8AC6375E01F3F2,firing,NOT_VALIDATED,NOT_VALIDATED,firing,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-3ECA33BA9DF7EF99,glaze,NOT_VALIDATED,NOT_VALIDATED,glaze,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-B314AE60CB741E69,temperature,NOT_VALIDATED,NOT_VALIDATED,temperature,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-80ED840F94F7D1BD,separate,NOT_VALIDATED,NOT_VALIDATED,separate,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-500966047E5A5654,thermocouple,NOT_VALIDATED,NOT_VALIDATED,thermocouple,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-62484E22A6A5ADE1,health,NOT_VALIDATED,NOT_VALIDATED,health,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-22D46300D8F7749F,informatics,NOT_VALIDATED,NOT_VALIDATED,informatics,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-6BE598179D8E68EF,10421,NOT_VALIDATED,NOT_VALIDATED,10421,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-4A0A339B0C6D0553,personal,NOT_VALIDATED,NOT_VALIDATED,personal,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-7246A0702997B4B8,specialization,NOT_VALIDATED,NOT_VALIDATED,specialization,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-9EE9E606474E3228,peak,NOT_VALIDATED,NOT_VALIDATED,peak,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-751FA1570E41B0D0,expiratory,NOT_VALIDATED,NOT_VALIDATED,expiratory,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-7DE97367C9CDC3C6,monitor,NOT_VALIDATED,NOT_VALIDATED,monitor,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-1BD768529618DCDF,archiving,NOT_VALIDATED,NOT_VALIDATED,archiving,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-73E4C51456C25BAB,electronic,NOT_VALIDATED,NOT_VALIDATED,electronic,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-A94E7BCFCBED3C84,records,NOT_VALIDATED,NOT_VALIDATED,records,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-7D7BD6751B805865,waveform,NOT_VALIDATED,NOT_VALIDATED,waveform,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-E904C9CCFA425FF0,format,NOT_VALIDATED,NOT_VALIDATED,format,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-8C57D6710E3662A7,neurophysiological,NOT_VALIDATED,NOT_VALIDATED,neurophysiological,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-DDD0850687AE458C,10206,NOT_VALIDATED,NOT_VALIDATED,10206,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-C59DDD3F7BA697A4,abstract,NOT_VALIDATED,NOT_VALIDATED,abstract,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-83036104014FED7F,10700,NOT_VALIDATED,NOT_VALIDATED,10700,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-34EF94A0EA333AF9,participants,NOT_VALIDATED,NOT_VALIDATED,participants,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-918966A72C3A0D0B,10701,NOT_VALIDATED,NOT_VALIDATED,10701,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-B8B4E9CEA77EF29A,metric,NOT_VALIDATED,NOT_VALIDATED,metric,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-70D5830A59E4DB95,provisioning,NOT_VALIDATED,NOT_VALIDATED,provisioning,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-2F3DF09C4659D320,describing,NOT_VALIDATED,NOT_VALIDATED,describing,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-F7A18611F42EFF8D,birth,NOT_VALIDATED,NOT_VALIDATED,birth,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-8C6FB1E9E37A1AEA,lower,NOT_VALIDATED,NOT_VALIDATED,lower,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-3969371C5A2DBD6E,stumps,NOT_VALIDATED,NOT_VALIDATED,stumps,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-E2B04DC8B975D70D,lubricants,NOT_VALIDATED,NOT_VALIDATED,lubricants,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-B3CC0475BB78A502,synthetic,NOT_VALIDATED,NOT_VALIDATED,synthetic,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-0D248E82C62C9386,male,NOT_VALIDATED,NOT_VALIDATED,male,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-AF48D859D484BCA1,condoms,NOT_VALIDATED,NOT_VALIDATED,condoms,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-94A1AA7EEA4AA899,supersulphated,NOT_VALIDATED,NOT_VALIDATED,supersulphated,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-E7BF10C44F4B9E20,6909,NOT_VALIDATED,NOT_VALIDATED,6909,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-7EE6118994B52533,rapid,NOT_VALIDATED,NOT_VALIDATED,rapid,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-1DE2DE31F4156592,hardening,NOT_VALIDATED,NOT_VALIDATED,hardening,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-402EED114F0A583F,portland,NOT_VALIDATED,NOT_VALIDATED,portland,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-EA6E74B671E3AA7B,8041,NOT_VALIDATED,NOT_VALIDATED,8041,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-DC0853E94112ACC1,hydrophobic,NOT_VALIDATED,NOT_VALIDATED,hydrophobic,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-27995993191887FE,8043,NOT_VALIDATED,NOT_VALIDATED,8043,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-9400F1B21CB527D7,19,NOT_VALIDATED,NOT_VALIDATED,19,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-6629018F250B31FA,grouting,NOT_VALIDATED,NOT_VALIDATED,grouting,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-66678C188EA76562,electrodes,NOT_VALIDATED,NOT_VALIDATED,electrodes,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-74FBBA759A9C896A,rods,NOT_VALIDATED,NOT_VALIDATED,rods,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-578BBF6DA778699A,alloys,NOT_VALIDATED,NOT_VALIDATED,alloys,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-6308A5349ACBC040,nomenclature,NOT_VALIDATED,NOT_VALIDATED,nomenclature,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-F3C7807D475073BA,numbers,NOT_VALIDATED,NOT_VALIDATED,numbers,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-4D8AAA64F68587B1,wall,NOT_VALIDATED,NOT_VALIDATED,wall,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-CCF0A763E1C0DC55,tiling,NOT_VALIDATED,NOT_VALIDATED,tiling,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-8B668B8994AA8451,tile,NOT_VALIDATED,NOT_VALIDATED,tile,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-A5945AD8ADEBEBFC,laying,NOT_VALIDATED,NOT_VALIDATED,laying,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-46A6D2CAA8234DC4,switchgear,NOT_VALIDATED,NOT_VALIDATED,switchgear,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-2DBBCA97B59F0E51,controlgear,NOT_VALIDATED,NOT_VALIDATED,controlgear,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-BCF35D2491CC2166,contactors,NOT_VALIDATED,NOT_VALIDATED,contactors,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-02983856320B180C,motor,NOT_VALIDATED,NOT_VALIDATED,motor,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-D4E1D6E786B20223,starters,NOT_VALIDATED,NOT_VALIDATED,starters,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-4BE58E712404C5F8,electromechanical,NOT_VALIDATED,NOT_VALIDATED,electromechanical,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-69E399851C841999,cotton,NOT_VALIDATED,NOT_VALIDATED,cotton,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-D3DE705EEF333080,rectangular,NOT_VALIDATED,NOT_VALIDATED,rectangular,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-A8F9C6D33384115E,statistical,NOT_VALIDATED,NOT_VALIDATED,statistical,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-A78EF0A05A15FF15,conformity,NOT_VALIDATED,NOT_VALIDATED,conformity,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-59D59B1C416ED97E,specified,NOT_VALIDATED,NOT_VALIDATED,specified,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-20372775CC27ED7D,exceeding,NOT_VALIDATED,NOT_VALIDATED,exceeding,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-379F1B10A1C75084,kv,NOT_VALIDATED,NOT_VALIDATED,kv,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-9F29A130438B8117,1.5,NOT_VALIDATED,NOT_VALIDATED,1.5,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-5FECEB66FFC86F38,0,NOT_VALIDATED,NOT_VALIDATED,0,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-46599C5BB5C33101,be,NOT_VALIDATED,NOT_VALIDATED,be,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-604CEE807F644AF4,observed,NOT_VALIDATED,NOT_VALIDATED,observed,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-C8BD849E3A5AEBE0,erection,NOT_VALIDATED,NOT_VALIDATED,erection,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-2762AD9A65D238DE,signalling,NOT_VALIDATED,NOT_VALIDATED,signalling,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-1FE289205936C3FD,application,NOT_VALIDATED,NOT_VALIDATED,application,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-49EEC07C187614B5,pozzolana,NOT_VALIDATED,NOT_VALIDATED,pozzolana,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-02F086EB77504748,definitions,NOT_VALIDATED,NOT_VALIDATED,definitions,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-74F8D4B5C1276FAD,4845,NOT_VALIDATED,NOT_VALIDATED,4845,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-D6740176DA76C7E5,vibration,NOT_VALIDATED,NOT_VALIDATED,vibration,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-CD7B47AB569CFD16,casting,NOT_VALIDATED,NOT_VALIDATED,casting,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-A324F9F0AA0B7BCF,mortar,NOT_VALIDATED,NOT_VALIDATED,mortar,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-E4CBD03B625F40E1,cubes,NOT_VALIDATED,NOT_VALIDATED,cubes,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-2AB4E55C7FDF332C,10080,NOT_VALIDATED,NOT_VALIDATED,10080,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-C1BA6E9AC452BDB0,loads,NOT_VALIDATED,NOT_VALIDATED,loads,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-FA7835FC1C74A9E0,earthquake,NOT_VALIDATED,NOT_VALIDATED,earthquake,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-28A3A5E81D1E89F0,dead,NOT_VALIDATED,NOT_VALIDATED,dead,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-9A129038D9A00AED,weights,NOT_VALIDATED,NOT_VALIDATED,weights,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-33A28BC4F5826CA7,brass,NOT_VALIDATED,NOT_VALIDATED,brass,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-49FB6EC0B9F9EB8F,anodes,NOT_VALIDATED,NOT_VALIDATED,anodes,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-8527A891E2241369,14,NOT_VALIDATED,NOT_VALIDATED,14,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-5A172CAA58AF1AB8,sieve,NOT_VALIDATED,NOT_VALIDATED,sieve,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-F4C31F606EFC95DB,procurement,NOT_VALIDATED,NOT_VALIDATED,procurement,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-41D12DF274FFAEF6,hose,NOT_VALIDATED,NOT_VALIDATED,hose,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-0FC4DFC4FEB3B154,listing,NOT_VALIDATED,NOT_VALIDATED,listing,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-77BC06C55D29EE3C,which,NOT_VALIDATED,NOT_VALIDATED,which,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
TERM-BA78973DDCF98D4E,are,NOT_VALIDATED,NOT_VALIDATED,are,NOT_VALIDATED,English,DERIVED_FROM_STANDARD_TITLE,MANAKSETU_V02_TITLE_TOKENIZATION,INFERRED_NOT_OFFICIAL
