evidence_span_id,standard_id,standard_number,field,evidence_text,char_start,char_end,evidence_source,validation_status
EVS-V03-001806,MSV1-4CD29C908EA61E1C,IS 1281 : 2025,title,BICYCLES - CRANKS AND CHAIN WHEELS- SPECIFICATION (fourth revision),0,67,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001807,MSV1-2D201230C8559106,IS 6218:2025,title,Bicycle - Mudguard - Specification (Second Revision),0,52,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001808,MSV1-95E75B7047D0F0A8,IS 7703 (Part 1):2025,title,TEXTILES - MAN-MADE FIBRES CONTINUOUS FILAMENT FLAT YARNS - METHODS OF TEST PART 1 LINEAR DENSITY (Second Revision),0,115,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001809,MSV1-FB0D6C55631DCD07,IS 7879 (Part 5):2025,title,Aeronautical and Astronautical - Glossary of Terms Part 5 Aerodynes (Heavier-Than-Air Aircraft) ( First Revision ),0,114,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001810,MSV1-9070E1194C3D9AB9,IS 7879 (Part 6):2025,title,Aeronautical and Astronautical - Glossary of Terms Part 6 Space Terms ( First Revision ),0,88,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001811,MSV1-A3C2FF097148E9B1,IS 9840:2025,title,Determination of Vitamin B5 (pantothenic acid) in foodstuffs by ultra-high performance liquid chromatography and tandem mass spectrometry (UHPLCMSMS) - Method of Test (first revision),0,183,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001812,MSV1-43E8CDC96323FF5C,IS 10854 (Part 6):2025,title,Cutter Suction Dredge Components - Specification Part 6 Cast Spud Cylinder (First Revision),0,91,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001813,MSV1-DA5015B248AF4B21,IS 19280:2025,title,SPACE SYSTEMS - LAUNCH-VEHICLE-TO-SPACECRAFT INTERFACES,0,55,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001814,MSV1-B12D80526B583A28,IS 19299:2025,title,SPACE SYSTEMS - CONTAMINATION AND CLEANLINESS CONTROL,0,53,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001815,MSV1-3D8A1E7C8CD7D8E0,IS 7879 (Part 4):2025,title,Aeronautical and Astronautical - Glossary of Terms Part 4 Aerodynamics ( First Revision ),0,89,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001816,MSV1-DC77FDC9FFDF68CB,IS 2061:2025,title,Bicycle - Front Forks - Specification (SECOND REVISION),0,55,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001817,MSV1-57E11EA802A1B20A,IS/IEC 60115 (Part 2):2023,title,Fixed resistors for use in electronic equipment Part 2 Sectional specification: Low-power film resistors with leads for through-hole assembly on circuit boards (THT),0,165,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001818,MSV1-B9B2ADEC717BFA25,IS 580:2025,title,Harness Leather - Specification (Third Revision),0,48,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001819,MSV1-B4388830816E0018,IS 581:2025,title,Vegetable tanned hydraulic Leather - specification (third revision),0,67,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001820,MSV1-4D65E2A76E8E00BD,IS 2223:2025,title,Dimensions of flange mounted AC induction motors (third revision),0,65,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001821,MSV1-BF2B68A27942EFFB,IS 13450 (Part 2/Sec 33):2025,title,Medical Electrical Equipment Part 2 Particular Requirements for Basic Safety and Essential Performance Section 33 Magnetic resonance equipment for medical diagnosis IEC 60601-2-33: 2022 MOD First Revision,0,204,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001822,MSV1-6FBA1DAFCA0B4BC2,IS 14989:2025,title,Nuclear facilities - Equipment important to safety - Seismic qualification ( First Revision),0,92,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001823,MSV1-5B226DFF5848414F,IS 15399:2025,title,Nuclear Power Plants Instrumentation and Control Important to Safety - Hardware Requirements (First Revision),0,109,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001824,MSV1-19E2F8F863ED9678,IS 16103 (Part 1):2025,title,LED Modules for General Lighting Part 1 Safety Specifications (First Revision),0,78,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001825,MSV1-9591D160DA22BC2F,IS 16103 (Part 2):2025,title,LED Modules for General Lighting Part 2 Performance Requirements (First Revision),0,81,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001826,MSV1-7194A8B6692F725C,IS 13737:2025,title,Information Technology - 130 mm Rewritable Optical Disk Cartridge for Information Interchange (First Revision),0,110,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001827,MSV1-058098F55C3D675B,IS 13450 (Part 2/Sec 41):2025,title,Medical Electrical Equipment Part 2 Particular Requirements for Basic Safety and Essential Performance Section 41 Surgical luminaires and luminaires for diagnosis IEC 60601-2-41: 2021 MOD First Revision,0,202,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001828,MSV1-A8EF929205F3AEAC,IS 13450 (Part 2/Sec 46):2025,title,Medical Electrical Equipment Part 2 Particular Requirements for Basic Safety and Essential Performance Section 46 Operating tables IEC 60601-2-46: 2023 MOD First Revision,0,170,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001829,MSV1-4E8A755F7D494B6A,IS 14176:2025,title,Information Processing - Volume and File Structure Of CD - ROM for Information Interchange (first revision),0,107,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001830,MSV1-D0FD4002180D8433,IS/IEC 60068 (Part 2/Sec 21):2021,title,Environmental Testing Part 2: Tests Section 21: Test U: Robustness of Terminations and Integral Mounting Devices Superseding IS 9000 Part 19Section 1 to 5:1986,0,159,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001831,MSV1-4E12E6463B01DC6B,IS 17067 (Part 2/Sec 2):2025,title,Electrical Energy Storage EES Systems Part 2 Unit Parameters and Testing Methods Section 2 Application and Performance Testing,0,126,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001832,MSV1-0E6A573213CBAF58,IS 1056:2025,title,Commercial weights -- Specification (fourth revision),0,53,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001833,MSV1-4DA95317622D78B9,IS 4005:2025,title,Tungsten Carbide for Mining Tools - Specification ( First Revision ),0,68,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001834,MSV1-B2AF4C1B1B28197C,IS 7422 (Part 1):2025,title,"Symbols and Abbreviations for Use in Geological Maps, Sections and Subsurface Exploratory Logs Part 1 Abbrevations (first revision)",0,131,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001835,MSV1-087F9383369D121E,IS 4544:2025,title,Ammonia - Code of Safety (Second Revision),0,42,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001836,MSV1-FF2EE7D79A7CE4C2,IS 6505:2025,title,"Sim's Pattern Double-Ended, Sharp and Blunt, Uterine Curette -Specification ( First Revision )",0,94,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001837,MSV1-14F6CB11E03097BE,IS 6818:2025,title,Phosphoric Acid - Code of Safety (First Revision),0,49,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001838,MSV1-F5594504342A9539,IS 6953:2025,title,Bromine - Code of Safety ( First Revision),0,42,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001839,MSV1-AF0EE97CB0BE5EEE,IS 6957:2025,title,"Curette, Blunt Uterine - Specification (First Revision)",0,55,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001840,MSV1-DC44B3D17C29B0E2,IS 8088:2025,title,Tricycle Hand Propelled - Specification (Second revision),0,57,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001841,MSV1-CA28303921F6C076,IS 8388:2025,title,Nitrobenzene - Code of Safety (First Revision),0,46,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001842,MSV1-68ACB3DFA550ED40,IS 14200:2025,title,Hydrogen Peroxide - Code of Safety (First Revision),0,51,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001843,MSV1-F70253FD6FAD4523,IS 15548:2025,title,Hydrofluorocarbon (HFC-134a) - Code of Safety (First Revision),0,62,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001844,MSV1-40843C93C1924A12,IS 17155:2025,title,Tricycle Single Hand Propelled RightLeft (Junior Size) - Specification (first revision),0,87,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001845,MSV1-F01932149CDA5B69,IS 19348:2025,title,GLASS SCREEN PROTECTOR - SPECIFICATION,0,38,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001846,MSV1-7AE33E35CC279597,IS 19321:2025,title,Navic Receiver - Specification,0,30,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001847,MSV1-E5FA5D3AB5494980,IS/ISO 12643 (Part 1):2023,title,GRAPHIC TECHNOLOGY SAFETY REQUIREMENTS FOR GRAPHIC TECHNOLOGY EQUIPMENT AND SYSTEMS PART 1 GENERAL REQUIREMENTS (First Revision),0,128,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001848,MSV1-161722B2C87F59AC,IS 19211:2025,title,Space Systems - Structural Design - Determination of Loading Levels for Static Qualification Testing of Launch Vehicles,0,119,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001849,MSV1-191566D3673D570E,IS 13360 (Part 8/Sec 16):2025,title,PLASTICS METHODS OF TESTING PART 8 PERFORMANCECHEMICAL PROPERTIES SECTION 16 DETERMINATION OF RESISTANCE TO ENVIRONMENTAL STRESS CRACKING ESC SLOW STRAIN RATE METHOD,0,165,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001850,MSV1-7E79E65EBCD4197A,IS 19166:2025,title,PLASTICS METHODOLOGY FOR ASSESSING POLYMER PHOTOAGEING BY FTIR AND UVVISIBLE SPECTROSCOPY,0,89,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001851,MSV1-52D3A0E2D06B0548,IS 446:2025,title,RUBBER HOSES TEXTILE-REINFORCED FOR COMPRESSED AIR SPECIFICATION ( Sixth Revision ),0,83,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001852,MSV1-0E828B3495D558A4,IS 514:2025,title,Textiles Mercerized Cotton Fabrics for Covering Aircrafts and gliders Specification ( Fourth Revision ),0,103,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001853,MSV1-982C67F8672A46E7,IS 1350 (Part 4/Sec 2):2025,title,Coal and Coke - Methods of Test Part 4 Ultimate Analysis Section 2 Determination of Nitrogen (Second Revision),0,110,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001854,MSV1-6974D8CEDE7C7CBC,IS 1448 (Part 6):2025,title,PETROLEUM AND ITS PRODUCTS - METHODS OF TEST PART 6 DETERMINATION OF HEAT OF COMBUSTION OF LIQUID HYDROCARBON FUELS BY BOMB CALORIMETER ( Second Revision ),0,155,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001855,MSV1-F1C2751E13CA0AAB,IS 1448 (Part 55/Sec 1):2025,title,Petroleum and Its Products - Methods of Test Part 55 Saponification Value Section 1 Colour Indicator and Potentiometric Titration (Second Revision),0,147,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001856,MSV1-AE6A17EF64254FBB,IS 1448 (Part 87):2025,title,PETROLEUM AND ITS PRODUCTS - METHODS OF TEST PART 87 AUTOIGNITION TEMPERATURE OF LIQUID PETROLEUM PRODUCTS (First Revision),0,123,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001857,MSV1-61220FBFA682DC06,IS 1448 (Part 25/Sec 2):2025,title,PETROLEUM AND ITS PRODUCTS - METHODS OF TEST PART 25 GLASS CAPILLARY KINEMATIC VISCOMETERS - SECTION 2 SPECIFICATIONS AND OPERATING INSTRUCTIONS,0,144,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001858,MSV1-099D7B1703D978EB,IS 1448 (Part 101):2025,title,METHODS OF TEST FOR PETROLEUM AND ITS PRODUCTS PART 101 COLORIMETRIC DETERMINATION OF PHOSPHORUS IN LUBRICATING OILS,0,116,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001859,MSV1-454E0093FC576599,IS 1448 (Part 111):2025,title,PETROLEUM AND ITS PRODUCTS TEST METHODS PART 111 ANALYSIS OF LIQUEFIED PETROLEUM GASES (LPG) AND PROPYLENE CONCENTRATES BY GAS CHROMATOGRAPHY (First Revision),0,158,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001860,MSV1-E9FF90EFA120A6F2,IS 1448 (Part 198):2025,title,PETROLEUM AND ITS PRODUCTS - METHODS OF TEST PART 198 DETERMINATION OF HYDROCARBON TYPES AND OXYGENATES IN AUTOMOTIVE MOTOR GASOLINE AND IN ETHANOL (E85) AUTOMOTIVE FUEL MULTIDIMENSIONAL GAS CHROMATOGRAPHY METHOD,0,212,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001861,MSV1-472A5FC919E92FCB,IS 1683:2025,title,BARYTES FOR RUBBER INDUSTRY SPECIFICATION( Third Revision ),0,59,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001862,MSV1-E5B6B3936C5B67EF,IS 1684:2025,title,RED OXIDE OF IRON FOR RUBBER INDUSTRY SPECIFICATION( Third Revision ),0,69,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001863,MSV1-7875FED3A17127B4,IS 1685:2025,title,WHITING FOR RUBBER INDUSTRY SPECIFICATION( Second Revision ),0,60,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001864,MSV1-EEB33AD46C05C497,IS 1825:2025,title,Aluminium Alloy Milk Cans — Specification (third revision),0,58,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001865,MSV1-B1B9CE45D2ACBE27,IS 2342:2025,title,Manually Operated Milk Can Washer — Specification ( First Revision ),0,68,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001866,MSV1-7AEC0A40CFF052D9,IS 2415:2025,title,Cycle - Rubber Tubes (Moulded/ Jointed) - Specification (Fifth Revision),0,72,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001867,MSV1-590767CD8F2371BD,IS 3555:2025,title,Textiles - Cotton Singlets - White with Blue Welting - Specification (Second Revision),0,86,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001868,MSV1-FDDD7C48624873AB,IS 11711:2025,title,Criteria for adoptability of different irrigation methods - Recommendations (first revision),0,92,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001869,MSV1-2051DD317CC7C8C8,IS 11858:2025,title,Handle Grip for Power Tillers - Specification (First Revision),0,62,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001870,MSV1-1745E144A402036D,IS 6684:2025,title,Milk Can Trolley — Specification ( First Revision ),0,51,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001871,MSV1-85EDF01ED8FA2FFB,IS 5382:2025,title,RUBBER SEALS JOINT RINGS FOR WATER SUPPLY DRAINAGE AND SEWERAGE PIPELINES SPECIFICATION FOR MATERIALS ( Third Revision ),0,120,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001872,MSV1-FBF9D59F2BDC576C,IS 8193:2025,title,2-Nitro Chlorobenzene - Specification (First Revision),0,54,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001873,MSV1-A910A1C3AD94FF12,IS 8399:2025,title,"1, 3 DINITROBENZENE SPECIFICATION (First Revision)",0,50,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001874,MSV1-03268E5211CA256C,IS 8400:2025,title,2 4-DINITRO-CHLOROBENZENE - SPECIFICATION (First Revision),0,58,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001875,MSV1-D8D8D13474A720DA,IS 8194:2025,title,3-Nitro-Chlorobenzene - Specification (First Revision),0,54,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001876,MSV1-DF23D81828E8A6F5,IS 9754:2025,title,HIGH DENSITY POLYETHYLENE CONTAINERS FOR PACKING OF LIQUID PESTICIDES (UP TO 1 LITRE CAPACITY) - SPECIFICATION (first revision),0,127,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001877,MSV1-425A687D73BCAA7B,IS 9407:2025,title,LIGHT MAGNESIUM OXIDE FOR RUBBER INDUSTRY - SPECIFICATION (first revision),0,74,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001878,MSV1-12F3DE341C2FCCB6,IS 8874:2025,title,"Dimethylamine, Technical - Specification (First Revision)",0,57,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001879,MSV1-0DC3071762082B0E,IS 10142:2025,title,POLYSTYRENE CRYSTAL AND HIGH IMPACT FOR ITS SAFE USE IN CONTACT WITH FOODSTUFFS PHARMACEUTICALS AND DRINKING WATER - SPECIFICATION (second revison),0,147,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001880,MSV1-B0C05629B826282D,IS 11489:2025,title,HEAVY PETROLEUM STOCK (HPS ) - SPECIFICATION (First Revision),0,61,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001881,MSV1-256B78818936B700,IS 9949:2025,title,Abrasive Properties of Coal and Associated Minerals - Methods of test (Second Revision),0,87,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001882,MSV1-406BD37B72E70021,IS 8851:2025,title,SULPHUR FOR RUBBER INDUSTRY - SPECIFICATION( Second Revision ),0,62,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001883,MSV1-E1D06EFDD725325E,IS 12770:2025,title,Coal for Cement Manufacture - Specification (First Revision),0,60,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001884,MSV1-941FFBDEC9E9C4F1,IS 12224:2025,title,Hydraulic Power and Power Lifting Capacity of Agricultural Tractors - Methods of Test (First Revision),0,102,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001885,MSV1-AB6362E5D986B766,IS 11905:2025,title,Shaft Assembly for Rotatvator for Power Tiller - Specification ( First Revision ),0,81,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001886,MSV1-6614661136C611FC,IS 13360 (Part 3/Sec 13):2025,title,PLASTICS - METHODS OF TESTING PART 3 PHYSICAL AND DIMENSIONAL PROPERTIES SECTION 13 DETERMINATION OF LINEAR DIMENSIONS OF TEST SPECIMENS,0,136,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001887,MSV1-825FE467AC5D268E,IS 13360 (Part 5/Sec 5/SubSec 2):2025,title,Plastics — Methods of Testing Part 5 Mechanical Properties Section 5 Determination of Charpy Impact Properties Sub-section 2 Instrumented Impact Test ( Second Revision ),0,169,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001888,MSV1-D5EE07022CF37750,IS 13360 (Part 5/Sec 28/SubSec 2):2025,title,PLASTICS METHODS OF TESTING PART 5 MECHANICAL PROPERTIES SECTION 28 DETERMINATION OF PUNCTURE IMPACT BEHAVIOUR OF RIGID PLASTICS SUBSECTION 2 INSTRUMENTED IMPACT TESTING,0,169,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001889,MSV1-B8E8494183196FA7,IS 13360 (Part 5/Sec 30):2025,title,"PLASTICS - METHODS OF TESTING : PART 5 MECHANICAL PROPERTIES, SEC 30 DETERMINATION OF SCRATCH PROPERTIES",0,104,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001890,MSV1-BD5C5DC213FF989B,IS 13360 (Part 6/Sec 1):2025,title,PLASTICS - METHODS OF TESTING PART 6 THERMAL PROPERTIES SECTION 1 DETERMINATION OF VICAT SOFTENING TEMPERATURE OF THERMOPLASTIC MATERIALS (Third Revision),0,154,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001891,MSV1-84761FE3D1067C94,IS 13360 (Part 8/Sec 6/SubSec 2):2025,title,PLASTICS - METHODS OF TESTING PART 8 PERMANENCE/CHEMICAL PROPERTIES SECTION 6 FILM AND SHEETING - DETERMINATION OF GAS-TRANSMISSION RATE SUB-SECTION 2 EQUAL-PRESSURE METHOD (First Revision),0,189,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001892,MSV1-CC3D28461D2B8288,IS 13360 (Part 8/Sec 15):2025,title,PLASTICS METHODS OF TESTING PART 8 PERMANENCE/CHEMICAL PROPERTIES SECTION 15 DETERMINATION OF RESISTANCE TO ENVIRONMENTAL STRESS CRACKING ESC GENERAL GUIDANCE,0,158,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001893,MSV1-656D9A778CFBBA06,IS 13360 (Part 8/Sec 17):2025,title,PLASTICS METHODS OF TESTING PART 8 PERMANENCE / CHEMICAL PROPERTIES SECTION 17 DETERMINATION OF RESISTANCE TO ENVIRONMENTAL STRESS CRACKING ESC BALL OR PIN IMPRESSION METHOD,0,173,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001894,MSV1-01C375FBA32F0DF5,IS 13360 (Part 8/Sec 18):2025,title,PLASTICS METHODS OF TESTING PART 8 PERMANENCE / CHEMICAL PROPERTIES SECTION 18 DETERMINATION OF RESISTANCE TO ENVIRONMENTAL STRESS CRACKING ESC CONSTANT TENSILE DEFORMATION METHOD,0,179,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001895,MSV1-903B6192C04567CE,IS 14788:2025,title,STYRENE-BUTADIENE RUBBER (SBR) EMULSION AND SOLUTION-POLYMERIZED TYPES -EVALUATION PROCEDURES ( Second Revision ),0,113,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001896,MSV1-CB5655D7777D78F1,IS 16317:2025,title,Tourism and Related Services - Tourist Information Services - Requirements and Recommendations (first revision),0,111,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001897,MSV1-0C80B525962DC25B,IS 16705:2025,title,RECLAIMED RUBBER DERIVED FROM PRODUCTS CONTAINING MAINLY NATURAL RUBBER EVALUATION PROCEDURE (First Revision),0,109,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001898,MSV1-E0164F684603ABA5,IS 16713:2025,title,RECLAIMED ISOBUTENE-ISOPRENE IIR RUBBER EVALUATION PROCEDURE ( First Revision),0,78,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001899,MSV1-E2512AAAC57B012E,IS 17138:2025,title,THERMOPLASTIC ELASTOMERS NOMENCLATURE AND ABBREVIATED TERMS ( First Revision ),0,78,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001900,MSV1-4657517D96FF8CEA,IS 17315 (Part 3):2025,title,Petroleum and Related Products - Precision of Measurement Methods and Results Part 3 Monitoring and Verification of Published Precision Data in Relation to Methods of Test,0,171,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001901,MSV1-242688C5E5DB54DD,IS 17315 (Part 4):2025,title,Petroleum and Related Products - Precision of Measurement Methods and Results Part 4 Use of Statistical Control Charts to Validate 'in-statistical-control' Status for the Execution of a Standard Test Method in a Single Laboratory,0,229,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001902,MSV1-EDE90A6824CD212D,IS 17315 (Part 5):2025,title,Petroleum and Related Products - Precision of Measurement Methods and Results Part 5 Statistical Assessment of Agreement between Two Different Measurement Methods that Claim to Measure the Same Property,0,202,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001903,MSV1-B76B36CFE0205E0F,IS 19048:2025,title,"PLASTICS - VERIFICATION OF PENDULUM IMPACT-TESTING MACHINES - CHARPY, IZOD AND TENSILE IMPACT-TESTING",0,101,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001904,MSV1-55246469B49BB1A3,IS 19065 (Part 4):2025,title,SPACE SYSTEMS - SURFACE CLEANLINESS OF FLUID SYSTEMS - PART 4 : ROUGH-CLEANING PROCESSES,0,88,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001905,MSV1-87B50EEA6174BE47,IS 19170:2025,title,PLASTICS SMALL ENCLOSURES FOR CONDITIONING AND TESTING USING AQUEOUS SOLUTIONS TO MAINTAIN THE HUMIDITY AT A CONSTANT VALUE,0,123,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001906,MSV1-D68C22BCA9B7B28C,IS 19199:2025,title,SUGAR CANE JUICE SCREENS SPECIFICATION,0,38,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001907,MSV1-7AFA13F0ED4E7E76,IS 1091:2025,title,NITROCELLULOSE - SPECIFICATION (Fourth Revision),0,48,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001908,MSV1-BE89945A0D11549F,IS 3020:2025,title,Leather for Oil Seals - Specification (Second revision),0,55,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001909,MSV1-33465A9EBBCA41E7,IS 3646 (Part 1):2025,title,Code of Practice for Interior Illumination -Part 1 General Requirements and Recommendations for Working Interiors (Second Revision),0,131,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001910,MSV1-B5105007688FE2CF,IS 9167:2025,title,HEARING PROTECTOR - SPECIFICATION (FIRST REVISION),0,50,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001911,MSV1-CCDA0B0F7332CDF1,IS 10025:2025,title,"POLISH, LIQUID (WHITE), FOR CANVAS FOOTWEAR - SPECIFICATION (First Revision)",0,76,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001912,MSV1-7A48271E40A899DD,IS 12255:2025,title,Baume Hydrometer - Specification ( First Revision),0,50,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001913,MSV1-DE672D6F0A9CFAD9,IS 14956 (Part 2):2025,title,Live Working - Minimum Approach Distances Part 2 Method of Determination of the Electrical Component Distance for a.c. Systems from 1.0 kV to 72.5 kV,0,149,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001914,MSV1-A5E21191188F898A,IS 19314:2025,title,Non-chlorinated Plastic Biomedical Waste Bag,0,44,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-001915,MSV1-AC42C03F81AAAC89,IS/IEC 60269 (Part 7):2021,title,Low Voltage Fuses Part 7 Fuse-Links for the Protection of Batteries and Battery Systems - Supplementary Requirements,0,116,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
