hard_negative_id,requirement_id,tender_id,negative_standard_id,negative_standard_number,negative_title,similarity_score,negative_reason,source,validation_status
HN-V03-000424,SYN-REQ-00212,SYN-TENDER-00212,MSV1-5FE3AFBCE6CDC60E,IS 3946:2024,Leather for Leg Guard — Specification (First Revision),0.3125,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000425,SYN-REQ-00213,SYN-TENDER-00213,MSV1-EE912F21A62E8B4E,IS/ISO 10993 (Part 11):2017,Biological evaluation of medical devices Part 11 Tests for systemic toxicity,0.375,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000426,SYN-REQ-00213,SYN-TENDER-00213,MSV1-C118DD83527E6ACE,IS 1691 (Part 3):2018,"Methods of Micro-Biological, Colour Fastness and Microscopical Tests for Leather Part 3 Colour Fastness to Machine Washing ( First Revision )",0.3333,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000427,SYN-REQ-00214,SYN-TENDER-00214,MSV1-0B0A01FDC6018203,IS 14228:1996,Implants for surgery - Staples with parallel legs for orthopaedic use - General requirements,0.6471,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000428,SYN-REQ-00214,SYN-TENDER-00214,MSV1-49B9E7619ED460AB,IS 19071:2025,Instruments for Use in Association with Non-Active Surgical Implants - General Requirements,0.2609,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000429,SYN-REQ-00215,SYN-TENDER-00215,MSV1-E17EB31262F00169,IS 11707:1986,Glossary of terms relating to asbestos,0.5,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000430,SYN-REQ-00215,SYN-TENDER-00215,MSV1-47B77E66F42B631C,IS 17058:2019,Glossary of Terms Relating to Brick Kilns,0.3571,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000431,SYN-REQ-00216,SYN-TENDER-00216,MSV1-3AA37D3318FFC273,IS 3186:2025,Methods for chemical analysis of cadmium copper ( First Revision ),0.375,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000432,SYN-REQ-00216,SYN-TENDER-00216,MSV1-229DB785CAF139F3,IS 7585:2026,Wines - Methods of analysis (Second Revision),0.3571,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000433,SYN-REQ-00217,SYN-TENDER-00217,MSV1-7D7CBFC0EB57E48F,IS 11358:1987,Glossary of terms and symbols relating to rock mechanics,0.3529,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000434,SYN-REQ-00217,SYN-TENDER-00217,MSV1-BC4D344A75652191,IS 5742:2022,Glossary of Terms Relating to Industrial Screen and Screening,0.3529,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000435,SYN-REQ-00218,SYN-TENDER-00218,MSV1-8B8A9467488BF619,IS 4834:1968,Specification veneered wood boards for packing cases,0.5385,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000436,SYN-REQ-00218,SYN-TENDER-00218,MSV1-7C529ED4B8C61A5C,IS 3478:1966,Specification for High Density Wood Particle Boards,0.25,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000437,SYN-REQ-00219,SYN-TENDER-00219,MSV1-07B3C6C8F17D463D,IS 15105:2021,Design and Installation of Fixed Automatic Sprinkler Fire Extinguishing Systems - Code of Practice (first revision),0.4074,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000438,SYN-REQ-00219,SYN-TENDER-00219,MSV1-737512914CB2B21E,IS 15325:2020,Design and Installation of Fixed Automatic High and Medium Velocity Water Spray System — Code of Practice ( First Revision ),0.3333,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000439,SYN-REQ-00220,SYN-TENDER-00220,MSV1-52128E3E0E3D33A1,IS/IEC 61196 (Part 1/Sec 103):2015,Coaxial Communication Cables Part 1: Electrical Test Methods Section 103: Test for Capacitance of Cable (First Revision),0.5385,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000440,SYN-REQ-00220,SYN-TENDER-00220,MSV1-69819AFAC8B3A615,IS/IEC 61196 (Part 1/Sec 106):2008,Coaxial communication cables Part 1-106 Electrical Test Methods — Test for Withstand Voltage of Cable Sheath,0.5,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000441,SYN-REQ-00221,SYN-TENDER-00221,MSV1-6C32BD460DFB443D,IS 11637:2022,Calcium Based EP Grease - Specification (first revision),0.5,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000442,SYN-REQ-00221,SYN-TENDER-00221,MSV1-55DC2E9BF4FBF9AB,IS 4672:1982,Specification for grease cups (First Revision),0.3333,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000443,SYN-REQ-00222,SYN-TENDER-00222,MSV1-96A6B2B43BF3631C,IS 7595 (Part 4):2024,Otter Boards - General Requirements: Part 4 Application Standard (first revision),0.5882,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000444,SYN-REQ-00222,SYN-TENDER-00222,MSV1-75F8C49D73FDFC61,IS 7595 (Part 3):2024,Otter Boards - General Requirements: Part 3 Oval Otter Boards (first revision),0.3684,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000445,SYN-REQ-00223,SYN-TENDER-00223,MSV1-20A085B0DE625A82,IS 4972 (Part 5):2022,Resistance Spot Welding Part 5 Electrode Adaptors Male Taper 1:10 - Parallel Shank Fixing For End Thrust Electrodes (First Revision of IS 4972),0.5161,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000446,SYN-REQ-00223,SYN-TENDER-00223,MSV1-2988EFCB9936FFEE,IS 4972 (Part 1):2022,Resistance Spot Welding Part 1 Electrode Holders - Taper Fixing 1:10 (First Revision of IS 4972),0.4444,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000447,SYN-REQ-00224,SYN-TENDER-00224,MSV1-05EFC50BCDF6CC63,IS 11821 (Part 1):2019,Tractors for Agriculture and Forestry - Roll - Over Protective Structures (ROPS) : Part 1 Dynamic Test Method and Acceptance Conditions (Second Revision),0.4,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000448,SYN-REQ-00224,SYN-TENDER-00224,MSV1-B3DEB7266369AF7E,IS 12061:2026,Agricultural Tractors - Braking Performance - Method of Test (Second Revision),0.28,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000449,SYN-REQ-00225,SYN-TENDER-00225,MSV1-1DD2B96769E56A36,IS 1944:2026,Code of Practice for Road and Tunnel Lighting (Second Revision),0.35,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000450,SYN-REQ-00225,SYN-TENDER-00225,MSV1-BE3B91946DCA2370,IS 3370 (Part 2):2021,Concrete Structures for Retaining Aqueous Liquids - Code of Practice : Part 2 Plain and Reinforced Concrete (Second Revision),0.32,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000451,SYN-REQ-00226,SYN-TENDER-00226,MSV1-9CB1C159E9DE1702,IS 16539 (Part 1/Sec 1):2025,Semiconductor converters Part 1 General requirements and line commutated converters Section 1 Basic requirements - Specification,0.6316,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000452,SYN-REQ-00226,SYN-TENDER-00226,MSV1-847176C76CF9B4BE,IS 13450 (Part 1/Sec 9):2024,Medical electrical equipment Part 1 General requirements for basic safety and essential performance Section 9 Requirements for environmentally conscious design,0.2759,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000453,SYN-REQ-00227,SYN-TENDER-00227,MSV1-A46331E26A19A8BE,IS 394:1985,"Specification for ink, cloth marking (Second Revision)",0.5385,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000454,SYN-REQ-00227,SYN-TENDER-00227,MSV1-3019F0DF058DB39E,IS 1530:1981,Specification for baize cloth (second revision),0.3571,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000455,SYN-REQ-00228,SYN-TENDER-00228,MSV1-9FDEDB3D565551F8,IS 8840:1978,"Specification for scissors, microlaryngeal surgery",0.4545,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000456,SYN-REQ-00228,SYN-TENDER-00228,MSV1-1D9AFB2B8FBE43BD,IS 8839:1978,"Specification for forceps,cup upwards, microlaryngeal surgery",0.2857,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000457,SYN-REQ-00229,SYN-TENDER-00229,MSV1-0ED2ED1564756B60,IS 13559 (Part 1):1993,Cranes - Information to be provided: Part 1 general,0.5714,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000458,SYN-REQ-00229,SYN-TENDER-00229,MSV1-641411B6A2B633A0,IS 13559 (Part 4):1992,Cranes - Information to be provided: Part 4 jib cranes,0.375,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000459,SYN-REQ-00230,SYN-TENDER-00230,MSV1-448C692AA3C56426,IS 8968:1978,Specification for Farm Drainage Concrete Tiles,0.1364,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000460,SYN-REQ-00230,SYN-TENDER-00230,MSV1-792E3433FCF98545,IS 4350:1967,concrete porous pipes for under-drainage,0.1364,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000461,SYN-REQ-00231,SYN-TENDER-00231,MSV1-5A74A5E6D6A38847,IS 13473 (Part 1):2015,Cranes - Vocabulary: Part 1 general,0.4167,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000462,SYN-REQ-00231,SYN-TENDER-00231,MSV1-0ED2ED1564756B60,IS 13559 (Part 1):1993,Cranes - Information to be provided: Part 1 general,0.3333,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000463,SYN-REQ-00232,SYN-TENDER-00232,MSV1-F38435544297EB94,IS 14715 (Part 2):2016,Jute geotextiles - (Part 2) Control of bank erosion in rivers and waterways - Specification (second revision),0.2963,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000464,SYN-REQ-00232,SYN-TENDER-00232,MSV1-D4D461726248236C,IS 1363 (Part 1):2023,"Hexagon head bolts, screws and nuts of product grade C Part 1 Hexagon head bolts (Size range M5 to M64) (sixth revision)",0.2188,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000465,SYN-REQ-00233,SYN-TENDER-00233,MSV1-02238C4A32A042ED,IS 2154:2014,Coconut oilcake as livestock feed ingredient - Specification (Third Revision),0.5625,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000466,SYN-REQ-00233,SYN-TENDER-00233,MSV1-6FDCC2710D8C5C2C,IS 1712:2022,Cottonseed Oilcake as Livestock Feed Ingredient — Specification ( Third Revision ),0.4706,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000467,SYN-REQ-00234,SYN-TENDER-00234,MSV1-40898EDF142E155F,IS/ISO/IEC 10373 (Part 3):2018,Cards and Security Devices for Personal Identification — Test Methods Part 3 Integrated Circuit Cards with Contacts and Related Interface Devices,0.3929,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000468,SYN-REQ-00234,SYN-TENDER-00234,MSV1-B1B7ED75CA1BCC17,IS 14202 (Part 12):2014,Identification cards - Integrated circuit cards: Part 12 cards with contacts - Usb electrical interface and operating procedures,0.3846,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000469,SYN-REQ-00235,SYN-TENDER-00235,MSV1-565ABCC69BFC8C21,IS/ISO/TR 30406:2017,Human Resource Management — Sustainable Employability Management for Organizations,0.5385,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000470,SYN-REQ-00235,SYN-TENDER-00235,MSV1-0315450B2CB61E4C,IS 15700:2018,Quality management systems - Requirements for service quality by public service organizations,0.2222,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000471,SYN-REQ-00236,SYN-TENDER-00236,MSV1-6EF4F048756448C6,IS/ISO 13043:2011,Road Vehicles Refrigerant Systems used in Mobile Air Conditioning Systems MAC Safety Requirements,0.6316,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000472,SYN-REQ-00236,SYN-TENDER-00236,MSV1-F3D37418D2D392C4,IS 18915:2025,SPACE SYSTEMS - PRODUCT ASSURANCE REQUIREMENTS FOR COMMERCIAL SATELLITES,0.1739,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000473,SYN-REQ-00237,SYN-TENDER-00237,MSV1-09C030A5B1A92257,IS 2153:2022,Maize Bran as Livestock Feed Ingredient - Specification,0.5,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000474,SYN-REQ-00237,SYN-TENDER-00237,MSV1-4BC104BC021BDE99,IS 9867:1981,Specification for parboiled rice bran as livestock feed ingredient,0.4375,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000475,SYN-REQ-00238,SYN-TENDER-00238,MSV1-26484BFC07983288,IS 7134:1973,Specification for diphenyl,0.3333,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000476,SYN-REQ-00238,SYN-TENDER-00238,MSV1-60A0CA84A6F90365,IS 12679:2023,By-Product Gypsum for Construction - Specification (Second Revision),0.2143,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000477,SYN-REQ-00239,SYN-TENDER-00239,MSV1-1D72F742F982F4A6,IS 13098:2024,Automotive Vehicles — Tubes for Pneumatic Tyres — Specification ( Second Revision ),0.25,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000478,SYN-REQ-00239,SYN-TENDER-00239,MSV1-ED0FE1411B49C365,IS 15428:2004,Retreading of radial/cross ply tyres for aircraft - Specification,0.25,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000479,SYN-REQ-00240,SYN-TENDER-00240,MSV1-3CA69F283EC3758F,IS 3400 (Part 2/Sec 6):2023,"METHODS OF TEST FOR RUBBER, VULCANIZED OR THERMOPLASTIC PART 2 DETERMINATION OF HARDNESS SECTION 6 APPARENT HARDNESS OF RUBBER-COVERED ROLLERS BY IRHD METHOD",0.6,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000480,SYN-REQ-00240,SYN-TENDER-00240,MSV1-64DE259FE1E0E6C2,IS 3400 (Part 2/Sec 7):2022,"METHODS OF TEST FOR RUBBER, VULCANIZED OR THERMOPLASTIC PART 2 DETERMINATION OF HARDNESS SECTION 7 APPARENT HARDNESS OF RUBBER-COVERED ROLLERS BY SHORE-TYPE DUROMETER METHOD",0.5625,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000481,SYN-REQ-00241,SYN-TENDER-00241,MSV1-015C28253CFD8853,IS/IEC 61196 (Part 1/Sec 102):2005,Coaxial communication cables: Part 1 - 102 electrical test methods - Test for insulation resistance of cable dielectric,0.3571,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000482,SYN-REQ-00241,SYN-TENDER-00241,MSV1-69819AFAC8B3A615,IS/IEC 61196 (Part 1/Sec 106):2008,Coaxial communication cables Part 1-106 Electrical Test Methods — Test for Withstand Voltage of Cable Sheath,0.3571,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000483,SYN-REQ-00242,SYN-TENDER-00242,MSV1-186FC593DE50B73C,IS 1676:1960,"Specification for oleic acid, technical",0.4545,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000484,SYN-REQ-00242,SYN-TENDER-00242,MSV1-60A0CA84A6F90365,IS 12679:2023,By-Product Gypsum for Construction - Specification (Second Revision),0.1875,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000485,SYN-REQ-00243,SYN-TENDER-00243,MSV1-DF53E1BAA6D6B768,IS 13073 (Part 2):2000,"Code of practice for installation, maintenance and observation of displacement measuring devices for concrete and masonry dams: Part 2 geodetic observation - Crest collimation",0.4412,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000486,SYN-REQ-00243,SYN-TENDER-00243,MSV1-47E6442A1C74B0C2,IS 10434 (Part 2):2026,INSTALLATION MAINTENANCE AND OBSERVATION OF DEFORMATION MEASURING DEVICES IN CONCRETE AND MASONRY DAMS GUIDELINES PART 2 VIBRATING WIRE TYPE JOINTMETER,0.3243,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000487,SYN-REQ-00244,SYN-TENDER-00244,MSV1-565EF94FE5117E1E,IS 14167:2019,Pneumatic fluid power ? cylinders ? final examination and acceptance criteria (First Revision),0.6111,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000488,SYN-REQ-00244,SYN-TENDER-00244,MSV1-12F63A801CF866BD,IS 10792:2024,Pneumatic Coupling between Tractors and Trailers ? Testing and Acceptance Criteria(First Revision),0.2609,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000489,SYN-REQ-00245,SYN-TENDER-00245,MSV1-569A450C2A5622A5,IS 12792:2024,Agricultural Produce Milling Machinery — Mini Rice Mill — Specification ( First Revision ),0.5882,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000490,SYN-REQ-00245,SYN-TENDER-00245,MSV1-213E37B9CAA23A80,IS 14442:2024,Agricultural Produce Milling Machinery — Burr Mill — Specification and Test Code ( First Revision ),0.381,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000491,SYN-REQ-00246,SYN-TENDER-00246,MSV1-C8CD7AA62F4A7019,IS 8126:1993,Specification for composite office tables (First Revision),0.5385,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000492,SYN-REQ-00246,SYN-TENDER-00246,MSV1-61B34B48D696D7E8,IS 16984:2024,Coated Folding Box Board for General Consumer Product Packaging — Specification (First Revision),0.25,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000493,SYN-REQ-00247,SYN-TENDER-00247,MSV1-A965A76E368C3248,IS 19092 (Part 2):2025,EARTH-MOVING MACHINERY FUNCTIONAL SAFETY PART 2: DESIGN AND EVALUATION OF HARDWARE AND ARCHITECTURE REQUIREMENTS FOR SAFETY-RELATED PARTS OF THE CONTROL SYSTEM,0.5,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000494,SYN-REQ-00247,SYN-TENDER-00247,MSV1-32A3818E92FE9F9C,IS/ISO 19014 (Part 3):2018,Earth-Moving Machinery - Functional Safety Part 3 Environmental Performance and Test Requirements of Electronic and Electrical Components Used in Safety-Related Parts of the Control System,0.4545,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000495,SYN-REQ-00248,SYN-TENDER-00248,MSV1-599769E8CEC9D2E9,IS 18526:2023,PALM KERNEL OILCAKE (EXPELLER PRESSED) AS LIVESTOCK FEED INGREDIENT - SPECIFICATION,0.5882,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000496,SYN-REQ-00248,SYN-TENDER-00248,MSV1-205CE09E12B85D0D,IS 1935:2022,Linseed Oilcake as Livestock Feed Ingredient - Specification,0.3333,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000497,SYN-REQ-00249,SYN-TENDER-00249,MSV1-13205A375C479990,IS 18370:2023,Sensory Analysis - Guidance on Substantiation for Sensory and Consumer Product Claims,0.25,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000498,SYN-REQ-00249,SYN-TENDER-00249,MSV1-7CA230ED15E04BAA,IS 11623:2025,Dried Milk and Dried Milk Products - Determination of Moisture Content (Reference Method) (Second Revision),0.2273,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000499,SYN-REQ-00250,SYN-TENDER-00250,MSV1-29AB6D88AA9E548B,IS 4910 (Part 12):2024,TYRE YARNS CORDS AND TYRE CORD FABRICS MADE FROM MAN-MADE FIBRES METHODS OF TEST PART 12 SAMPLING FOR TYRE YARNS CORDS AND TYRE CORD FABRICS MADE FROM POLYAMIDE,0.5357,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000500,SYN-REQ-00250,SYN-TENDER-00250,MSV1-712A820CC4F47C60,IS 4910 (Part 9):2023,TYRE YARNS CORDS AND TYRE CORD FABRICS MADE FROM MAN-MADE FIBRES METHODS OF TEST PART 9 SAMPLING FOR TYRE YARNS CORDS AND TYRE CORD FABRICS MADE FROM RAYON,0.5357,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000501,SYN-REQ-00251,SYN-TENDER-00251,MSV1-AAE00D50AF1CD098,IS 2136:2023,WOVEN FLAT LINING FABRICS FOR APPARELS SPECIFICATION,0.5385,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000502,SYN-REQ-00251,SYN-TENDER-00251,MSV1-3166266265095AC4,IS 15909:2020,PVC Geomembranes for Lining - Specification ( Second Revision ),0.1765,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
HN-V03-000503,SYN-REQ-00252,SYN-TENDER-00252,MSV1-16B81102B868AB72,IS 1367 (Part 12):1981,Technical supply conditions for threaded steel fasteners: Part 12 phosphate coatings on threaded fasteners (Second Revision),0.44,LEXICAL_SIMILAR_NOT_GOLD,SYNTHETIC_DERIVED_HARD_NEGATIVE,NEEDS_EXPERT_VALIDATION
