requirement_id,standard_id,is_number,relevance,label_type,reason,annotator,validation_status
SYN-REQ-00877,MSV1-1797972A368204BC,IS 14813:2000,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00878,MSV1-A9A97BD9BB6AE6FC,IS 17008:2019,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00879,MSV1-979572DD37015507,IS 8211:1976,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00880,MSV1-CBB1944587334E5E,IS 17784 (Part 2):2023,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00881,MSV1-8DF7224CDD7D13C9,IS 11500:2024,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00882,MSV1-D9AEDD8B5CBFE6EE,IS 13360 (Part 31/Sec 5/Sub-Sec 5):2026,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00883,MSV1-A0D20CE6B75C2B3C,IS 6574:1987,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00884,MSV1-5205729F18C18148,IS/IEC/TR 62351 (Part 90/Sec 3):2021,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00885,MSV1-B24F67219968D6A4,IS 13622:1993,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00886,MSV1-8421F19A48943528,IS 13864:2015,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00887,MSV1-44572F322BEEDF9B,IS 1950:1962,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00888,MSV1-CE62F115619A443B,IS/ISO 13936 (Part 3):2005,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00889,MSV1-21C211B3E7D8E020,IS 17503:2020,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00890,MSV1-7CAE814C9164B4CF,IS 7818:1975,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00891,MSV1-251708B061FD2C01,IS 9677:1980,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00892,MSV1-FABE00A0EC4DF3DC,IS 11182 (Part 5):1993,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00893,MSV1-7A7C3DBEF269B7C5,IS/ISO 8119 (Part 1):1989,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00894,MSV1-56CAE272B75B6C7C,IS 15367 (Part 2):2003,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00895,MSV1-70DB8D035FB934D3,IS 9822:1981,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00896,MSV1-340975A8EB7E5A85,IS 14169:2013,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00897,MSV1-1A080B02114D5C74,IS 4222:2018,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00898,MSV1-85B4BC89979BACEC,IS 8539 (Part 2):2025,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00899,MSV1-6A99FE460D7C8510,IS 6222:1971,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00900,MSV1-524FD90285AC107D,IS 6844:1984,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00901,MSV1-8C9D864A89D35792,IS 3438:2023,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00902,MSV1-D87154A98E0842C5,IS 11692:2025,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00903,MSV1-B3AA39A7FEE11B08,IS/ISO 22242:2005,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00904,MSV1-6A1E6BC856CD627B,IS 15921:2024,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00905,MSV1-B5C0CFF933167790,IS 14293:2024,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00906,MSV1-5D9F7453E9B722C2,IS 17772 (Part 1):2022,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00907,MSV1-01F8821A3D9711A0,IS 8449:1999,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00908,MSV1-FC041CADB6EB2D85,IS 11432:2002,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00909,MSV1-02FCBCCA03862E8E,IS 18696:2024,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00910,MSV1-1A32658D017D9FCE,IS 17827:2022,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00911,MSV1-C706468E165D3A57,IS/ISO 4309:2017,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00912,MSV1-387CA72AE246FC39,IS 8213:2026,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00913,MSV1-AFED938B4FAA6526,IS 11203:2024,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00914,MSV1-196CE897E2C0C8D9,IS 13573 (Part 1):2011,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00915,MSV1-C7F97B9B8A35E815,IS 10000 (Part 7):1980,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00916,MSV1-FBD670B68AA505F8,IS 15982:2013,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00917,MSV1-99E4327D54C42A7D,IS 9723:1981,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00918,MSV1-E34915C7B005D477,IS/ISO 11515:2022,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00919,MSV1-B6D2B0685E8C6A23,IS 8251:2024,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00920,MSV1-A1F028104681B088,IS 1448 (Part 193):2023,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00921,MSV1-D2436DEDF7E47FAF,IS 14696:2000,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00922,MSV1-561222127D0DC3CD,IS 11259:2025,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00923,MSV1-06979552EC91427B,IS 2647:1964,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00924,MSV1-19D1C2025609E18B,IS 12966 (Part 2):2024,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00925,MSV1-C2CF6B8891B60F2C,IS 19177:2025,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00926,MSV1-FA2E7E2EFBAABA7F,IS 13630 (Part 8):2019,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00927,MSV1-6200DEDC703759AB,IS 11346:2002,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00928,MSV1-9B938AAFD7124EC1,IS 13730 (Part 53):2018,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00929,MSV1-C1C74928B04837C6,IS 6783:1986,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00930,MSV1-3845E4127457E77E,IS 12698:1989,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00931,MSV1-5E071F7AE3358530,IS 15762:2007,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00932,MSV1-52A4FC6EAEBF8FE1,IS 13450 (Part 2/Sec 75):2026,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00933,MSV1-226562CFAEC88EF0,IS 2849:1983,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00934,MSV1-6B2598A421E00AEB,IS 12826 (Part 1):1989,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00935,MSV1-DD5684CAC743FAEF,IS/ISO 11843 (Part 1):1997,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00936,MSV1-33516A9B091F4002,IS 548 (Part 2):1976,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00937,MSV1-95062497874A5468,IS 16641:2018,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00938,MSV1-8F36BEAE61B10983,IS 15086 (Part 5):2020,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00939,MSV1-34D08C54E742132B,IS 16280:2021,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00940,MSV1-A2BD86F19FF59A07,IS 10037 (Part 1):1981,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00941,MSV1-3DECA3E4C184D9D9,IS 11060:2020,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00942,MSV1-0806383C008A60BA,IS 9008:1978,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00943,MSV1-EDF4EA5358AA94B5,IS 14700 (Part 4/Sec 35):2018,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00944,MSV1-33A0A63E29881CF1,IS 6426:2023,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00945,MSV1-BCD06C09F4C3E051,IS 4049 (Part 2):2024,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00946,MSV1-6553044D67495531,IS 8424:1977,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00947,MSV1-F4CF272A717E6540,IS/IEC 61730 (Part 2):2016,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00948,MSV1-9B515111D549AA5D,IS 16771:2018,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00949,MSV1-E99D8BEA4ED481F6,IS 10216:1988,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00950,MSV1-3A3BBADDCD4F6807,IS 10892:2024,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00951,MSV1-2CF005799F845598,IS 11513:2017,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00952,MSV1-C548601453889E8A,IS/IEC 60297 (Part 3/Sec 100):2008,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00953,MSV1-39BA94F2E386941B,IS 5807 (Part 5):1975,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00954,MSV1-54DE6C16787A085D,IS 3288 (Part 2):1986,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00955,MSV1-4C1FE0C1794F4373,IS 4312:1967,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00956,MSV1-94099BC498065932,IS 9683:1980,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00957,MSV1-37D4D0F753DAC3B4,IS/IEC 62341 (Part 6/Sec 4):2017,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00958,MSV1-6276484C5EA4F929,IS 13518:1992,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00959,MSV1-DB7C71DD2695111E,IS 12746 (Part 5/Sec 1):1993,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00960,MSV1-C8288014EDD6E539,IS 9810:1981,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00961,MSV1-B221ABA4A7B378E3,IS 12268 (Part 2):1988,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00962,MSV1-153FC234F190779D,IS 11751:2024,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00963,MSV1-3BD548F1FDA47CFC,IS/IEC 60793 (Part 1/Sec 47):2017,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00964,MSV1-7CAD438E04DF405E,IS 1180 (Part 1):2014,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00965,MSV1-4FD3343D0CAEE116,IS 5885:1977,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00966,MSV1-C00231B7FFD0DCE7,IS 254:2023,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00967,MSV1-CC44CE89F232497F,IS 16472:2016,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00968,MSV1-B18002430692031E,IS 7660:1988,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00969,MSV1-82FA1E00EEA6748F,IS 13742 (Part 9):1993,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00970,MSV1-02555EB972BB62E7,IS 11670:1993,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00971,MSV1-7C529ED4B8C61A5C,IS 3478:1966,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00972,MSV1-E3EAFF87B3154DBB,IS/IEC 61557 (Part 15):2014,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00973,MSV1-B534D5411AE5176C,IS 17953:2023,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00974,MSV1-A85411A278BF8F89,IS/ISO 105-F05:2001,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00975,MSV1-4900EE9F3B0C57FC,IS 11531:1985,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00976,MSV1-60A67311DF5A4C37,IS 19223:2025,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00977,MSV1-5A0A06019EE9C692,IS 1200 (Part 4):2026,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00978,MSV1-97643AE0E775E74B,IS 2411:1963,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00979,MSV1-6B93AF7840924104,IS 802.15.9:2021,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00980,MSV1-EB465C3F999A27E0,IS 4410 (Part 14/Sec 1):1977,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
