candidate_id,query_id,standard_id,label,difficulty,record_type,synthetic_flag,validation_status
CAND-B0395EB478990A22,SYN-Q-00467,MSV1-A4211751D726050E,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-B08385E7BB647CD5,SYN-Q-00468,MSV1-934ACE15992D7B8D,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-5A9BE2D252C096B0,SYN-Q-00468,MSV1-E75A96DDFC82846C,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-FD190AA1C3C904AB,SYN-Q-00469,MSV1-3EBE2B0E084D81FE,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-1A10822E0469FA34,SYN-Q-00469,MSV1-2BC367C0B8A9C7A2,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-22AA401E36B1923D,SYN-Q-00470,MSV1-DB8A88366380C445,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-91559088F520D4DB,SYN-Q-00470,MSV1-D45DEF8D2B0F3561,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-DF413A82B6AE240D,SYN-Q-00471,MSV1-1BD93AC81E82FAE2,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-0083EFF7B33943AD,SYN-Q-00471,MSV1-75141C799624131A,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-7F0FA910C3D970F5,SYN-Q-00472,MSV1-AA26E9F9D7BB6CD5,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-2B7DE0F8840F8C9D,SYN-Q-00472,MSV1-2EDA9CF1D2256ECB,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-FAC8AE1001F5ABE9,SYN-Q-00473,MSV1-4A4E8746806679A0,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-3E00D0DB9D9FE43B,SYN-Q-00473,MSV1-D596B37194BB08B3,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-F436E7E05960D265,SYN-Q-00474,MSV1-508B62016113129C,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-8C46C90CFAC88F98,SYN-Q-00474,MSV1-A7F147282902F37B,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-12AEAC59988777DD,SYN-Q-00475,MSV1-8C9813E7A5C1AE1A,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-92B8A917E1B641FC,SYN-Q-00475,MSV1-EE6DFC35036A69AA,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-E2CCB492CD6DB929,SYN-Q-00476,MSV1-F31F14DAF6CBB326,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-E59A62213C7D412E,SYN-Q-00476,MSV1-599C0839E65EE319,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-3BBCFEB2E6E9A0DE,SYN-Q-00477,MSV1-8FDFEA799E780BE1,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-E9098204FBC78D21,SYN-Q-00477,MSV1-08680ABB55CEBE3F,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-97CA3433C31E63E4,SYN-Q-00478,MSV1-64E1D9CEB369F837,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-30546F5990B2209B,SYN-Q-00478,MSV1-751AFBB57EB7EB02,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-040DE93B636DE220,SYN-Q-00479,MSV1-179E532586228B0C,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-E94267ECEF4E2AC4,SYN-Q-00479,MSV1-2852814DDF268A50,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-F104E856E4805776,SYN-Q-00480,MSV1-AE34F80E70FECD31,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-F8165F5915CB4DB0,SYN-Q-00480,MSV1-C23AB87AE32721B5,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-F8FD271ED63932E1,SYN-Q-00481,MSV1-17ABB9B0B21E98A5,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-A07D380087217A21,SYN-Q-00481,MSV1-656AEEF15F3E2AA8,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-CCA3672AA0127C03,SYN-Q-00482,MSV1-F18491321D6C221A,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-BA4542C8E0E74D12,SYN-Q-00482,MSV1-2A9FF80EEB85465E,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-D43BBED4D28E53D6,SYN-Q-00483,MSV1-FAD28C881AAFCA91,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-B2A4296A069C89E2,SYN-Q-00483,MSV1-C6797D78F08A1214,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-822F3A2CB0995D7E,SYN-Q-00484,MSV1-556458F4AA118330,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-03240A1E463FC947,SYN-Q-00484,MSV1-1DAA5898D80B42B5,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-C8621E35EAA171EC,SYN-Q-00485,MSV1-C4E49037250BCF4B,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-79C4F5A81D028195,SYN-Q-00485,MSV1-70B1D6A1BA575D5F,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-1C26C6A83653ED81,SYN-Q-00486,MSV1-BFC6649CA601C1E4,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-4288FF83864C186D,SYN-Q-00486,MSV1-E896AF588C655D82,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-AF3DE846DA3CF08E,SYN-Q-00487,MSV1-3D7D9CE445FC2612,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-594AE010459A37D4,SYN-Q-00487,MSV1-0BF92D41A995BEBF,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-466D83BB2559963D,SYN-Q-00488,MSV1-3B8B90EB541594E0,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-6850F76C5884391E,SYN-Q-00488,MSV1-5A46F522AFD731F5,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-0F2588B9DE22DE87,SYN-Q-00489,MSV1-21F5BD212BCE5F9D,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-528C68630A4DCF76,SYN-Q-00489,MSV1-0BE12FC65F2E2E56,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-0BE39ADD865DD234,SYN-Q-00490,MSV1-3CF351F62F261331,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-26DBE149D667AB0B,SYN-Q-00490,MSV1-2DE1A4B68D51071F,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-2B7B41867378F243,SYN-Q-00491,MSV1-B59FDF5BA3F7F4C4,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-2FB8F8221475398A,SYN-Q-00491,MSV1-E951C7B3F82E72E7,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-D00045013FE8DE44,SYN-Q-00492,MSV1-16FFE60D44FC0D83,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-BEA1C601791E6A36,SYN-Q-00492,MSV1-E6DA6B5875CFB6F9,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-9DDDF6A8F3A88FFE,SYN-Q-00493,MSV1-FFDF8809AE6087B2,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-62B3991FB5509091,SYN-Q-00493,MSV1-B529AEFC0DC27185,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-AF8D5ABEF6A2F97F,SYN-Q-00494,MSV1-8086C5F6D849CD21,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-3B779F4BC1194645,SYN-Q-00494,MSV1-CCEFCD7269450314,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-0BA94F530EB7ED08,SYN-Q-00495,MSV1-D240A95454B9718D,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-BEF10925EA61766F,SYN-Q-00495,MSV1-57669E182D6F85BC,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-4A6F652D08DC03D1,SYN-Q-00496,MSV1-E0F9033C7DBCB910,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-0EB956A49F3BB56F,SYN-Q-00496,MSV1-1CFA6D331C2452AA,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-25F6B8B177DC5D98,SYN-Q-00497,MSV1-FB1B8374D51B206D,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-28771B396E19CC1F,SYN-Q-00497,MSV1-3B86318E31A20440,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-54FB1626C85AF7C1,SYN-Q-00498,MSV1-BF184135DEBB0DFF,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-0579FCF16A24D349,SYN-Q-00498,MSV1-B2538332FD41FEB5,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-8CD57EBEE81C51DC,SYN-Q-00499,MSV1-7F9FD5C4A6AE260E,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-9337ADBBC3C10F42,SYN-Q-00499,MSV1-9FFF65765F5F460A,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-9D4CB3902C99D5C3,SYN-Q-00500,MSV1-E35A7E82E0D043C3,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-2C10B968411F16DB,SYN-Q-00500,MSV1-B3E96D57653AF81B,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-09703F66AC9E1F71,SYN-Q-00501,MSV1-4787362E60ACBB5C,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-856C0389ACC44BC3,SYN-Q-00501,MSV1-0508D17858807DC8,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-EE7E26F51D34A51A,SYN-Q-00502,MSV1-9D1E2F9893B98EBD,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-752F600645381AE8,SYN-Q-00502,MSV1-64B1019965259E09,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-973589AC9CFA33F2,SYN-Q-00503,MSV1-788AF9D6D9E9B387,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-06D598A92585C46A,SYN-Q-00503,MSV1-9F5F671B0D70368D,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-EA72D6581EEC7DDC,SYN-Q-00504,MSV1-D05033BCB4FB841F,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-4C66897AB5B72D3B,SYN-Q-00504,MSV1-5092A8BAB94356BE,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-E825F297A966D2F3,SYN-Q-00505,MSV1-B20068D6E9C9ACA0,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-DA1CD2055BFD314E,SYN-Q-00505,MSV1-F3ECE655CB9DD879,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-7CF4C2C743FB5C63,SYN-Q-00506,MSV1-289D3CEB93A421BD,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-4F8F68527301E148,SYN-Q-00506,MSV1-A7538547A6282F39,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-683999D9C286CBEF,SYN-Q-00507,MSV1-0B3C78E34129B338,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-FE873A92F7201B55,SYN-Q-00507,MSV1-FB9D7D4889562553,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-83471E211362CED4,SYN-Q-00508,MSV1-577470BC253129BE,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-645E5AD5A37C1617,SYN-Q-00508,MSV1-430E8F72C1B95EA4,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-2ACA6B1D8868A04A,SYN-Q-00509,MSV1-21BA06BF53536A41,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-4F4E1298F2E73C17,SYN-Q-00509,MSV1-4BBEDCF3D8A3AC89,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-350E8549D1E37D0C,SYN-Q-00510,MSV1-A1ED61259556BDC2,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-0C13D7064ADD92B5,SYN-Q-00510,MSV1-DC764A7B31A2899F,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-B3E8D8AA4DB410C3,SYN-Q-00511,MSV1-55F2EDD479CC6A13,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-FBDBAD463E310136,SYN-Q-00511,MSV1-CB79D8AE995BF18E,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-C59C37AA9820F7D7,SYN-Q-00512,MSV1-B55706BF7BD963AD,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-2686C0EB14F243D9,SYN-Q-00512,MSV1-2D0B29DC58C887E9,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-356214813B375046,SYN-Q-00513,MSV1-394D237C9EE6817B,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-A6E90A3A2C549AFC,SYN-Q-00513,MSV1-BF7F6814BFE652C9,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-52FE7ADAFED58049,SYN-Q-00514,MSV1-DD9AA12488B8DCB7,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-FC2009DACDB92C12,SYN-Q-00514,MSV1-7421BBD7E1E419CD,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-2C97359BA27C13DC,SYN-Q-00515,MSV1-9B3A5563F7D5A9F2,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-88B4EC8094CE5D25,SYN-Q-00515,MSV1-0B5A4115460D64A9,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-3FE7863BA41E8ACE,SYN-Q-00516,MSV1-3EEAB0FBD7F4D071,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-8A5148D92CFA67AD,SYN-Q-00516,MSV1-8FE26E90CB21D2E0,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-B18DA6F6069341BA,SYN-Q-00517,MSV1-E7BA2BA5DC5984B4,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-6C2468DED8883FE2,SYN-Q-00517,MSV1-F21D949E77DCF252,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-582FFE8206630DB4,SYN-Q-00518,MSV1-7978AF3762DFDD22,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-CC9F6D8DA08D22F9,SYN-Q-00518,MSV1-685F86C22B58F7E1,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-0FDA00B06E76625C,SYN-Q-00519,MSV1-C1430DB139E7250B,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-5173BFAC63B21179,SYN-Q-00519,MSV1-6B4FDA3D57490167,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-1B4A44323C9CB368,SYN-Q-00520,MSV1-12E4DA605B77D027,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-5A7E34F2E9E8E767,SYN-Q-00520,MSV1-A9C91170260BEA6A,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-058B52503D05B05C,SYN-Q-00521,MSV1-8EA80A49D7C2843F,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-4E941378FC80FECE,SYN-Q-00521,MSV1-7F70537CBEA34AE7,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-9108D49366C825FB,SYN-Q-00522,MSV1-51BB67DDCAD57DBE,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-32AE1CC335B6DF09,SYN-Q-00522,MSV1-984231D5645EA4DA,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-DAB6138E4C6AB5CA,SYN-Q-00523,MSV1-C9A159CA89D89657,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-EF8A81E287F2F558,SYN-Q-00523,MSV1-7662840EBB09E13C,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-E69EAB5727EFA5E2,SYN-Q-00524,MSV1-AC3F4720351E4F52,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-9300AA4B7E6AEA91,SYN-Q-00524,MSV1-60B4A5810ABCB3BC,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-1EE86DFD9EBA5891,SYN-Q-00525,MSV1-896DE49E1DD2DCD7,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-2494D033F435410F,SYN-Q-00525,MSV1-6487EB0A4CF2BD08,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-5CBB5213E97AEB14,SYN-Q-00526,MSV1-19C080400C20DD74,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-AF574EBF50F635EA,SYN-Q-00526,MSV1-A326BED1A7978C24,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-FF77A7520426A939,SYN-Q-00527,MSV1-2545C841E1377EFF,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-B29CFB1C620BB276,SYN-Q-00527,MSV1-AB768A12AF1EB8B9,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-678A94C0EFDA5F99,SYN-Q-00528,MSV1-F13073F9D44C3F08,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-099651D0D9146718,SYN-Q-00528,MSV1-BEB889FF3B2F83A6,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-5123BBAF0FDA138D,SYN-Q-00529,MSV1-E87E6E53B21DC3FC,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-7859D938C2439155,SYN-Q-00529,MSV1-B0B1532FA34630EA,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-D2415172E0330A18,SYN-Q-00530,MSV1-5059C0A832A1017F,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-7B7EBC1E749D48DB,SYN-Q-00530,MSV1-8C6262DE7C0D4B6C,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-3510A31F0B740B33,SYN-Q-00531,MSV1-9E6828E3CDE66B13,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-FAF8CE82CC64AE61,SYN-Q-00531,MSV1-D11ADCA9A58B9659,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-B47674417B9F40AE,SYN-Q-00532,MSV1-6A2F6A25A1A10FA8,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-9949AD5893479F37,SYN-Q-00532,MSV1-DE2F861809167C8B,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-DE948212DC1C9A5E,SYN-Q-00533,MSV1-14D2886115E41E15,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-C0A4D014AC322CC4,SYN-Q-00533,MSV1-456ED21EB520F9DD,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-E16190F7F4BC5D35,SYN-Q-00534,MSV1-AD4B51A121CEA966,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-999A0234EE58FEB3,SYN-Q-00534,MSV1-B6AC29D9934BB19D,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-CE02698FE1D92F93,SYN-Q-00535,MSV1-2089DBD0943B205B,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-797E0DDC3E664104,SYN-Q-00535,MSV1-D3B3A8788835E316,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-E8A5FC417045CA1A,SYN-Q-00536,MSV1-1B13F913B1B6D944,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-C65C335DE42E6C2E,SYN-Q-00536,MSV1-C511F041EBB0BF99,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-381CABE85B06622E,SYN-Q-00537,MSV1-FEA7CFE507255ED7,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-56CE3A966427DF73,SYN-Q-00537,MSV1-D2918CA11B61E508,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-E51960DD5A45EF5F,SYN-Q-00538,MSV1-C393B2D704B6D626,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-A08B75B94E06FBF2,SYN-Q-00538,MSV1-DABC65CF617C6A8C,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-9FC9FDD0710445B5,SYN-Q-00539,MSV1-7650EA4AF81D4153,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-DA15F3A50B79B89F,SYN-Q-00539,MSV1-9FB46B1F4B7B2354,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-66F139BE2CED9AD5,SYN-Q-00540,MSV1-69C3310823B66CDD,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-0814FB00FF9F1D66,SYN-Q-00540,MSV1-53B916D01B142728,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-7647B95D027E766D,SYN-Q-00541,MSV1-2BD3E073D5B1E68B,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-22F90DA0CFEFC212,SYN-Q-00541,MSV1-F8B9433EF30BD5AB,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-297F0EEEA2F6169E,SYN-Q-00542,MSV1-3569C3E3BFC37622,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-24B8EDA9848527B5,SYN-Q-00542,MSV1-455CE541710F417E,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-59685CEC42A8A03D,SYN-Q-00543,MSV1-CF08201B76026BBE,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
