pair_id,query,standard_id,label,record_type,synthetic_flag,validation_status
SPAIR-8B1D89EA53218ADE,Need applicable Indian Standard for Methods of test for cables: Part 19 bleeding and blooming test,MSV1-0C605C614668CC79,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-EDE82BD83362F47B,Need applicable Indian Standard for Specification for cables for motor vehicles (Second Revision),MSV1-561240977C8F23F7,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-26E1FF718AD81D76,"Need applicable Indian Standard for Dentistry - Powder Jet Handpieces and Powders (ISO 20608 : 2018, MOD)",MSV1-EAC48E9742BC2772,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-161FEA301D12BB5B,Need applicable Indian Standard for Dentistry - Laboratory Cutters Part 1 Steel Laboratory Cutters,MSV1-1AC97ED6D7E1E490,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-1188C16CD0F7DD55,Need applicable Indian Standard for Sweet potato flour - Specification,MSV1-DC157859162D561E,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-21635E56F7B84318,Need applicable Indian Standard for Nuclear Power Plants Instrumentation and Control Important to Safety - Hardware Requirements (First Revision),MSV1-5B226DFF5848414F,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-137CB0DDBB22F3F4,Need applicable Indian Standard for Fibre ropes for offshore station keeping Part 1: General specification,MSV1-EF4328E6ACA8AFC6,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-1AB9C54C42593A24,"Need applicable Indian Standard for Agricultural Produce Milling Machinery — Paddy Dehusker, Rubber Roll Type — Test Code ( Second Revision )",MSV1-E1AB4194C4F71BD9,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-EB314BC3D8EA0482,Need applicable Indian Standard for Connectors for frequencies below 3 MHz for use with printed boards - Part 13: Detail specification for two-part connectors of assessed quality for printed boards for basic grid of 2.54 mm(0.1 in) with free connectors for non-accessible insulation displacement terminations (ID),MSV1-02A6D4CDDA82F307,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-249946D79ED9158A,Need applicable Indian Standard for Requirements for good agricultural practices - IndiaGap: Part 5 coffee base,MSV1-A1ED4615484394AA,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-4ECE8E89DFDDB812,Need applicable Indian Standard for Method for determination of compression strength of iron ore pellets after reduction,MSV1-191A2240E81313FA,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-AF3825935F3CB02F,Need applicable Indian Standard for Mounting dimensions of machine tool doors with hinges,MSV1-F13BD7D7EFCF6E34,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-F32728208E79F4F6,Need applicable Indian Standard for Bonded Abrasive Products — Dimensions Part 7 Grinding Wheels for Manually Guided Grinding,MSV1-964B3FAD8DEF9100,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-F7E9C19AEEEB40D7,Need applicable Indian Standard for Measurement Procedures for Materials Used in Photovoltaic Modules Part 2 Polymeric Materials - Frontsheets and Backsheets,MSV1-1E8389FF7118C54B,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-C72DEDAFBB4FF2AC,Need applicable Indian Standard for Guide for fishing gear Part 13 Framed gillnet for inland water ( first revision ),MSV1-09ED813A95B86003,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-EDA617BF1C916139,Need applicable Indian Standard for Specification for `Ready-to-eat' Protein-rich Extruded Foods,MSV1-4A48AD4DAD23DE23,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-1D45A778E707915A,"Need applicable Indian Standard for Geometrical product specifications (GPS) - Inspection by measurement of workpieces and measuring equipment: Part 2 guidance for the estimation of uncertainty in GPS measurement, in calibration of measuring equipment and in product verification (First Revision)",MSV1-FECCEBDB15ED2D6B,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-E80ACDBDD8967F62,Need applicable Indian Standard for AUTOMOTIVE VEHICLES — TYPES — TERMINOLOGY ( First Revision ),MSV1-EA514122B76BF0B8,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-2CD4451CDF200B03,Need applicable Indian Standard for Orthopaedic Staple Extractor — Specification First Revision,MSV1-8C3E8CE5E0B3D01E,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-2AA8BB62E924CB75,Need applicable Indian Standard for Mild steel for metal arc welding electrodes - Specification (Third Revision),MSV1-0874054ED2A8A4C5,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-AA23E1FAFCC719EA,Need applicable Indian Standard for Specification for male stud coupling body for oil - Hydraulic couplings,MSV1-0108F632B1890A37,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-38932FF15DEB62DD,Need applicable Indian Standard for Centrifugally cast high alloy steel and nickel base tubing for pressure application at high temperature - Specification,MSV1-462B06F1275D44BE,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-0AEC26B26ECC34C6,Need applicable Indian Standard for Glossary of terms relating to river valley projects: Part 7 engineering geology (First Revision),MSV1-3116AA72D45445C5,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-BF93D9525C08951C,Need applicable Indian Standard for Jewellery and precious metals Determination of platinum in platinum alloys ICP-OES method using an internal standard element,MSV1-2D3FBB2700798C34,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-C20A9A989C1A7D19,"Need applicable Indian Standard for Countersinks 60°,90° and 120° with parallel shank -- Specification",MSV1-9272276DE9C9BC63,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-0A18F34C665F1C49,Need applicable Indian Standard for CODE OF ACCEPTANCE TESTS AND PURCHASE PERFORMANCE FOR WEB OFFSET MACHINES,MSV1-50A65F6AFAAE3E53,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-1604B9E79F5AAFA7,Need applicable Indian Standard for METHODS OF SAMPLING AND TEST FOR OILS AND FATS PART 3 ADVANCED INSTRUMENTAL METHODS SECTION 7 DETERMINATION OF PHOSPHORUS CONTENT BY GRAPHITE FURNACE ATOMIC ABSORPTION SPECTROMETRIC METHOD (Adoption of ISO 10540-2 : 2003),MSV1-B9B95930EE77B9BD,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-B1E8D97FE0C685D0,Need applicable Indian Standard for Guidelines for grading of hides and skins on the basis of mass and size,MSV1-6AA4BA3192B1070D,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-AA031089DBF8B679,Need applicable Indian Standard for Methods of sampling and test for paper and allied products: Part 3,MSV1-5172582DDEE770DF,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-1DA7C1A88428DD18,Need applicable Indian Standard for Specification for textile motors: Part 1 loom motors (First Revision),MSV1-549E6FC02CDF3E4B,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-4BC5ED9CE0E23DB7,Need applicable Indian Standard for Plain bearings Thin-walled half bearings with or without flange Part 2: Measurement of wall thickness and flange thickness Second Revision,MSV1-BEF1B23F32D5AC1D,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-A0DA661553BBD202,Need applicable Indian Standard for UHV AC TRANSMISSION SYSTEMS Part 101: Voltage regulation and insulation design,MSV1-CAC130FE202651DA,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-82DCC1547F643CDC,"Need applicable Indian Standard for Information Security, Cybersecurity and Privacy Protection - Information Security Controls ( First Revision )",MSV1-6223501A40D46758,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-3FA5FD9D7B072B74,Need applicable Indian Standard for Specification for roofing slate tiles,MSV1-E18AE6966FB5EA3B,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-B48C84BDA9C1262D,Need applicable Indian Standard for Mechanical vibration - Measurement and evaluation of machine vibration: Part 1 general guidelines,MSV1-4E4700F7308D3D03,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-D88BB48A0B4ED5CB,"Need applicable Indian Standard for Live working - Terminology for tools, devices and equipment (First Revision)",MSV1-80CBAC1030B73329,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-0772B8C426581EF5,Need applicable Indian Standard for Specification For Parallel Clamps,MSV1-E407A6794EAB3ABB,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-7ACFE8EAC94590A9,Need applicable Indian Standard for PLASTICS METHODS FOR MARINE EXPOSURE,MSV1-E6D1BAF7D7EB30A6,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-81007A46793EF0A9,Need applicable Indian Standard for Tobacco and Tobacco Products — Smoking Mixtures — Pipe Tobacco — Specification ( Third Revision ),MSV1-90BF5B0C25E0ED91,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-2BFAFB0365E1754F,Need applicable Indian Standard for Specification for iron nickel controlled expansion sealing alloys,MSV1-A2D65B286B11F0D8,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-DE10C8836E073CD4,Need applicable Indian Standard for Specification for electronic weighing systems: Part 1 terms and definitions,MSV1-14159FF802E8A23F,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-9133DA0505DD61E2,Need applicable Indian Standard for Specification for aluminium fasteners for buildin - g purposes,MSV1-360A1AAF90CFA39E,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-ED22A9A52C7754A3,Need applicable Indian Standard for Textiles - Method for determination of linear density of textile fibres (Gravimetric and vibroscope method) - Specification (second revision),MSV1-DDE84121B49040E4,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-0F757F8160D24114,Need applicable Indian Standard for Flame and induction hardening steels - Specification (Second Revision),MSV1-0A68BD0983E0952E,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-C77E8FB07F6A01A3,Need applicable Indian Standard for Compendium of Indian Standards on Soil Engineering: Part-2 Field Testing of Soils For Civil Engineering Purposes,MSV1-0E3205213868865E,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-26D8D99A89ADEE09,"Need applicable Indian Standard for Specification For Engineers Drawing Instruments, Screw Drivers",MSV1-6120BEDA934A1B31,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-B82012A8F3CE02DC,Need applicable Indian Standard for TEXTILES - ACCESSORIES FOR USE IN SHUTTLES FOR JUTE LOOMS - SPECIFICATION (First Revision),MSV1-C6297584A32E351A,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-4F00D6EC43210391,Need applicable Indian Standard for Specification for deflection coil units used with TV picture tubes: Part 1 general requirements and tests,MSV1-176C31F25B399F20,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-45E9884D54E5F491,"Need applicable Indian Standard for Insulation coordination for equipment within low - Voltage systems: Part 2 application guide: Sec 1 explanation of the application of the IEC 60664 series, dimensioning examples and dielectric testing (First Revision)",MSV1-5D7138DD99C63864,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-265CB9C4A9F04C4B,Need applicable Indian Standard for Specification for round washers with square hole for wood fastenings,MSV1-9B5B8D1379AF3E6D,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-72BFF01DC1AEE6B8,Need applicable Indian Standard for Textiles - Cotton Fibres - Determination of breaking tenacity of flat bundles ( first revision ),MSV1-8466950AB77650EA,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-DF37F59FC8CE1382,"Need applicable Indian Standard for SPACE SYSTEMS - SPACE LAUNCH COMPLEXES, INTEGRATION SITES AND OTHER FACILITIES - GENERAL TESTING GUIDELINES",MSV1-4E92E22FF6EFE753,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-BFC50738542B4860,Need applicable Indian Standard for Milk and milk products - Determination of nitrate and nitrite contents: Part 3 method using cadmium reduction and flow injection analysis with in - Line dialysis (Routine Method) (Second Revision),MSV1-FE0B022A6880AC6F,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-2B2F69FD1F7F71ED,Need applicable Indian Standard for Tractors for Agriculture and Forestry - Roll-Over Protective Structures on Narrow Tractors - Part 2: Rear-Mounted ROPS ( First Revision ),MSV1-2AC2B09408E511B7,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-56D3755D964762EF,Need applicable Indian Standard for Recommendations for Modular Co-ordination in Building Industry: Location of Structural Walls and Floor Slabs,MSV1-241A16D85DB7389D,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-4A3D3184B9D2373A,Need applicable Indian Standard for Methods of chemical testing of leather (First Revision),MSV1-EE6690BC211A9B4F,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-70A702C8997B7B6C,Need applicable Indian Standard for Information and Documentation Research Activity Identifier RAiD,MSV1-AF10349732115BFE,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-6D5205BC0062FD47,Need applicable Indian Standard for Specification for square slider for oscillating rock shaft for sewing machines for household purposes,MSV1-3326EAD06384868D,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-A5D8688D02DC164A,Need applicable Indian Standard for Method of Sealability Test for Gasket Materials,MSV1-F5FDB0FCA7190783,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-DE3BDC9D315471C6,"Need applicable Indian Standard for Automotive vehicles - Hand - Holds for three, four and more than four wheeled motor vehicles - Specification",MSV1-97DCB1FFEAD2A556,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-CCB2D00E8D95B2EC,Need applicable Indian Standard for Agricultural Tractors - Braking Performance - Method of Test (Second Revision),MSV1-B3DEB7266369AF7E,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-656531D769FDFCFF,Need applicable Indian Standard for Cardiovascular Implants Cardiac Valve Prostheses Part 2 Surgically Implanted Heart Valve Substitute First Revision,MSV1-4F53B322D8A8852E,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-05CB5BCD84D3945F,Need applicable Indian Standard for BASIC REQUIREMENTS FOR CATHODE RAY TUBES first Revision,MSV1-AA2C4B5851C2A514,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-618E589EE0AF989D,"Need applicable Indian Standard for Eye Surgery Instruments -Knife, Corneal Splitting, Lang's And Tooke's Pattern (Modified) Specification (Second Revision)",MSV1-171CBA96439F45ED,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-7A0B4118E5F61D3A,Need applicable Indian Standard for Guide for addressing environmental issues in product standards,MSV1-A1429AE702FC2CE5,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-86596C68172C86C2,Need applicable Indian Standard for Inland vessels - Dredgers - Floaters - Specification,MSV1-8C0B86770BA6CE3E,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-3A2FEFE7676E7DB2,Need applicable Indian Standard for Basic and Safety Principles for Man-Machine Interface Marking and Identification - Identification of Equipment Terminals Conductor Terminations and Conductors (First Revision),MSV1-3E23492DC97AEF3D,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-A85835629DF111A7,Need applicable Indian Standard for High-voltage switchgear and controlgear : Part 105 Alternating current switch-fuse combinations for rated voltages above 1 kV up to and including 52 kV,MSV1-0888F6F6623040E3,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-833B8AC00E617722,Need applicable Indian Standard for Glossary of terms relating to copper and copper alloys: Part 1 materials (Third Revision),MSV1-F6FFA5E116EDC31F,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-37818F03744486DD,Need applicable Indian Standard for Method for sampling green coffee in bags,MSV1-0262F627285AABB3,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-37E039F36DB0E69F,Need applicable Indian Standard for Geological exploration by geophysical method (Electrical Resistivity) - Code of practice,MSV1-AF92CB1650B20032,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-3A40195BB62E153B,Need applicable Indian Standard for Graphic technology -- Process control for the production of half-tone colour separations proof and production prints -- Part 8: Validation print processes working directly from digital data,MSV1-5AA62901111AC792,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-426D18FED480A92E,Need applicable Indian Standard for SILICA GEL CHROMATOGRAPHIC GRADE SPECIFICATION,MSV1-4CC50C9C5F87CBB8,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-59AE3FF3CA63E3B3,Need applicable Indian Standard for Learning services for non - Formal education and training - Basic requirements for service providers,MSV1-FA399D301092E508,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-99F70523FBB75BB5,Need applicable Indian Standard for Information Technology - Biometric Application Programming Interface Part 1 BioAPI Specification,MSV1-5C66D15BBE9041F8,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-91C608A08EA80DF6,Need applicable Indian Standard for Textiles - Tests for Colour Fastness Part E04 Colour Fastness to Perspiration,MSV1-5B6D087791FF587A,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-E9E7AE61116CA81B,Need applicable Indian Standard for Protective equipment for martial arts: Part 3: Additional requirements and test methods for trunk protectors,MSV1-5E30B097063CCF41,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-EAFBF1C20B770FC9,Need applicable Indian Standard for Reliability testing - Compliance test plans for success ratio Superseding IS 8161 Part 5: 2011,MSV1-1DE88AF49DD6387A,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-B52D180E029A1C4F,Need applicable Indian Standard for Vase for store tent - Specification,MSV1-CD8B903FF9076B2F,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-01C898C54562FEC7,Need applicable Indian Standard for Specification for bobbin carrier for jute spinning frame,MSV1-08F3C82ECD684A9D,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-0D897A60F7527059,Need applicable Indian Standard for o-Tertiary Butyl Phenol Specification,MSV1-DFBA4B448CDA6A68,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-23EDBE70D2A0A776,Need applicable Indian Standard for General check list of functions of joints in building (ISO Title : Joints In Building - General Check - List Of Joint Functions),MSV1-631029FFF2775689,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-D0FAF66639B0477B,"Need applicable Indian Standard for Ergonomics - Visual danger signals - General requirements, design and testing",MSV1-1D302D4805686DCE,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-A48EFCED66B8FE24,Need applicable Indian Standard for Cricket Bats - Specification Part 1 for Leather Ball use,MSV1-B5DAA6468D344B46,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-12452D6B66193523,Need applicable Indian Standard for Direct Acting Indicating Analogue Electrical Measuring Instruments and their Accessories Part 6 Special Requirements for Ohmmeters ( Impedance meters ) and Conductance Meters (Fourth Revision),MSV1-EFA372B320F1FE5D,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-A2576939FE1034B5,Need applicable Indian Standard for Construction project management: project formulation and appraisal - Guidelines,MSV1-DC164691DBA0FD10,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-1DB1394A1DBCF3FC,"Need applicable Indian Standard for Construction drawings -- Spaces for drawing and for text, and title blocks on drawing sheets",MSV1-B1CBBA987CBC5D5E,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-AD9682037237A30E,Need applicable Indian Standard for Methods of test for natural rubber latex: Part 1 determination of dry rubber content [nrl : 1] (Second Revision),MSV1-1895958C3FB9A137,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-C18D575E8631C82E,Need applicable Indian Standard for Pictorial marking on packages containing photographic materials sensitive to radiant energy,MSV1-E4E6E2E186550131,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-E488717FC27804CF,Need applicable Indian Standard for Specification for silicon brass ingots and castings,MSV1-3DCCDE062B578CDA,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-5CFA1B579A7226BA,Need applicable Indian Standard for Jig back movement monocable ropeways with fixed grips - Code of practice,MSV1-214D634C89587446,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-3691663C99FE3EAB,Need applicable Indian Standard for Metallic and non - Metallic coating - Measurement of thickness - Beta backscatter method (First Revision),MSV1-C1E7FF46D25E775D,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-680FCCD307F3E3DD,Need applicable Indian Standard for PLASTICS METHODS OF TESTING PART 3 PHYSICAL AND DIMENSIONAL PROPERTIES Section 9 Determination of Moisture First Revision,MSV1-3E917D100EE4DBB5,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-971B5E0D9AAF57FF,Need applicable Indian Standard for Methyl iso - Butyl ketone - Specification (First Revision),MSV1-14020686593EFB71,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-9F1934C668B45170,Need applicable Indian Standard for Specification for cast iron saddle pieces for service connection from asbestos cement pressure pipes,MSV1-05C8507F9678FCB7,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-452E49B1350323EF,Need applicable Indian Standard for Petroleum and Liquid Petroleum Products — Calibration of Vertical Cylindrical Tanks Part 5 External Electro-Optical Distance-Ranging Method,MSV1-A47FE0E98567EEB4,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-5F6DB2DF29DDB6B2,Need applicable Indian Standard for Specification for delivery pressing roller boss for jute drawing frame,MSV1-27AFBDF47723D928,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-D16462D367EDC615,Need applicable Indian Standard for Hollow steel sections for structural use - Specification (Third Revision),MSV1-B9D99690A6BA3293,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-04E3A0D8A4360AE3,"Need applicable Indian Standard for Speciffcation for radio frequency connectors of BNC, TNC and UHF series: Part 2 BNC series: Sec 3 plug, right angle, cabled type 11075 IS - 03 - 01 to 02 and 50 to 51",MSV1-BE821D7EDD06A4C7,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-F090A88BC005B08E,Need applicable Indian Standard for Electric welding accessories - Specification (First Revision),MSV1-190795A472F24043,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-529074C5A97E7BC3,Need applicable Indian Standard for Technical product documentation -- Simplified representation of pipelines: Part 1 General rules and orthogonal representation (Second Revision),MSV1-602551A6414A656D,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-CED146D7C9F6D70B,Need applicable Indian Standard for Procedure for basic climatic and durability tests for optical instruments: Part 5 damp heat (Cyclic) test,MSV1-F28AC23F7D6AF740,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-2CB01F221F45BA93,Need applicable Indian Standard for Test code for machine tools: Part 1 geometric accuracy of machines operating under No - Load or quasi - Static conditions (Third Revision),MSV1-FC3F8DF18246AB3C,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-19160301B447C9FF,Need applicable Indian Standard for Fibre optic connector interfaces Part 13: Type FC-PC connector First Revision,MSV1-D15DB33D1A3EAA7D,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-C49B973024402B0B,Need applicable Indian Standard for Glass in Building - Forced-Entry Security Glazing Part 1 Test and Classification by Repetitive Ball Drop (First Revision),MSV1-4FE44A045963DD3B,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-ADB8BB8E2637E54A,"Need applicable Indian Standard for Safety of machinery - Pressure - Sensitive protective devices: Part 3 general principles for design and testing of pressure - Sensitive bumpers, plates, wires and similar devices",MSV1-32B046AEA963F63C,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-AE4E104309279532,"Need applicable Indian Standard for Specification for fastener, file, flexible - Prong type",MSV1-19FAC9EABFAA4EBB,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-C2C56CD01B6E6D66,Need applicable Indian Standard for Assessment of surface roughness,MSV1-CE294122B1786071,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-5578720337DBFAB4,Need applicable Indian Standard for Photovoltaic Devices - Photovoltaic (PV) Array - On-Site Measurement of Current-Voltage Characteristics (First Revision),MSV1-C6241A7C7664DCBB,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-E5F3A6F910DA819C,Need applicable Indian Standard for Managing Risk for Youth and School Trips,MSV1-2123CAA6D3D83CAE,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-4DC1C809FC98AF3F,Need applicable Indian Standard for Specification for oil cans: Part 4 detachable spout oil cans,MSV1-0D6608068BE4458F,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-5798944AFEFE2465,Need applicable Indian Standard for Pneumatic fluid power - Five port directional control valves: Part 3 code system for communication of valve functions,MSV1-10199B98CF90BF25,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-0CF2D5788F7E236A,Need applicable Indian Standard for Acceptance Sampling Procedures by attributes — Accept Zero Sampling System Based on Credit Principle for Controlling Outgoing Quality,MSV1-6C3EA06F6D6A1F8F,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-93514BD16B4B7BC9,Need applicable Indian Standard for ENT Diagnostic Instruments - Tuning Forks (Gardiner Brown's Pattern),MSV1-1F2B0E6B26B43150,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-74E38D1AF72B9F78,"Need applicable Indian Standard for General technical rules for measurement, calculation and verification of energy savings of projects",MSV1-416CC160DEB0601D,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-50533212C0D7D845,Need applicable Indian Standard for Specification for equipment for subsurface sounding of soils,MSV1-8E89EF31AEEE42C7,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-DC070E4E0B7B9FED,Need applicable Indian Standard for Robots and robotic devices -- Safety requirements for industrial robots: Part 2 Robot systems and integration (first revision),MSV1-6C2AA46C9A38B631,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-8E26D16591EDF10F,Need applicable Indian Standard for Surface active agents - Determination of wetting power by immersion: Part 5 wetting power (First Revision),MSV1-5D0E4F6C07AE911E,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-A21BD2A28475F56B,Need applicable Indian Standard for Environmental Testing Part 2 Tests Section 38 Test Z/AD : Composite temperature/humidity cyclic test,MSV1-EDED0905DBE62492,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-2A64E4EC28E3FE5A,Need applicable Indian Standard for Arc welding equipment Part 14: Calibration validation and consistency testing,MSV1-48E2C994198D14C4,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-A661FBA3FEDA790A,Need applicable Indian Standard for Straight mineral high demulsibility oils - Specification (second revision),MSV1-A68BDF40275DAF11,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-C763CF759D14D06B,Need applicable Indian Standard for Implants for Surgery - Metallic Materials Part 5 Wrought Cobalt-Chromium-Tungsten Nickel (First Revision),MSV1-2A01471AFE6973E1,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-77CA83616F084421,"Need applicable Indian Standard for Specification for radio frequency connectors of BNC, TNC and UHF series - Part 2: BNC series - Sec 1: straight plug, male, cabled, type xxxx IS - 01 - 01 to 04 and 50 to 53",MSV1-1FE1259C59D2E867,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-F36814CA64F9F090,Need applicable Indian Standard for Specification for indicating bolts for use in public baths and lavatories (First Revision),MSV1-0B558ADCB5F33258,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-55434C3C0ABEDF91,Need applicable Indian Standard for Systems and software engineering Life cycle processes Risk management,MSV1-2C8619251B2D885F,POSITIVE,SYNTHETIC,True,SYNTHETIC
