document_id,standard_id,standard_number,validation_status,record_type,synthetic_flag
DOC-E8BEB68E2E8EA72E,MSV1-E8BEB68E2E8EA72E,IS/ISO/IEC TR 29163 (Part 2):2009,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-FA399D301092E508,MSV1-FA399D301092E508,IS/ISO 29990:2010,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-3486EB0DD49F1A20,MSV1-3486EB0DD49F1A20,IS 15646:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-6EEDA1EBC2A5992E,MSV1-6EEDA1EBC2A5992E,IS 16205 (Part 24):2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-5077C1846E4D8043,MSV1-5077C1846E4D8043,IS 14234 (Part 2):2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-58B5DBC2D7158456,MSV1-58B5DBC2D7158456,IS 16560:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-D2CD1BA7720F6F48,MSV1-D2CD1BA7720F6F48,IS/ISO 20022 (Part 3):2013,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-FDAA5EDF2FFD78E0,MSV1-FDAA5EDF2FFD78E0,IS 104:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-EBFDBE86D686A666,MSV1-EBFDBE86D686A666,IS 11652:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-4FAAFA5F2ABDA6B5,MSV1-4FAAFA5F2ABDA6B5,IS 13234 (Part 0):2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-91A78043DC0E1251,MSV1-91A78043DC0E1251,IS 13498:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-00F7795924711DA1,MSV1-00F7795924711DA1,IS 14168:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-0E9F042F22EA91E1,MSV1-0E9F042F22EA91E1,IS 1829 (Part 1):2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-66134BF74F2FFECE,MSV1-66134BF74F2FFECE,IS 1829 (Part 2):2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-3160FA986E27AABC,MSV1-3160FA986E27AABC,IS 2724:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-A091DDC7BD576311,MSV1-A091DDC7BD576311,IS 7903:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-605D6DF2EAA96896,MSV1-605D6DF2EAA96896,IS/ISO 20022 (Part 1):2013,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-48753CE9BF6C0AB9,MSV1-48753CE9BF6C0AB9,IS 16627:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-D2D64D890ADEC9F6,MSV1-D2D64D890ADEC9F6,IS 16703:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-AD1AA2F56E501FC1,MSV1-AD1AA2F56E501FC1,IS 16709:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-C3D5A821910D899F,MSV1-C3D5A821910D899F,IS 11522 (Part 5):2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-7EB430497906F949,MSV1-7EB430497906F949,IS 16435:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-A9EC212674BB772C,MSV1-A9EC212674BB772C,IS 16633:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-EA11C3EED58579FF,MSV1-EA11C3EED58579FF,IS 16668:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-1B945CFD26C6DC47,MSV1-1B945CFD26C6DC47,IS 16669:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-224EC3A4A25C2700,MSV1-224EC3A4A25C2700,IS 16670:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-4CA928E6A2FA7850,MSV1-4CA928E6A2FA7850,IS 16688:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-A89A7279D8A5EDC2,MSV1-A89A7279D8A5EDC2,IS 16107 (Part 2/Sec 2):2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-DA87E2129338FCE5,MSV1-DA87E2129338FCE5,IS/IEC 60044 (Part 8):2002,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-F2426643FDB8BFFF,MSV1-F2426643FDB8BFFF,IS 16647:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-CD4BC17591D98DF2,MSV1-CD4BC17591D98DF2,IS 11179 (Part 1):2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-08F4231E41704879,MSV1-08F4231E41704879,IS 15296:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-98E1FBB73A5CF993,MSV1-98E1FBB73A5CF993,IS 2691:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-BE803FF774C0D8C7,MSV1-BE803FF774C0D8C7,IS 4333 (Part 2):2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-5CECC5C30966694A,MSV1-5CECC5C30966694A,IS 5165:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-E0D63F90DD423098,MSV1-E0D63F90DD423098,IS 7285 (Part 2):2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-C9786376EDEFD1D8,MSV1-C9786376EDEFD1D8,IS 8737:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-EC42EB5FD3427BD0,MSV1-EC42EB5FD3427BD0,IS 4333 (Part 4):2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-BED200D1FA081D29,MSV1-BED200D1FA081D29,IS 16534:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-63FCDE6989F947B6,MSV1-63FCDE6989F947B6,IS 16648 (Part 3):2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-812D924781C958A7,MSV1-812D924781C958A7,IS/ISO/TR 18532:2009,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-F363238F4EC6DE76,MSV1-F363238F4EC6DE76,IS/ISO/IEC 80079 (Part 20/Sec 2):2016,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-F1463D5D8AC3E1E4,MSV1-F1463D5D8AC3E1E4,IS/ISO/TR 37137:2014,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-649581CF11C1A202,MSV1-649581CF11C1A202,IS 10633:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-D59878203B10D54A,MSV1-D59878203B10D54A,IS 109:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-6BB2B23BF1DBD006,MSV1-6BB2B23BF1DBD006,IS 13943:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-142D546E83E27E03,MSV1-142D546E83E27E03,IS 142:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-895BF49EF1735E1E,MSV1-895BF49EF1735E1E,IS 14703:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-2C8C3A34FE0E2A14,MSV1-2C8C3A34FE0E2A14,IS 151:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-47DC68420DA180B4,MSV1-47DC68420DA180B4,IS 15171:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-1F34249A7DDE3397,MSV1-1F34249A7DDE3397,IS 3470:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-2FF2CEADDEF13CBC,MSV1-2FF2CEADDEF13CBC,IS 3537:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-B9D99690A6BA3293,MSV1-B9D99690A6BA3293,IS 4923:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-3F1CADF79DC535B7,MSV1-3F1CADF79DC535B7,IS 5430:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-01AAB506CCA6FAC6,MSV1-01AAB506CCA6FAC6,IS/IEC 60079 (Part 2):2014,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-F74C90371966D27E,MSV1-F74C90371966D27E,IS 1448 (Part 160):2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-1FC9C315E2E14A8E,MSV1-1FC9C315E2E14A8E,IS 10322 (Part 5/Sec 9):2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-030A474F03CF2D97,MSV1-030A474F03CF2D97,IS 13234 (Part 4):2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-424601EB27B978D7,MSV1-424601EB27B978D7,IS 16205 (Part 21):2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-B1F5E4BB3FC0A5E6,MSV1-B1F5E4BB3FC0A5E6,IS 16205 (Part 22):2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-0270826B24DA0A93,MSV1-0270826B24DA0A93,IS 16205 (Part 23):2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-132F1122CB9DEFD9,MSV1-132F1122CB9DEFD9,IS 16508:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-572E5AD869653CCE,MSV1-572E5AD869653CCE,IS/ISO 10993 (Part 17):2002,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-5A9E2A07DC394F9A,MSV1-5A9E2A07DC394F9A,IS 16206:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-1D302D4805686DCE,MSV1-1D302D4805686DCE,IS 16570:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-E811CFAAA4FD45BC,MSV1-E811CFAAA4FD45BC,IS 16635:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-B0673E58F41ABEDA,MSV1-B0673E58F41ABEDA,IS 11726:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-45AD134C246D6EA1,MSV1-45AD134C246D6EA1,IS 13363:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-FC55C96E741EF252,MSV1-FC55C96E741EF252,IS 13665:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-C73E9230F926CAB3,MSV1-C73E9230F926CAB3,IS 1448 (Part 31):2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-F71B6468A40585F2,MSV1-F71B6468A40585F2,IS 15622:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-020FC31D65C18770,MSV1-020FC31D65C18770,IS 3554:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-F3D71962B3CB87EA,MSV1-F3D71962B3CB87EA,IS 7021:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-D8C129E99FC66CD5,MSV1-D8C129E99FC66CD5,IS 8593 (Part 2):2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-060BDB721A418465,MSV1-060BDB721A418465,IS 9500:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-EE1704FE320C85C4,MSV1-EE1704FE320C85C4,IS/ISO 13485:2016,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-ABCCC9F2AEAC8D88,MSV1-ABCCC9F2AEAC8D88,IS 9873 (Part 5):2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-70F7EAC921F1D7DC,MSV1-70F7EAC921F1D7DC,IS 9873 (Part 7):2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-EC57E14B07D11A9A,MSV1-EC57E14B07D11A9A,IS 326 (Part 9/Sec 1):2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-869ACC9225453019,MSV1-869ACC9225453019,IS 326 (Part 9/Sec 2):2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-D1EDE68D0844FCE0,MSV1-D1EDE68D0844FCE0,IS 326 (Part 11/Sec 1):2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-A39EAE42F4A2FD50,MSV1-A39EAE42F4A2FD50,IS 326 (Part 11/Sec 2):2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-48BB9F5CFFA51AF7,MSV1-48BB9F5CFFA51AF7,IS 326 (Part 23):2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-0167F3BE34EF4CB8,MSV1-0167F3BE34EF4CB8,IS 326 (Part 24):2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-88CD9AB07F856601,MSV1-88CD9AB07F856601,IS 326 (Part 25):2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-D30A1832C05274F6,MSV1-D30A1832C05274F6,IS/ISO 10532:1995,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-05D11EDD4B7045EC,MSV1-05D11EDD4B7045EC,IS 13961 (Part 2):2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-163E41AE9FB42D0E,MSV1-163E41AE9FB42D0E,IS/ISO 21940 (Part 14):2012,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-79DAB6C771F4D2BE,MSV1-79DAB6C771F4D2BE,IS/ISO 21940 (Part 23):2012,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-F0500762856E477F,MSV1-F0500762856E477F,IS/IEC/TR 61850 (Part 1):2013,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-577587127313E5A4,MSV1-577587127313E5A4,IS/IEC 61968 (Part 9):2013,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-B182B44952A8EE30,MSV1-B182B44952A8EE30,IS 16305:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-94F7F67B38C9444F,MSV1-94F7F67B38C9444F,IS 16483:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-97E00FA846767A89,MSV1-97E00FA846767A89,IS 16583:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-948E58655E703D97,MSV1-948E58655E703D97,IS 16621:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-31AC92A75E5DDD46,MSV1-31AC92A75E5DDD46,IS 16648 (Part 1):2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-D708FA560428F335,MSV1-D708FA560428F335,IS 13234 (Part 2):2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-DB69646D32E70E45,MSV1-DB69646D32E70E45,IS 16153:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-72545B7BAFB36EFE,MSV1-72545B7BAFB36EFE,IS/ISO 18431 (Part 1):2005,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-6A9F4B790FA68191,MSV1-6A9F4B790FA68191,IS/IEC 60884 (Part 2/Sec 5):1995,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-03D869DFD9401951,MSV1-03D869DFD9401951,IS 16323:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-3E728BE1C311F831,MSV1-3E728BE1C311F831,IS 11303:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-ABE7BEAA50FABF7E,MSV1-ABE7BEAA50FABF7E,IS 11855:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-39568E681DA4207C,MSV1-39568E681DA4207C,IS 13497:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-C750BC93E1C0959A,MSV1-C750BC93E1C0959A,IS 14818:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-3035C254625B3C3B,MSV1-3035C254625B3C3B,IS 15545 (Part 5):2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-C8666F4A7E8721D5,MSV1-C8666F4A7E8721D5,IS 302 (Part 2/Sec 80):2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-95B3634000F6C265,MSV1-95B3634000F6C265,IS 3724:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-E934DCE1D0F2F102,MSV1-E934DCE1D0F2F102,IS 4001:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-24573206AD6BBCDC,MSV1-24573206AD6BBCDC,IS 8433:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-70D7756DC5992CD3,MSV1-70D7756DC5992CD3,IS 16651:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-5FB3D94113380606,MSV1-5FB3D94113380606,IS/ISO 8573 (Part 5):2001,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-F0712F255CA22238,MSV1-F0712F255CA22238,IS 15317:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-6EA7383F2C20E2B4,MSV1-6EA7383F2C20E2B4,IS/ISO 16269 (Part 6):2014,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-0B1986D981F41553,MSV1-0B1986D981F41553,IS 16499 (Part 1):2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-C0BB464F0647F303,MSV1-C0BB464F0647F303,IS 16629:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-DD923D9519598E49,MSV1-DD923D9519598E49,IS 16328:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-5E249461B0018AE3,MSV1-5E249461B0018AE3,IS 16511:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-84F3679571F04551,MSV1-84F3679571F04551,IS 16554:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-DF562D6CC8B33053,MSV1-DF562D6CC8B33053,IS 16648 (Part 2):2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-286E60B842F8A4BE,MSV1-286E60B842F8A4BE,IS/IEC 61850 (Part 3):2013,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-CE34C671B1A5C2A1,MSV1-CE34C671B1A5C2A1,IS/ISO 105-X08:1994,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-4D1877EE37D5771A,MSV1-4D1877EE37D5771A,IS 6078:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-EE9377B79BE53B6E,MSV1-EE9377B79BE53B6E,IS 10322 (Part 5/Sec 7):2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-EB1991183D495883,MSV1-EB1991183D495883,IS 10352:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-1F28E4AE544B107E,MSV1-1F28E4AE544B107E,IS 12516 (Part 1):2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-FB3CDEB9738F5DAD,MSV1-FB3CDEB9738F5DAD,IS 15382 (Part 4):2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-F7B0AA70CD6EDD9A,MSV1-F7B0AA70CD6EDD9A,IS 15490:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-4BF1364DFAC2A0D3,MSV1-4BF1364DFAC2A0D3,IS 1797:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-42A04F14258CF1B9,MSV1-42A04F14258CF1B9,IS 3660 (Part 4):2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-B8F8FB4CF7DE0807,MSV1-B8F8FB4CF7DE0807,IS 5228:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-09D6CAD2DB711A6E,MSV1-09D6CAD2DB711A6E,IS 5229:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-4E92DB73876A3A87,MSV1-4E92DB73876A3A87,IS 5230:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-194E91E3260DD5DB,MSV1-194E91E3260DD5DB,IS 616:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-16D75109205C1CFB,MSV1-16D75109205C1CFB,IS 9316 (Part 6):2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-A769DEF6BEB411E5,MSV1-A769DEF6BEB411E5,IS/ISO 8573 (Part 1):2010,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-5D7DC78EE2036E4A,MSV1-5D7DC78EE2036E4A,IS/ISO 7134:2013,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-DCC325840C9B6E8B,MSV1-DCC325840C9B6E8B,IS/ISO 10262:1998,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-A1ED4615484394AA,MSV1-A1ED4615484394AA,IS 15930 (Part 5):2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-E36F420D8C101708,MSV1-E36F420D8C101708,IS 15930 (Part 8):2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-E59D08F89707AE7E,MSV1-E59D08F89707AE7E,IS 16357:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-857BC46095CA38FA,MSV1-857BC46095CA38FA,IS 16358:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-FAA234107AEBC55B,MSV1-FAA234107AEBC55B,IS 16359:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-18E55992DD6C7BAB,MSV1-18E55992DD6C7BAB,IS 16360:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-300FC5B2A85A8A87,MSV1-300FC5B2A85A8A87,IS 16426:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-646DB9CC5BD01D30,MSV1-646DB9CC5BD01D30,IS 16521:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-12C52685901A3343,MSV1-12C52685901A3343,IS 16604:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-214D634C89587446,MSV1-214D634C89587446,IS 16620:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-F3956E02AC726739,MSV1-F3956E02AC726739,IS 16623:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-8CE5284A361525A3,MSV1-8CE5284A361525A3,IS 16243:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-2995C7B81BE540A6,MSV1-2995C7B81BE540A6,IS 16525:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-404EA9F850872249,MSV1-404EA9F850872249,IS 16526:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-0F0C4E41CC5D81C1,MSV1-0F0C4E41CC5D81C1,IS 16532:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-79E0F9F8E8E578E2,MSV1-79E0F9F8E8E578E2,IS 16540:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-6315134319524614,MSV1-6315134319524614,IS 16367:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-E036508A940C9749,MSV1-E036508A940C9749,IS 16494:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-F66CE23067DCAEC4,MSV1-F66CE23067DCAEC4,IS 10708:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-11AE9358376FA1FD,MSV1-11AE9358376FA1FD,IS 1079:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-2CF005799F845598,MSV1-2CF005799F845598,IS 11513:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-85DD13FB9141B0F4,MSV1-85DD13FB9141B0F4,IS 11765:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-44B8DB482CA2E371,MSV1-44B8DB482CA2E371,IS 1448 (Part 84):2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-ADBCA5FA6720BFBF,MSV1-ADBCA5FA6720BFBF,IS 15350:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-0815EBB79CB628EE,MSV1-0815EBB79CB628EE,IS 15448 (Part 2):2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-0B8252004449CBE3,MSV1-0B8252004449CBE3,IS 15660:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-DEB88C624D752C53,MSV1-DEB88C624D752C53,IS 2075:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-3ABF29778C97AB82,MSV1-3ABF29778C97AB82,IS 5439:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-495BADF6DD79F309,MSV1-495BADF6DD79F309,IS 579:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-0D1CA34E7F58B5E3,MSV1-0D1CA34E7F58B5E3,IS 5986:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-A82107923E8CC5A1,MSV1-A82107923E8CC5A1,IS 7063 (Part 1):2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-96F9BD3649A1E57A,MSV1-96F9BD3649A1E57A,IS 7533:2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-2F5751D39FCA3209,MSV1-2F5751D39FCA3209,IS/ISO 20562:2014,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-A757402B69917408,MSV1-A757402B69917408,IS 101 (Part 2/Sec 5):2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-99E7D4D6D9465B33,MSV1-99E7D4D6D9465B33,IS/ISO 1230:2007,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
