recommendation_id,query_id,standard_id,rank,evidence_type,evidence_text,source,validation_status
REC-09EEE717903F4357,SYN-REQ-00690,MSV1-8D02AE86C5948582,1,TITLE_GROUNDED_MATCH,Query template directly names: Electric stoves - Specification (Second Revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-1FFBBDDCBA085BE3,SYN-REQ-00691,MSV1-51FC6793793095E2,1,TITLE_GROUNDED_MATCH,Query template directly names: Textile Machinery and Accessories - Pattern Disks and Pattern Chains for Warp Knitting Machines - Vocabulary and Symbols,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-4EAAE54CC8696E4A,SYN-REQ-00692,MSV1-5F957CED50BA1EEE,1,TITLE_GROUNDED_MATCH,Query template directly names: Ships and marine technology - Launching appliances for davit - Launched lifeboats (Second Revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-38C9C22A5FB38C63,SYN-REQ-00693,MSV1-81E77726E7282BF8,1,TITLE_GROUNDED_MATCH,Query template directly names: Information technology Radio frequency identification for item management Part 62: Parameters for air interface communications at 860MHz to 960 MHz Type B,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-1DE6CB7B65E5D6FB,SYN-REQ-00694,MSV1-65CC07EACA24F0AA,1,TITLE_GROUNDED_MATCH,"Query template directly names: Wind Energy Generation Systems Part 50 Wind measurement Sec 1 Application of meteorological mast, nacelle and spinner mounted instruments",SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-978DAE2B5E7DCD6C,SYN-REQ-00695,MSV1-D7AAADEF9899C7AB,1,TITLE_GROUNDED_MATCH,Query template directly names: Slotted set screws with flat point - Specification First Revision of IS 15628 ICS 2106010,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-90FBF418F3B28BCF,SYN-REQ-00696,MSV1-C187F61EEE4C1606,1,TITLE_GROUNDED_MATCH,Query template directly names: Horology -- Gauges for watch bezel and back covers -- Dimensions and tolerances,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-C881D646C6823829,SYN-REQ-00697,MSV1-D1D1850870F8FA55,1,TITLE_GROUNDED_MATCH,Query template directly names: Environmental management systems Guidelines for incorporating material circulation in design and development,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-AC5A10990EBEBAAC,SYN-REQ-00698,MSV1-C60A911679A1206B,1,TITLE_GROUNDED_MATCH,Query template directly names: Dentistry - Number coding system for rotary instruments Part 3 Specific characteristics of burs and cutters,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-D2C8DA21CC829C2A,SYN-REQ-00699,MSV1-92A822FD7A87683B,1,TITLE_GROUNDED_MATCH,Query template directly names: Dried Silk Worm Pupae as Poultry Feed Ingredient — Specification ( First Revision ),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-D9F0625C66850DC5,SYN-REQ-00700,MSV1-E770A00BCF5240C0,1,TITLE_GROUNDED_MATCH,Query template directly names: Information technology - Data communication - 37 - Pole DTE/DCE interface connector and contact number assignments (First Revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-682A0F6D7338999F,SYN-REQ-00701,MSV1-9F1EEC0F1B6001DA,1,TITLE_GROUNDED_MATCH,"Query template directly names: Industrial fasteners - Threaded steel fasteners - Technical supply conditions: Part 19 axial load fatigue testing of bolts, screws and studs",SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-E172ED3F984A4199,SYN-REQ-00702,MSV1-FABDD023AD3FEDDD,1,TITLE_GROUNDED_MATCH,Query template directly names: Fire protection of electronic data processing installation - Code of practice (First Revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-814FA46396938B55,SYN-REQ-00703,MSV1-520220166D412BE9,1,TITLE_GROUNDED_MATCH,Query template directly names: COMPOUNDED FEED FOR BUFFALO - SPECIFICATION,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-971A75CAAE217BA9,SYN-REQ-00704,MSV1-FBEE1837F267D959,1,TITLE_GROUNDED_MATCH,Query template directly names: Methods of test for petroleum and its products [ p : 114 ] petroleum waxes - Determination of congealing point (First Revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-526B881490C46175,SYN-REQ-00705,MSV1-FE33C9A41F1A7613,1,TITLE_GROUNDED_MATCH,Query template directly names: Specification for heat resisting steels,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-0D482FE675762143,SYN-REQ-00706,MSV1-544E8322FD2A47D0,1,TITLE_GROUNDED_MATCH,Query template directly names: Method for the determination of unconfined compressive strength of rock materials,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-CDFC3D4C5B9B887D,SYN-REQ-00707,MSV1-8A64403084941DA4,1,TITLE_GROUNDED_MATCH,Query template directly names: Unplasticized Polyvinyl Chloride (PVC-U) Screen and Casing Pipes for Bore/Tubewells - Specification (Second Revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-74C952E4280ECCD0,SYN-REQ-00708,MSV1-AD1CAD5A25CD4DA2,1,TITLE_GROUNDED_MATCH,Query template directly names: Radio Interference Characteristics of Overhead Power Lines and High-Voltage Equipment Part 3 Code of Practice for Minimizing the Generation of Radio Noise ( Second Revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-7644F4ECECF45D58,SYN-REQ-00709,MSV1-CFEAB7145A9908C3,1,TITLE_GROUNDED_MATCH,Query template directly names: Specification for nickel and nickel alloy covered electrodes for metal arc welding,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-8B1F8E7CB8D6DD73,SYN-REQ-00710,MSV1-CF3398CC2B15DB0A,1,TITLE_GROUNDED_MATCH,Query template directly names: Fictitious calculation method for determination of dimensions of protective coverings of cables: Part 1: elastomeric and thermoplastic insulated cables,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-061A31205BFB1A55,SYN-REQ-00711,MSV1-40CE2BE0AF6ABCAE,1,TITLE_GROUNDED_MATCH,Query template directly names: Method of Sampling and Test for Paper and Allied Products Part 5 Method of Test for Paper and Board Section 12 Measurement of specular gloss 75 degree gloss with a converging beam TAPPI method,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-006D831679786645,SYN-REQ-00712,MSV1-48753CE9BF6C0AB9,1,TITLE_GROUNDED_MATCH,Query template directly names: Agro textiles – High density polyethylene (HDPE) laminated woven lay flat tube for use in mains and submains of drip irrigation system – Specification,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-37BE51EF45AC5105,SYN-REQ-00713,MSV1-939FB24642421531,1,TITLE_GROUNDED_MATCH,"Query template directly names: Specification for balls, punching",SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-AE42BA6DF80C41DA,SYN-REQ-00714,MSV1-E771968D3C6060E3,1,TITLE_GROUNDED_MATCH,Query template directly names: Cushing-s Pattern Toothed and Bayonet Shaped Dissecting Forceps( First Revision ),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-DB14A2E1D5EA3918,SYN-REQ-00715,MSV1-6904DB0BF2E7D617,1,TITLE_GROUNDED_MATCH,Query template directly names: Ketaki (Pandanus tectorius Soland. ex Parkinson) - Root for use in Traditional Medicine - Specification,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-36822358E874CF85,SYN-REQ-00716,MSV1-C3F31AE0B87795DB,1,TITLE_GROUNDED_MATCH,"Query template directly names: Gas Cylinders — Seamless, Welded and Composite Cylinders for Compressed and Liquefied Gases ( Excluding Acetylene ) — Inspection at Time of Filling ( First Revision )",SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-32CF78E72AB172E8,SYN-REQ-00717,MSV1-48A2DAD26EDCD991,1,TITLE_GROUNDED_MATCH,Query template directly names: Textile Dyestuffs - Determination of Solution Stability of Reactive Dyes in Presence of Electrolytes,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-ECBBA07B74B4D114,SYN-REQ-00718,MSV1-ECC7736F2CF8565B,1,TITLE_GROUNDED_MATCH,Query template directly names: Hot Rolled Steel Channel Sections for General Engineering Purposes - Dimensions (First Revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-3D69AEA24C27E2A8,SYN-REQ-00719,MSV1-BA7792FF221333FF,1,TITLE_GROUNDED_MATCH,Query template directly names: Thumb screws - Specification (Second Revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-1EF72626E38A91D9,SYN-REQ-00720,MSV1-048C90BCA49AD01C,1,TITLE_GROUNDED_MATCH,Query template directly names: Textile machinery and accessories Yarn feeders and yarn control for knitting machines Part 3: Dimensions for connecting and interconnection cables,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-E8929C4BF85DB0A3,SYN-REQ-00721,MSV1-08242F7A4270A78F,1,TITLE_GROUNDED_MATCH,"Query template directly names: Construction, Operation and Maintenance of River Valley Projects — Safety Code Part 7 Fire Safety Aspects ( First Revision )",SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-6444C64177B220CD,SYN-REQ-00722,MSV1-68BC410E2A885719,1,TITLE_GROUNDED_MATCH,Query template directly names: Methods of sampling and test for fertilizers: Part 6 determination of moisture and impurities (First Revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-A801D318482458FD,SYN-REQ-00723,MSV1-9D6F267B260F3AC3,1,TITLE_GROUNDED_MATCH,Query template directly names: Synthetic (Plastic) slide fasteners - Special purpose: Part 2 test and measurement methods,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-8A8CC902DC991923,SYN-REQ-00724,MSV1-A5CD0ABBF14ECB77,1,TITLE_GROUNDED_MATCH,Query template directly names: ELECTRICAL INSTALLATIONS IN SHIPS PART 370: GUIDANCE ON THE SELECTION OF CABLES FOR TELECOMMUNICATION AND DATA TRANSFER INCLUDING RADIO-FREQUENCY CABLES,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-064EE1C9DFAAA023,SYN-REQ-00725,MSV1-30555617497BF49C,1,TITLE_GROUNDED_MATCH,Query template directly names: Recommendations for Renewable Energy and Hybrid Systems for Rural Electrification Part 7 Generators Section 4 Integration of Solar With Other Forms of Power Generation Within Hybrid Power Systems,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-DDBA75D16D60F011,SYN-REQ-00726,MSV1-F35AE925EBFC11DD,1,TITLE_GROUNDED_MATCH,Query template directly names: Space systems - Spacecraft interface requirements document for launch vehicle services,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-31083F4E10101D01,SYN-REQ-00727,MSV1-73F8C6FC95BF7E7A,1,TITLE_GROUNDED_MATCH,Query template directly names: PLASTICS — METHODS OF TESTING PART 3 PHYSICAL AND DIMENSIONAL PROPERTIES Section 7 Liquid Resins — Determination of Density by the Pyknometer Method (First Revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-4F752E3B919F8DE3,SYN-REQ-00728,MSV1-D386B9FDF0206B02,1,TITLE_GROUNDED_MATCH,Query template directly names: Filling Pressure and Corresponding Developed Pressure for Permanent Gases Contained in Cylinders,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-A3A7CEE476F42EE9,SYN-REQ-00729,MSV1-99B44E43EE476594,1,TITLE_GROUNDED_MATCH,Query template directly names: Methqds of tests for internal combustion engines: Part 11 information to be supplied by the purchaser to the manufacturer and information to be supplied by the manufacturer along with the engine,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-123333F3F9468490,SYN-REQ-00730,MSV1-CE3B3EB70F6D2908,1,TITLE_GROUNDED_MATCH,"Query template directly names: Specification for short link chain, grade S (6), non - Calibrated for lifting purposes (First Revision)",SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-1A3408158DE6E1C3,SYN-REQ-00731,MSV1-D404FFD4B1CC6928,1,TITLE_GROUNDED_MATCH,Query template directly names: Mechanical vibration and shock - Evaluation of human exposure to whole body vibration: Part 1 general requirements (First Revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-5C5B0E024F50B0D9,SYN-REQ-00732,MSV1-29B1C3A0FB140A36,1,TITLE_GROUNDED_MATCH,Query template directly names: Design and Construction of Machine Foundations Code of Practice: Part 2 Block Foundations (Second Revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-E6D20A9D23342DA0,SYN-REQ-00733,MSV1-C9526DDCE45AB8B3,1,TITLE_GROUNDED_MATCH,Query template directly names: HYGIENIC CONDITIONS FOR SOFT DRINK MANUFACTURING UNITS — CODE OF PRACTICE (First Revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-358008810920B6B9,SYN-REQ-00734,MSV1-D873A8F19878BBBC,1,TITLE_GROUNDED_MATCH,Query template directly names: Sustainability in Building and Civil Engineering Works - General Principles (First Revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-6816AE90C414CA5D,SYN-REQ-00735,MSV1-FCB2EB8D9858428B,1,TITLE_GROUNDED_MATCH,Query template directly names: Specification for gold cyanide and gold potassium cyanide for electroplating: Part 2 for special applications (First Revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-8119715B950F8F3A,SYN-REQ-00736,MSV1-A3CDDDB1D7105F2B,1,TITLE_GROUNDED_MATCH,"Query template directly names: Chlorimuron ethyl, technical - Specification",SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-F1203776C396D4D2,SYN-REQ-00737,MSV1-70EE8B40D57FD173,1,TITLE_GROUNDED_MATCH,Query template directly names: ROAD VEHICLES CYBER SECURITY ENGINEERING,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-6747A2AE55450CAE,SYN-REQ-00738,MSV1-D852872CA3FF27B7,1,TITLE_GROUNDED_MATCH,Query template directly names: TEXTILES - HANDLOOM COTTON CREPE - SPECIFICATION (Second Revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-D1B7887CEE8EF818,SYN-REQ-00739,MSV1-88DEE70B977B1EA4,1,TITLE_GROUNDED_MATCH,Query template directly names: Tool chucks (end mill holders) with clamp screws for flatted cylindrical shank tools: Part 1 Dimensions of the driving system of tool shanks (first revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-45A37DD75C601995,SYN-REQ-00740,MSV1-C2C436249E3514C7,1,TITLE_GROUNDED_MATCH,Query template directly names: Power Driven Mobile Cranes — Specification ( Second Revision ),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-52FEA288A8B27139,SYN-REQ-00741,MSV1-CA8A4C0006D28419,1,TITLE_GROUNDED_MATCH,Query template directly names: Specification for steel card - Index cabinets,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-FE317858CCDB6B10,SYN-REQ-00742,MSV1-F657CF4D6FDA0369,1,TITLE_GROUNDED_MATCH,Query template directly names: Language-learning services Requirements,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-D8D77B3AED07FA9E,SYN-REQ-00743,MSV1-01BF3FD547FE6775,1,TITLE_GROUNDED_MATCH,Query template directly names: Sulphited fatliquors for leather - Specification (First Revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-065F1E7F283CCBF6,SYN-REQ-00744,MSV1-38F73BE4B2BA5565,1,TITLE_GROUNDED_MATCH,Query template directly names: Ergonomics of human-system interaction Part 210: Human-centred design for interactive systems ISO 9241-210,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-2A363CBC444B8FF7,SYN-REQ-00745,MSV1-34D76A79AE9810D0,1,TITLE_GROUNDED_MATCH,Query template directly names: Lift for the Transport of Person and Goods Part 7 Lifts for Special Applications Section 1 Lifts Used Under-Construction Buildings,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-B9B0BE8027955C0F,SYN-REQ-00746,MSV1-4C447E77D2EE6C36,1,TITLE_GROUNDED_MATCH,Query template directly names: Systems and Software Engineering — Design and Development of Information for Users (Second Revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-649D4FDDC3D920B1,SYN-REQ-00747,MSV1-C3BA8AC81899E1A4,1,TITLE_GROUNDED_MATCH,Query template directly names: Classification and application of hard cutting materials for metal removal with defined cutting edges - Designation of the main groups and groups of application (third revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-150413C485B15739,SYN-REQ-00748,MSV1-9B91D3D0E451751F,1,TITLE_GROUNDED_MATCH,Query template directly names: Guniting the upstream face of masonry dams - Guidelines,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-F50C21480746CCB2,SYN-REQ-00749,MSV1-E89D12BCE0DA9D6D,1,TITLE_GROUNDED_MATCH,Query template directly names: Automotive Vehicles - Method of Weighment (First Revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-CF94D03407315C0B,SYN-REQ-00750,MSV1-B96304F11B2ABB18,1,TITLE_GROUNDED_MATCH,Query template directly names: Rapid Moisture Meter for Rapid Determination of Water Content of Soil - Specification ( First Revision ),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-F2C215BE1F9E1274,SYN-REQ-00751,MSV1-A94D301FF8C6E3D0,1,TITLE_GROUNDED_MATCH,Query template directly names: ROAD VEHICLES COMPRESSED GASEOUS HYDROGEN CGH2 AND HYDROGEN NATURAL GAS BLENDS FUEL SYSTEM COMPONENTS PART 5: MANUAL CYLINDER VALVE,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-9C5B8D98BDD0B8A9,SYN-REQ-00752,MSV1-370D89561A9E15F8,1,TITLE_GROUNDED_MATCH,Query template directly names: VIDEO AND DIGITAL GAMES – AGE-RATING AND CONTENT DESCRIPTOR LABELS – SPECIFICATIONS,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-2E07A2B40A248782,SYN-REQ-00753,MSV1-0F960AAAC16ECA2C,1,TITLE_GROUNDED_MATCH,Query template directly names: Methods for sampling of abrasive emery grain,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-86BE7E234D69A500,SYN-REQ-00754,MSV1-931BF689F9A41DBB,1,TITLE_GROUNDED_MATCH,Query template directly names: Guide for fishing gear – Sardine gillnet (first revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-8F49251FD17EA913,SYN-REQ-00755,MSV1-DC0F779058C66C20,1,TITLE_GROUNDED_MATCH,Query template directly names: Automotive vehicles - Air brake systems - Performance requirements for dual brake valve (First Revision) Amendment - 1,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-ACFB8E0EA814E274,SYN-REQ-00756,MSV1-12EA4CBAF4312F46,1,TITLE_GROUNDED_MATCH,Query template directly names: Healthcare facilities - Particular requirements,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-ADAB822909B6B33A,SYN-REQ-00757,MSV1-2B1D885B0AE9C82C,1,TITLE_GROUNDED_MATCH,Query template directly names: Specification for antifriction bearing alloys (Third Revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-15A556B8CB562763,SYN-REQ-00758,MSV1-17C15EF79D13AC4C,1,TITLE_GROUNDED_MATCH,Query template directly names: Animal feeding stuffs - Determination of castor oil seed husks - Microscope method,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-B3968BF457974646,SYN-REQ-00759,MSV1-5FC09869B61A0559,1,TITLE_GROUNDED_MATCH,Query template directly names: Statistical methods Six Sigma Basic criteria underlying benchmarking for Six Sigma in organisations,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-4F2641570A082832,SYN-REQ-00760,MSV1-A72DD2530BCEA658,1,TITLE_GROUNDED_MATCH,Query template directly names: Information technology - Quality for learning education and training - Fundamentals and reference framework,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-AF6F67A76058F174,SYN-REQ-00761,MSV1-6BBFAF6615755486,1,TITLE_GROUNDED_MATCH,Query template directly names: Specification for crampons mountaineering non - Adjustable,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-7AA72D4FDBA8EC63,SYN-REQ-00762,MSV1-BFC1088FF128FD65,1,TITLE_GROUNDED_MATCH,Query template directly names: Textiles - Bedsheets Pillow cover and Blanket Cover - Specification Amendment - 1,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-75476E4FBA4B1EA3,SYN-REQ-00763,MSV1-C0ACB9B332833C42,1,TITLE_GROUNDED_MATCH,Query template directly names: Manipulating industrial robots - Object handling with grasp - Type grippers - Vocabulary and presentation of characteristics,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-D27BD0C8CC5C94D2,SYN-REQ-00764,MSV1-3D6821E927F6DA97,1,TITLE_GROUNDED_MATCH,Query template directly names: Methods of tests for horn switches for automobiles (First Revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-2984C2920F183268,SYN-REQ-00765,MSV1-58C0F2BEFCD5B8B0,1,TITLE_GROUNDED_MATCH,Query template directly names: Mechanical Vibration — Measurement and Evaluation of Machine Vibration Part 5 Machine Sets in Hydraulic Power Generating and Pump-Storage Plants ( First Revision ),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-141C03E8C9FD8ADC,SYN-REQ-00766,MSV1-BF5BEAAD7467B8EA,1,TITLE_GROUNDED_MATCH,Query template directly names: Method for determination of strength of rock materials in triaxial compression,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-1E611855E475BCEC,SYN-REQ-00767,MSV1-ACAF8F3DC95699D8,1,TITLE_GROUNDED_MATCH,Query template directly names: Solar cooker - Box type - Specification: Part 2 components (Second Revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-0CB4C3DA82FC1D84,SYN-REQ-00768,MSV1-440EB63D39D6D470,1,TITLE_GROUNDED_MATCH,Query template directly names: Nominal dimensions of cylindrical machined graphite electrodes with threaded sockets and connecting pins for use in electric arc furnaces,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-0BB7199F4F4F207E,SYN-REQ-00769,MSV1-E866C99335C53356,1,TITLE_GROUNDED_MATCH,Query template directly names: Justicia adhatoda Hydro-alcoholic Extract for Use in Homoeopathy Specification,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-9CBD0A0B2206ACB4,SYN-REQ-00770,MSV1-0CFA920633687119,1,TITLE_GROUNDED_MATCH,Query template directly names: Paints - Glossary of Terms ( Third Revision ),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-7AC9EBFB1C61757B,SYN-REQ-00771,MSV1-886B47F18F600A5A,1,TITLE_GROUNDED_MATCH,Query template directly names: Internships Quality Guidelines for Host Organizations,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-9FEB52A9CA19CC4F,SYN-REQ-00772,MSV1-B88B253FA12C89E3,1,TITLE_GROUNDED_MATCH,Query template directly names: Specification for edible cottonseed flour (Solvent Extracted) (First Revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-0A16C8942B55297E,SYN-REQ-00773,MSV1-0950EEDD390458B5,1,TITLE_GROUNDED_MATCH,Query template directly names: Measurement of DC Magnetic AC Magnetic and AC Electric Fields From 1 Hz to 100 kHz with Regard to Exposure of Human Beings Part 2 : Basic standard for measurements,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-D8DA0E4E1E05430E,SYN-REQ-00774,MSV1-3CB055239CA5C245,1,TITLE_GROUNDED_MATCH,Query template directly names: Sodium hypochlorite solution - Specification: Part 1 household and industrial use (Second Revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-41AA27E70192F0F6,SYN-REQ-00775,MSV1-0F83629E33D7983B,1,TITLE_GROUNDED_MATCH,"Query template directly names: Specification for muzzle loading shot guns, single and double barrel",SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-688305218FD82BF9,SYN-REQ-00776,MSV1-DD01F73CAF7FBDF6,1,TITLE_GROUNDED_MATCH,Query template directly names: TEXTILES - HANDLOOM COTTON CURTAIN CLOTH - SPECIFICATION (Second Revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-E7ACEC0108F9AE8A,SYN-REQ-00777,MSV1-7181BAA2AE42F250,1,TITLE_GROUNDED_MATCH,Query template directly names: Specification for woven (Mesh) type supporting liners for batch type centrifugal machines used in sugar industry (First Revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-FC55B2605AFF0C8A,SYN-REQ-00778,MSV1-340FFBE2EA74EA60,1,TITLE_GROUNDED_MATCH,Query template directly names: Glossary of terms relating to paper and pulp based packaging materials (First Revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-E875F713E1F6EAE1,SYN-REQ-00779,MSV1-C92EE5EBD90C01EE,1,TITLE_GROUNDED_MATCH,Query template directly names: Specification for kokum fat (First Revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-D09FB48F0F80F563,SYN-REQ-00780,MSV1-12385B896A569CA4,1,TITLE_GROUNDED_MATCH,Query template directly names: HOT FOOD CABINETS FOR USE WITH LPG SPECIFICATION First Revision of IS 5544,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-9A11556065734954,SYN-REQ-00781,MSV1-77125918D8ECD443,1,TITLE_GROUNDED_MATCH,Query template directly names: Veterinary Surgical Instruments - Gimlet for Trephine - Specification (First Revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-B619CEF9D5119328,SYN-REQ-00782,MSV1-BE35AF16F2D0972F,1,TITLE_GROUNDED_MATCH,Query template directly names: Machine chucking reamers with morse taper shank -- Specification (second revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-678CBA185307367F,SYN-REQ-00783,MSV1-56909A3A4D3F0EE8,1,TITLE_GROUNDED_MATCH,Query template directly names: Specification for waxed paper for confectionery (First Revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-21FEC53A30C6E4A9,SYN-REQ-00784,MSV1-539A50E00F4BD2C9,1,TITLE_GROUNDED_MATCH,Query template directly names: Methods for detection of bacteria responsible for food poisoning Part 3 Horizontal method for the detection enumeration and serotyping of Salmonella Sec 3: Guidelines for serotyping of Salmonella spp,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-5142B96E73432930,SYN-REQ-00785,MSV1-7B72654420194C45,1,TITLE_GROUNDED_MATCH,Query template directly names: Agricultural Tractors — Test Procedures — Power Tests for Drawbar (Second Revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-67038CDAECC4517D,SYN-REQ-00786,MSV1-48DB4603842D43B0,1,TITLE_GROUNDED_MATCH,Query template directly names: Recommendations for modular co - ordination in building industry : vertical co - ordination (First Revision),SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
REC-FA3BA384BE813E12,SYN-REQ-00787,MSV1-11CE2F7C06F3978B,1,TITLE_GROUNDED_MATCH,Query template directly names: Methods for measurement of petroleum gases and town gas in bulk,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
