trace_id,query_id,stage,input_json,output_json,validation_status
TRACE-31642A302C957B18,SYN-REQ-00597,SYNTHETIC_DATA_GENERATION,"{""title"": ""Textiles \u2013 tests for colour fastness Part E08 Colour fastness to hot water""}","{""standard_id"": ""MSV1-30E77EEDB9D1C609""}",SYNTHETIC
TRACE-B5343E5701B7C245,SYN-REQ-00598,SYNTHETIC_DATA_GENERATION,"{""title"": ""Asbestos Cement Products - Methods of Test""}","{""standard_id"": ""MSV1-76EF991EF661E5DB""}",SYNTHETIC
TRACE-E6E005BA9052C572,SYN-REQ-00599,SYNTHETIC_DATA_GENERATION,"{""title"": ""Textiles \u2014 Awnings for Leisure Accommodation Vehicles \u2014 Requirements and Test Methods ( Second Revision )""}","{""standard_id"": ""MSV1-8ADB0D53888F4BBA""}",SYNTHETIC
TRACE-F33442727E2F0B38,SYN-REQ-00600,SYNTHETIC_DATA_GENERATION,"{""title"": ""Steel Wire for Hose Reinforcement - Specification""}","{""standard_id"": ""MSV1-7100AE289AE97D59""}",SYNTHETIC
TRACE-A3D0EFF670460031,SYN-REQ-00601,SYNTHETIC_DATA_GENERATION,"{""title"": ""STAINLESS STEEL KEG FOR BEER - SPECIFICATION""}","{""standard_id"": ""MSV1-B4AAA6C3ECB541EB""}",SYNTHETIC
TRACE-1F2488EFDC46B181,SYN-REQ-00602,SYNTHETIC_DATA_GENERATION,"{""title"": ""Aircraft pressure cabin ground test connections""}","{""standard_id"": ""MSV1-09FA19410287D54E""}",SYNTHETIC
TRACE-CC377805976FF445,SYN-REQ-00603,SYNTHETIC_DATA_GENERATION,"{""title"": ""Specification for ballast rakes""}","{""standard_id"": ""MSV1-42F4E7EB33A1D949""}",SYNTHETIC
TRACE-0C1684A0E657FAB1,SYN-REQ-00604,SYNTHETIC_DATA_GENERATION,"{""title"": ""Methods of sampling and physical tests for refractory materials: Part 12 method for determination of bulk density and true porosity of shaped insulating refractory products (Second Revision)""}","{""standard_id"": ""MSV1-656AEEF15F3E2AA8""}",SYNTHETIC
TRACE-2936D8F74F3CF2BF,SYN-REQ-00605,SYNTHETIC_DATA_GENERATION,"{""title"": ""Equipment for Determination of Shrinkage Factors of Soils - Specification (First Revision)""}","{""standard_id"": ""MSV1-462F786FE3830BE9""}",SYNTHETIC
TRACE-97CD5E0B082B5510,SYN-REQ-00606,SYNTHETIC_DATA_GENERATION,"{""title"": ""Refractories for forge and heat treatment furnaces - Recommendations""}","{""standard_id"": ""MSV1-318A017F224E64AC""}",SYNTHETIC
TRACE-2ECE3BE33E0C66D5,SYN-REQ-00607,SYNTHETIC_DATA_GENERATION,"{""title"": ""Recommendations for measurement of quality characteristics of gudgeon pins""}","{""standard_id"": ""MSV1-304ED5034A5B79CB""}",SYNTHETIC
TRACE-1CEDFC193B2E2E02,SYN-REQ-00608,SYNTHETIC_DATA_GENERATION,"{""title"": ""Technical supply conditions for aluminium alloy pistons for internal combustion engines (First Revision)""}","{""standard_id"": ""MSV1-5B15BA35134D8687""}",SYNTHETIC
TRACE-638A0F9603EA2F31,SYN-REQ-00609,SYNTHETIC_DATA_GENERATION,"{""title"": ""Information Technology Service Management Part 10 Concepts and Vocabulary (First Revision)""}","{""standard_id"": ""MSV1-FFA6F79404506785""}",SYNTHETIC
TRACE-20C0B45980FB3B2A,SYN-REQ-00610,SYNTHETIC_DATA_GENERATION,"{""title"": ""Petroleum, chemical and gas service industries \u2014 Packaged, integrally geared centrifugal air compressors (Adoption of ISO 10442: 2002)""}","{""standard_id"": ""MSV1-98EBCD0A359757DD""}",SYNTHETIC
TRACE-91D867C98CF621E3,SYN-REQ-00611,SYNTHETIC_DATA_GENERATION,"{""title"": ""Photovoltaic (PV) module performance testing and energy rating: Part 2 spectral responsivity, incidence angle and module operating temperature measurements""}","{""standard_id"": ""MSV1-001C0E4BA95726BE""}",SYNTHETIC
TRACE-FAFD8ECF1CB182A0,SYN-REQ-00612,SYNTHETIC_DATA_GENERATION,"{""title"": ""Leksell's Rongeur for Neurosurgery (First Revision)""}","{""standard_id"": ""MSV1-3B6D22545228CBCD""}",SYNTHETIC
TRACE-1E54E23AC85689B2,SYN-REQ-00613,SYNTHETIC_DATA_GENERATION,"{""title"": ""Symbols and notations for correction of illustrations and illustration proofs""}","{""standard_id"": ""MSV1-25EB4163FF4761F8""}",SYNTHETIC
TRACE-7B7546481D05230C,SYN-REQ-00614,SYNTHETIC_DATA_GENERATION,"{""title"": ""ELECTROPLATED COATINGS OF COPPER - SPECIFICATION""}","{""standard_id"": ""MSV1-C6B32D87E227C66B""}",SYNTHETIC
TRACE-5985DD26C8FDBB1B,SYN-REQ-00615,SYNTHETIC_DATA_GENERATION,"{""title"": ""Methods of Sampling and Test Physical and Chemical For Water and Wastewater Part 8 Taste Rating Second Revision""}","{""standard_id"": ""MSV1-CF653282E5B4A860""}",SYNTHETIC
TRACE-EF71E4324A865091,SYN-REQ-00616,SYNTHETIC_DATA_GENERATION,"{""title"": ""Secondary Lithium - lon Cells For the Propulsion of Electric Road Vehicles Part 3 Safety Requirements""}","{""standard_id"": ""MSV1-D7F3E0111E07308F""}",SYNTHETIC
TRACE-BC0B4DA916B3191E,SYN-REQ-00617,SYNTHETIC_DATA_GENERATION,"{""title"": ""Service excellence \u2014 Maturity model""}","{""standard_id"": ""MSV1-751B09B2A3E9B0DB""}",SYNTHETIC
TRACE-45D3E1950115ADD4,SYN-REQ-00618,SYNTHETIC_DATA_GENERATION,"{""title"": ""Tool Holders with rectangular shank for Indexable Inserts: Part 10 Style N""}","{""standard_id"": ""MSV1-D349D56666718B64""}",SYNTHETIC
TRACE-071867989E95157A,SYN-REQ-00619,SYNTHETIC_DATA_GENERATION,"{""title"": ""Arc welding equipment: Part 6 Limited duty equipment""}","{""standard_id"": ""MSV1-C4F256E4EE87008D""}",SYNTHETIC
TRACE-E3F8F457EEF7CB2D,SYN-REQ-00620,SYNTHETIC_DATA_GENERATION,"{""title"": ""Geometrical product specifications (GPS) -- Filtration : Part 85 Morphological areal filters: Segmentation""}","{""standard_id"": ""MSV1-26E106007547FB2D""}",SYNTHETIC
TRACE-AF9386C24EB27044,SYN-REQ-00621,SYNTHETIC_DATA_GENERATION,"{""title"": ""Specification for smoked bacon (First Revision)""}","{""standard_id"": ""MSV1-0FBC9BAF111E9155""}",SYNTHETIC
TRACE-B8C46E4F7BD83DF9,SYN-REQ-00622,SYNTHETIC_DATA_GENERATION,"{""title"": ""Environmental - Tests for aircraft - Equipment: Part 11 differential pressure""}","{""standard_id"": ""MSV1-E804FDDC3BC2F480""}",SYNTHETIC
TRACE-4EFB5707605AB70E,SYN-REQ-00623,SYNTHETIC_DATA_GENERATION,"{""title"": ""Security and Resilience \u2014 Organizational Resilience \u2014 Principles and Attributes""}","{""standard_id"": ""MSV1-6133420719FE11BD""}",SYNTHETIC
TRACE-8BF5B0C82E118C97,SYN-REQ-00624,SYNTHETIC_DATA_GENERATION,"{""title"": ""Specification for radio frequency connectors of BNC, TNC and UHF series: Part 1 test schedule and requirements""}","{""standard_id"": ""MSV1-77301643451D81AE""}",SYNTHETIC
TRACE-624113EF5800EB52,SYN-REQ-00625,SYNTHETIC_DATA_GENERATION,"{""title"": ""Methods of Physical Testing of Leather Part 5 Determination of tear load Section 1 Single edge tear""}","{""standard_id"": ""MSV1-525BC7B97E83BBBB""}",SYNTHETIC
TRACE-3D4819E096A057BA,SYN-REQ-00626,SYNTHETIC_DATA_GENERATION,"{""title"": ""Health Informatics \u2014 Device Interoperability Part 10472 Personal Health Device Communication \u2014 Device Specialization \u2014 Medication Monitor""}","{""standard_id"": ""MSV1-7005BF57991C3CF9""}",SYNTHETIC
TRACE-108F267458D2C25B,SYN-REQ-00627,SYNTHETIC_DATA_GENERATION,"{""title"": ""Methods for detection of bacteria responsible for food poisoning: Part 2 Isolation, identification and enumeration of staphylococcus aureus and faecal streptococci ( First Revision)""}","{""standard_id"": ""MSV1-243FA9A47390FE9E""}",SYNTHETIC
TRACE-4880D3DC11CD5094,SYN-REQ-00628,SYNTHETIC_DATA_GENERATION,"{""title"": ""Corrugated Fibreboards - Methods of Test Part 3 Water Resistance of Glue Bond by Immersion (first revision)""}","{""standard_id"": ""MSV1-1989CA5BA55090B2""}",SYNTHETIC
TRACE-6B58838DCABE9368,SYN-REQ-00629,SYNTHETIC_DATA_GENERATION,"{""title"": ""Method of test for ferrule type couplings used in oil - Hydraulic systems""}","{""standard_id"": ""MSV1-7EB5E652D9182EA0""}",SYNTHETIC
TRACE-20D02C48B52A9F3A,SYN-REQ-00630,SYNTHETIC_DATA_GENERATION,"{""title"": ""Code of practice for welding of mild steel plain and deformed bars for reinforced concrete construction (First Revision)""}","{""standard_id"": ""MSV1-952D254E08437699""}",SYNTHETIC
TRACE-ECDD722BE907FC2E,SYN-REQ-00631,SYNTHETIC_DATA_GENERATION,"{""title"": ""Ferrous Sulphate Heptahydrate, Agricultural Grade - Specification ( First Revision )""}","{""standard_id"": ""MSV1-2403317BCEE64212""}",SYNTHETIC
TRACE-1B0C0719ACD95AC7,SYN-REQ-00632,SYNTHETIC_DATA_GENERATION,"{""title"": ""Petroleum 1ndustr% - Terminology: Part 4 refining (First Revision)""}","{""standard_id"": ""MSV1-3D4F3A5423911BBF""}",SYNTHETIC
TRACE-C2AB1E910BB8C9B2,SYN-REQ-00633,SYNTHETIC_DATA_GENERATION,"{""title"": ""Interconnection and Interoperability of Distributed Energy Resources with Associated Electric Power Systems Interfaces""}","{""standard_id"": ""MSV1-549F7786C2668B10""}",SYNTHETIC
TRACE-12135B0FE53648DF,SYN-REQ-00634,SYNTHETIC_DATA_GENERATION,"{""title"": ""Mountaineering - Glossary of terms (First Revision)""}","{""standard_id"": ""MSV1-A487AF116DC351FB""}",SYNTHETIC
TRACE-775C862D4199311C,SYN-REQ-00635,SYNTHETIC_DATA_GENERATION,"{""title"": ""Conformity assessment - General Principles and Requirements for Validation and Verification Bodies""}","{""standard_id"": ""MSV1-65AA91A23EC23121""}",SYNTHETIC
TRACE-6D977B8346C68570,SYN-REQ-00636,SYNTHETIC_DATA_GENERATION,"{""title"": ""Secondary cells and batieries containing alkaline or other non - Acid electrolytes - Nickel - Cadmium prismatic secondary single cells with partial gas recombination""}","{""standard_id"": ""MSV1-512760FEF1742395""}",SYNTHETIC
TRACE-521A4591F732982F,SYN-REQ-00637,SYNTHETIC_DATA_GENERATION,"{""title"": ""Specification for counterbores with parallel shanks and solid pilots (first revision)""}","{""standard_id"": ""MSV1-0F0C24BC032739B6""}",SYNTHETIC
TRACE-E3E7A34DAA5C6750,SYN-REQ-00638,SYNTHETIC_DATA_GENERATION,"{""title"": ""Medical Devices - Sleep Apnoea Breathing Therapy - Masks and Application Accessories""}","{""standard_id"": ""MSV1-E3C746F476C53841""}",SYNTHETIC
TRACE-F9A0968EBF4479FC,SYN-REQ-00639,SYNTHETIC_DATA_GENERATION,"{""title"": ""Knurled nuts - Specification (Second Revision)""}","{""standard_id"": ""MSV1-3E3EDD029B3617FE""}",SYNTHETIC
TRACE-C0EC625FAD432723,SYN-REQ-00640,SYNTHETIC_DATA_GENERATION,"{""title"": ""Plastics - Thermoplastic polyurethanes for moulding and extrusion : Part 2 preparation of test specimens and determination of properties""}","{""standard_id"": ""MSV1-56038D981AFF9916""}",SYNTHETIC
TRACE-820016BC0DE49067,SYN-REQ-00641,SYNTHETIC_DATA_GENERATION,"{""title"": ""Graphic Technology - Blankets for Offset Printing (First Revision)""}","{""standard_id"": ""MSV1-87FEC3C96B907FD9""}",SYNTHETIC
TRACE-02035C92F169A4C0,SYN-REQ-00642,SYNTHETIC_DATA_GENERATION,"{""title"": ""Navigation lights for large sea - Going power - Driven vessels: Part 1 positioning and screening of lights""}","{""standard_id"": ""MSV1-927D25A7FC8943E8""}",SYNTHETIC
TRACE-A7CC3CDA9C6F2B11,SYN-REQ-00643,SYNTHETIC_DATA_GENERATION,"{""title"": ""Rubber - Methods of Test Part 1 Measurement of vulcanization characteristics using curemeters Section 3 Rotorless curemeter""}","{""standard_id"": ""MSV1-94E61CC00A28B3B2""}",SYNTHETIC
TRACE-E66EE3EBBC2A2291,SYN-REQ-00644,SYNTHETIC_DATA_GENERATION,"{""title"": ""Electrical Safety in Low Voltage Distribution Systems Up to 1 000 V a.c and 1 500 V d.c Equipment for Testing Measuring or Monitoring of Protective Measures- Part 13 Hand- Held and Hand-Manipulated Current Clamps and Sensors for Measurement of Leakage Currents in Electrical Distribution Systems""}","{""standard_id"": ""MSV1-B68AEB03B813A8ED""}",SYNTHETIC
TRACE-19746EBE6F90B7BC,SYN-REQ-00645,SYNTHETIC_DATA_GENERATION,"{""title"": ""Sterilization of health care products General requirements for characterization of a sterilizing agent and the development validation and routine control of a sterilization process for medical devices""}","{""standard_id"": ""MSV1-988C597FA7EF0E05""}",SYNTHETIC
TRACE-3D254D7148349C9E,SYN-REQ-00646,SYNTHETIC_DATA_GENERATION,"{""title"": ""ELECTRICAL INSTALLATIONS IN SHIPS SPECIFICATION PART 5 SPECIAL FEATURES Section 2 Tankers""}","{""standard_id"": ""MSV1-3C616020D0B2D561""}",SYNTHETIC
TRACE-43ED5E11F12CE0F0,SYN-REQ-00647,SYNTHETIC_DATA_GENERATION,"{""title"": ""Specification for dehydrated cabbage""}","{""standard_id"": ""MSV1-8104DF533F9449E7""}",SYNTHETIC
TRACE-6450885113F0AD12,SYN-REQ-00648,SYNTHETIC_DATA_GENERATION,"{""title"": ""Garam masala - Specification (First Revision)""}","{""standard_id"": ""MSV1-BDC634ED5FAE5251""}",SYNTHETIC
TRACE-5A2D70BC4C008281,SYN-REQ-00649,SYNTHETIC_DATA_GENERATION,"{""title"": ""Sodium dichloroisocyanurate - Specification""}","{""standard_id"": ""MSV1-BEA0B0F3441CF947""}",SYNTHETIC
TRACE-5BE5FC997321135A,SYN-REQ-00650,SYNTHETIC_DATA_GENERATION,"{""title"": ""Electrotechnical vocabulary: Part 63 nuclear instrumentation""}","{""standard_id"": ""MSV1-60B648B6C2BB0F99""}",SYNTHETIC
TRACE-F43CA633640D8D1B,SYN-REQ-00651,SYNTHETIC_DATA_GENERATION,"{""title"": ""Blow moulded polyolefin containers - Specification: Part 1 : up to 5 litres capacity (Second Revision)""}","{""standard_id"": ""MSV1-142F1C1157159420""}",SYNTHETIC
TRACE-BF18F3B49DE0ECDB,SYN-REQ-00652,SYNTHETIC_DATA_GENERATION,"{""title"": ""Packagng code: Part 4 packages section 2 paper and paper based packages""}","{""standard_id"": ""MSV1-EF12F5AA5A68CA82""}",SYNTHETIC
TRACE-8F9EA981F7C6B57E,SYN-REQ-00653,SYNTHETIC_DATA_GENERATION,"{""title"": ""Ativisha (Aconitum heterophyllum Wall. ex. Royle) Root for use in Traditional Medicine - Specification""}","{""standard_id"": ""MSV1-1DE480DBE1F67D57""}",SYNTHETIC
TRACE-252B88B537B72458,SYN-REQ-00654,SYNTHETIC_DATA_GENERATION,"{""title"": ""Methods of test for soils: Part 37 Determination of sand equivalent values of soils and fine aggregates""}","{""standard_id"": ""MSV1-7BA7C872CEAC6101""}",SYNTHETIC
TRACE-A2CADF6D68CD88F0,SYN-REQ-00655,SYNTHETIC_DATA_GENERATION,"{""title"": ""Space Systems - Early Operations Part 3 Commissioning Report""}","{""standard_id"": ""MSV1-165A6DF16A6AA9A6""}",SYNTHETIC
TRACE-0DBA85516087F369,SYN-REQ-00656,SYNTHETIC_DATA_GENERATION,"{""title"": ""Equipment reliability testing: Part 2 design of test cycles (First Revision)""}","{""standard_id"": ""MSV1-C094021B41C5C091""}",SYNTHETIC
TRACE-618F5526F9807911,SYN-REQ-00657,SYNTHETIC_DATA_GENERATION,"{""title"": ""Hand-sawing Of Timber - Guide""}","{""standard_id"": ""MSV1-083AFBB17DB556A2""}",SYNTHETIC
TRACE-863567B4214AF9A9,SYN-REQ-00658,SYNTHETIC_DATA_GENERATION,"{""title"": ""Welded and seamless steel dissolved acetylene gas cylinders - Specification (Third Revision)""}","{""standard_id"": ""MSV1-49790E6845BD44FB""}",SYNTHETIC
TRACE-4A24E4BE0021EDCD,SYN-REQ-00659,SYNTHETIC_DATA_GENERATION,"{""title"": ""Electrical accessories Circuit-breakers for overcurrent protection for household and similar installations Part 2: Circuit-breakers for AC and DC operation""}","{""standard_id"": ""MSV1-562F489441C11FE0""}",SYNTHETIC
TRACE-EEF1D42DD052E881,SYN-REQ-00660,SYNTHETIC_DATA_GENERATION,"{""title"": ""Hydraulic Fluid Power - Pressure-reducing Valves, Sequence Valves, Unloading Valves, Throttle Valves and Check Valves - Mounting Surfaces ( Second Revision )""}","{""standard_id"": ""MSV1-2FCA7467DD1D320A""}",SYNTHETIC
TRACE-7F440457C57ADCDB,SYN-REQ-00661,SYNTHETIC_DATA_GENERATION,"{""title"": ""Single-Speed Three-Phase Induction Motors for Driving Lifts - Specification (First Revision)""}","{""standard_id"": ""MSV1-28763C3E37AAD3DA""}",SYNTHETIC
TRACE-02F1C5696B558843,SYN-REQ-00662,SYNTHETIC_DATA_GENERATION,"{""title"": ""Glossary of Terms related to River Valley Projects Part 19 Grouting""}","{""standard_id"": ""MSV1-DC3AAFCC673A5BC6""}",SYNTHETIC
TRACE-F2087D3656F549E5,SYN-REQ-00663,SYNTHETIC_DATA_GENERATION,"{""title"": ""Prefilled Syringes Part 4 Glass Barrels for Injectables and Sterilized Subassembled Syringes Ready for Filling""}","{""standard_id"": ""MSV1-E141BC5B82BA745D""}",SYNTHETIC
TRACE-02B53A63E57607D9,SYN-REQ-00664,SYNTHETIC_DATA_GENERATION,"{""title"": ""E12 and E15 Fuel - Admixture of Anhydrous Ethanol and Motor Gasoline - For Positive Ignition Engine Powered Vehicles - Specification""}","{""standard_id"": ""MSV1-4B13C9C91A8B13B4""}",SYNTHETIC
TRACE-4B62CD5D334AC91F,SYN-REQ-00665,SYNTHETIC_DATA_GENERATION,"{""title"": ""Principles of construction and adjustment of glass hydrometers""}","{""standard_id"": ""MSV1-CD4E46850B25CFAD""}",SYNTHETIC
TRACE-2F2070F6B12033BC,SYN-REQ-00666,SYNTHETIC_DATA_GENERATION,"{""title"": ""Ethyl - P - Hydroxybenzoate / ethylparaben for cosmetic industry - Specification (Third Revision)""}","{""standard_id"": ""MSV1-55DA3FE48DD6787B""}",SYNTHETIC
TRACE-AAE04D2042F106A6,SYN-REQ-00667,SYNTHETIC_DATA_GENERATION,"{""title"": ""LEATHER CHEMICAL TESTS PREPARATION OF CHEMICAL TEST SAMPLES""}","{""standard_id"": ""MSV1-AFED1FD16B0FE120""}",SYNTHETIC
TRACE-0673721FEFA14A38,SYN-REQ-00668,SYNTHETIC_DATA_GENERATION,"{""title"": ""Acoustics \u2014 Noise Emitted by Machinery and Equipment \u2014 Determination of Emission Sound Pressure Levels at a Work Station and at other Specified Positions Applying Accurate Environmental Corrections""}","{""standard_id"": ""MSV1-1BB55FA3BFB65382""}",SYNTHETIC
TRACE-4332030D12C71C38,SYN-REQ-00669,SYNTHETIC_DATA_GENERATION,"{""title"": ""Ophthalmic instruments - Trial case lenses""}","{""standard_id"": ""MSV1-7E6FEDE799600050""}",SYNTHETIC
TRACE-8310EB85B529BA78,SYN-REQ-00670,SYNTHETIC_DATA_GENERATION,"{""title"": ""Textiles Tests for colour fastness Part X07: Colour fastness to cross-dyeing: Wool""}","{""standard_id"": ""MSV1-C68035E0AFA36D1F""}",SYNTHETIC
TRACE-34DA36960ED422E8,SYN-REQ-00671,SYNTHETIC_DATA_GENERATION,"{""title"": ""Tool holders with rectangular shank for indexable inserts: Part 14 Style H""}","{""standard_id"": ""MSV1-9469A7DD37E09DC4""}",SYNTHETIC
TRACE-173131B02570BB2F,SYN-REQ-00672,SYNTHETIC_DATA_GENERATION,"{""title"": ""Methods of test for styrene - Butadiene rubber (Sbr) latices: Part 2 determination of density sbrl:6 (First Revision)""}","{""standard_id"": ""MSV1-D85DEC6E6E125A81""}",SYNTHETIC
TRACE-C6BE591851C6623C,SYN-REQ-00673,SYNTHETIC_DATA_GENERATION,"{""title"": ""Health informatics - Digital imaging and communication in medicine (DICOM) including workflow and data management (First Revision)""}","{""standard_id"": ""MSV1-1CC877FA087FBC22""}",SYNTHETIC
TRACE-D75A59EF50E09EAA,SYN-REQ-00674,SYNTHETIC_DATA_GENERATION,"{""title"": ""Principles of design construction and Use of liquid-In-Glass Thermometers (Second Revision)""}","{""standard_id"": ""MSV1-F5381FB562A81827""}",SYNTHETIC
TRACE-1F88D5F51A56F607,SYN-REQ-00675,SYNTHETIC_DATA_GENERATION,"{""title"": ""Methods for determination of mass of zinc coating on zinc coated iron and steel articles""}","{""standard_id"": ""MSV1-044AFD5E2D4C36C5""}",SYNTHETIC
TRACE-2314301B6C9F6CE8,SYN-REQ-00676,SYNTHETIC_DATA_GENERATION,"{""title"": ""Gum karaya, food grade - Specification (first revision)""}","{""standard_id"": ""MSV1-3F61A6872CF3F50E""}",SYNTHETIC
TRACE-05B58F5F7132FE98,SYN-REQ-00677,SYNTHETIC_DATA_GENERATION,"{""title"": ""Textile machinery \u2013 Hand-operated, single bed type, domestic knitting machines \u2013 Specification""}","{""standard_id"": ""MSV1-D2149388C0441848""}",SYNTHETIC
TRACE-E98CF4A0A68F2DB8,SYN-REQ-00678,SYNTHETIC_DATA_GENERATION,"{""title"": ""Ergonomic design for the safety of machinery: Part 2 principles for determining the dimensions required for access openings""}","{""standard_id"": ""MSV1-E785DBC00E8EF407""}",SYNTHETIC
TRACE-F308D025856DEBAB,SYN-REQ-00679,SYNTHETIC_DATA_GENERATION,"{""title"": ""SPECIFICATION FOR THROWING HAMMERS (Second Revision)""}","{""standard_id"": ""MSV1-753E580AE67D1F8B""}",SYNTHETIC
TRACE-70D3A862825F703B,SYN-REQ-00680,SYNTHETIC_DATA_GENERATION,"{""title"": ""Information and Documentation \u2014 International Standard Serial Number ( ISSN ) ( Third Revision )""}","{""standard_id"": ""MSV1-65EF867D9EA26860""}",SYNTHETIC
TRACE-5A482812DDD7C5B7,SYN-REQ-00681,SYNTHETIC_DATA_GENERATION,"{""title"": ""Poly (Ethylene Terephthalate) (PET) Containers for the Packaging of Solid and Semi-Solid Foods including Vanaspati - Specification (first revision)""}","{""standard_id"": ""MSV1-141BBFBB3D5B85AE""}",SYNTHETIC
TRACE-FD7CF5145AC82A57,SYN-REQ-00682,SYNTHETIC_DATA_GENERATION,"{""title"": ""Specification for hot asphalt mixing plants""}","{""standard_id"": ""MSV1-368B3AA582C8F66F""}",SYNTHETIC
TRACE-EF3BA5BFB66E2CE2,SYN-REQ-00683,SYNTHETIC_DATA_GENERATION,"{""title"": ""Control of asbestos emission - Recommendations: Part 2 milling of asbestos ore (First Revision)""}","{""standard_id"": ""MSV1-2047B4B35339D861""}",SYNTHETIC
TRACE-12D80B3735BF6139,SYN-REQ-00684,SYNTHETIC_DATA_GENERATION,"{""title"": ""Health Informatics Identification of Medicinal Products Data Elements and Structures for the Unique Identification and Exchange of Regulated Medicinal Product Information""}","{""standard_id"": ""MSV1-BC4139CD24837340""}",SYNTHETIC
TRACE-C3E9CE7142787B51,SYN-REQ-00685,SYNTHETIC_DATA_GENERATION,"{""title"": ""Code of practice for earthing (Second Revision)""}","{""standard_id"": ""MSV1-6BF3A7CB50BB17D9""}",SYNTHETIC
TRACE-6ED593582E859E78,SYN-REQ-00686,SYNTHETIC_DATA_GENERATION,"{""title"": ""Dental rotary instruments Laboratory abrasive instruments""}","{""standard_id"": ""MSV1-97C9FBC010D001BD""}",SYNTHETIC
TRACE-3957AD5685951294,SYN-REQ-00687,SYNTHETIC_DATA_GENERATION,"{""title"": ""Specification for brushes, push-sweeping (Without Handle)""}","{""standard_id"": ""MSV1-93C384AA47C60071""}",SYNTHETIC
TRACE-63CBA8E22B8A13D7,SYN-REQ-00688,SYNTHETIC_DATA_GENERATION,"{""title"": ""Resin based reactive compounds used for electrical insulation: Part 2 methods of test (First Revision)""}","{""standard_id"": ""MSV1-80011CF861C90F2F""}",SYNTHETIC
TRACE-D986822BAE2CF4CA,SYN-REQ-00689,SYNTHETIC_DATA_GENERATION,"{""title"": ""Guide for performance characterization of dosimeters and dosimetry systems for use in radiation processing""}","{""standard_id"": ""MSV1-E38C189DEDE4CB57""}",SYNTHETIC
TRACE-B1B7E749B458CF4F,SYN-REQ-00690,SYNTHETIC_DATA_GENERATION,"{""title"": ""Electric stoves - Specification (Second Revision)""}","{""standard_id"": ""MSV1-8D02AE86C5948582""}",SYNTHETIC
TRACE-D1EE8C18CDF8919F,SYN-REQ-00691,SYNTHETIC_DATA_GENERATION,"{""title"": ""Textile Machinery and Accessories - Pattern Disks and Pattern Chains for Warp Knitting Machines - Vocabulary and Symbols""}","{""standard_id"": ""MSV1-51FC6793793095E2""}",SYNTHETIC
TRACE-2B0BD4BCEC990B83,SYN-REQ-00692,SYNTHETIC_DATA_GENERATION,"{""title"": ""Ships and marine technology - Launching appliances for davit - Launched lifeboats (Second Revision)""}","{""standard_id"": ""MSV1-5F957CED50BA1EEE""}",SYNTHETIC
TRACE-30C4E4C1C69C179B,SYN-REQ-00693,SYNTHETIC_DATA_GENERATION,"{""title"": ""Information technology Radio frequency identification for item management Part 62: Parameters for air interface communications at 860MHz to 960 MHz Type B""}","{""standard_id"": ""MSV1-81E77726E7282BF8""}",SYNTHETIC
TRACE-CDABE811B995BBC0,SYN-REQ-00694,SYNTHETIC_DATA_GENERATION,"{""title"": ""Wind Energy Generation Systems Part 50 Wind measurement Sec 1 Application of meteorological mast, nacelle and spinner mounted instruments""}","{""standard_id"": ""MSV1-65CC07EACA24F0AA""}",SYNTHETIC
TRACE-4DA0821E249B308F,SYN-REQ-00695,SYNTHETIC_DATA_GENERATION,"{""title"": ""Slotted set screws with flat point - Specification First Revision of IS 15628 ICS 2106010""}","{""standard_id"": ""MSV1-D7AAADEF9899C7AB""}",SYNTHETIC
TRACE-65895FD44920F7AE,SYN-REQ-00696,SYNTHETIC_DATA_GENERATION,"{""title"": ""Horology -- Gauges for watch bezel and back covers -- Dimensions and tolerances""}","{""standard_id"": ""MSV1-C187F61EEE4C1606""}",SYNTHETIC
TRACE-E92A2AF2F7ACD572,SYN-REQ-00697,SYNTHETIC_DATA_GENERATION,"{""title"": ""Environmental management systems Guidelines for incorporating material circulation in design and development""}","{""standard_id"": ""MSV1-D1D1850870F8FA55""}",SYNTHETIC
TRACE-7E9EDE51D7DFF8A5,SYN-REQ-00698,SYNTHETIC_DATA_GENERATION,"{""title"": ""Dentistry - Number coding system for rotary instruments Part 3 Specific characteristics of burs and cutters""}","{""standard_id"": ""MSV1-C60A911679A1206B""}",SYNTHETIC
TRACE-3BF0A382C2381848,SYN-REQ-00699,SYNTHETIC_DATA_GENERATION,"{""title"": ""Dried Silk Worm Pupae as Poultry Feed Ingredient \u2014 Specification ( First Revision )""}","{""standard_id"": ""MSV1-92A822FD7A87683B""}",SYNTHETIC
TRACE-2E6A523515EE2494,SYN-REQ-00700,SYNTHETIC_DATA_GENERATION,"{""title"": ""Information technology - Data communication - 37 - Pole DTE/DCE interface connector and contact number assignments (First Revision)""}","{""standard_id"": ""MSV1-E770A00BCF5240C0""}",SYNTHETIC
TRACE-F7B9DD9B67D1A405,SYN-REQ-00701,SYNTHETIC_DATA_GENERATION,"{""title"": ""Industrial fasteners - Threaded steel fasteners - Technical supply conditions: Part 19 axial load fatigue testing of bolts, screws and studs""}","{""standard_id"": ""MSV1-9F1EEC0F1B6001DA""}",SYNTHETIC
TRACE-599D5BD924C8F18D,SYN-REQ-00702,SYNTHETIC_DATA_GENERATION,"{""title"": ""Fire protection of electronic data processing installation - Code of practice (First Revision)""}","{""standard_id"": ""MSV1-FABDD023AD3FEDDD""}",SYNTHETIC
