query_id,query,language,script,standard_id,translation_type,validation_status,record_type,synthetic_flag
MQ-88D2D38E205DB456,[SYNTHETIC_KN_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Methods of measurement of electrical characteristics of microwave tubes: Part 6 low - Power oscillator klystrons,Kannada,LATIN_OR_PLACEHOLDER,MSV1-948A77D73DF83075,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-64680B0670AE91BE,[SYNTHETIC_BN_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Methods of measurement of electrical characteristics of microwave tubes: Part 6 low - Power oscillator klystrons,Bengali,LATIN_OR_PLACEHOLDER,MSV1-948A77D73DF83075,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-749809C6A249865A,[SYNTHETIC_MR_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Methods of measurement of electrical characteristics of microwave tubes: Part 6 low - Power oscillator klystrons,Marathi,LATIN_OR_PLACEHOLDER,MSV1-948A77D73DF83075,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-A503656D006DEBC5,[SYNTHETIC_GU_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Methods of measurement of electrical characteristics of microwave tubes: Part 6 low - Power oscillator klystrons,Gujarati,LATIN_OR_PLACEHOLDER,MSV1-948A77D73DF83075,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-C0CAB7802ABA9769,Need applicable Indian standard for Acceptance Tests for CO2-laser Beam Machines for High Quality Welding and Cutting Part 2 Measurement of Static and Dynamic Accuracy,English,LATIN_OR_PLACEHOLDER,MSV1-785A786415B7703D,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-3D4DDEDEECE61FC5,[SYNTHETIC_TA_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Acceptance Tests for CO2-laser Beam Machines for High Quality Welding and Cutting Part 2 Measurement of Static and Dynamic Accuracy,Tamil,LATIN_OR_PLACEHOLDER,MSV1-785A786415B7703D,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-55440E36E18CBD98,[SYNTHETIC_HI_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Acceptance Tests for CO2-laser Beam Machines for High Quality Welding and Cutting Part 2 Measurement of Static and Dynamic Accuracy,Hindi,LATIN_OR_PLACEHOLDER,MSV1-785A786415B7703D,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-FDCF56CCFDD76061,[SYNTHETIC_ML_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Acceptance Tests for CO2-laser Beam Machines for High Quality Welding and Cutting Part 2 Measurement of Static and Dynamic Accuracy,Malayalam,LATIN_OR_PLACEHOLDER,MSV1-785A786415B7703D,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-C3235F95CE142432,[SYNTHETIC_TE_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Acceptance Tests for CO2-laser Beam Machines for High Quality Welding and Cutting Part 2 Measurement of Static and Dynamic Accuracy,Telugu,LATIN_OR_PLACEHOLDER,MSV1-785A786415B7703D,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-E399D932B2032025,[SYNTHETIC_KN_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Acceptance Tests for CO2-laser Beam Machines for High Quality Welding and Cutting Part 2 Measurement of Static and Dynamic Accuracy,Kannada,LATIN_OR_PLACEHOLDER,MSV1-785A786415B7703D,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-B794ED2C4612D097,[SYNTHETIC_BN_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Acceptance Tests for CO2-laser Beam Machines for High Quality Welding and Cutting Part 2 Measurement of Static and Dynamic Accuracy,Bengali,LATIN_OR_PLACEHOLDER,MSV1-785A786415B7703D,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-7A2143C48E1DDCE9,[SYNTHETIC_MR_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Acceptance Tests for CO2-laser Beam Machines for High Quality Welding and Cutting Part 2 Measurement of Static and Dynamic Accuracy,Marathi,LATIN_OR_PLACEHOLDER,MSV1-785A786415B7703D,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-5E479B16405A705C,[SYNTHETIC_GU_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Acceptance Tests for CO2-laser Beam Machines for High Quality Welding and Cutting Part 2 Measurement of Static and Dynamic Accuracy,Gujarati,LATIN_OR_PLACEHOLDER,MSV1-785A786415B7703D,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-8B4F2A7D99CFF242,Need applicable Indian standard for Maintenance of fire hose - Code of practice,English,LATIN_OR_PLACEHOLDER,MSV1-5CC32983B471916F,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-FEDF60C81FD463C8,[SYNTHETIC_TA_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Maintenance of fire hose - Code of practice,Tamil,LATIN_OR_PLACEHOLDER,MSV1-5CC32983B471916F,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-2ACEB37C8D0BE65A,[SYNTHETIC_HI_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Maintenance of fire hose - Code of practice,Hindi,LATIN_OR_PLACEHOLDER,MSV1-5CC32983B471916F,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-468FC30345C725F9,[SYNTHETIC_ML_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Maintenance of fire hose - Code of practice,Malayalam,LATIN_OR_PLACEHOLDER,MSV1-5CC32983B471916F,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-5FA91D1CB766CD35,[SYNTHETIC_TE_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Maintenance of fire hose - Code of practice,Telugu,LATIN_OR_PLACEHOLDER,MSV1-5CC32983B471916F,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-6EFF1EBF0C40CCFE,[SYNTHETIC_KN_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Maintenance of fire hose - Code of practice,Kannada,LATIN_OR_PLACEHOLDER,MSV1-5CC32983B471916F,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-4D3850C296659570,[SYNTHETIC_BN_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Maintenance of fire hose - Code of practice,Bengali,LATIN_OR_PLACEHOLDER,MSV1-5CC32983B471916F,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-D33B97729B6D0D81,[SYNTHETIC_MR_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Maintenance of fire hose - Code of practice,Marathi,LATIN_OR_PLACEHOLDER,MSV1-5CC32983B471916F,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-43525DE04E67C28D,[SYNTHETIC_GU_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Maintenance of fire hose - Code of practice,Gujarati,LATIN_OR_PLACEHOLDER,MSV1-5CC32983B471916F,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-84608471DC290264,Need applicable Indian standard for Bicycles — Hub Assembly — Specification (Fourth Revision),English,LATIN_OR_PLACEHOLDER,MSV1-BFF138AE3D654175,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-A2F5A1928896EC25,[SYNTHETIC_TA_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Bicycles — Hub Assembly — Specification (Fourth Revision),Tamil,LATIN_OR_PLACEHOLDER,MSV1-BFF138AE3D654175,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-602DAA1DBD5A3B24,[SYNTHETIC_HI_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Bicycles — Hub Assembly — Specification (Fourth Revision),Hindi,LATIN_OR_PLACEHOLDER,MSV1-BFF138AE3D654175,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-8E7A746DACAAE9F3,[SYNTHETIC_ML_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Bicycles — Hub Assembly — Specification (Fourth Revision),Malayalam,LATIN_OR_PLACEHOLDER,MSV1-BFF138AE3D654175,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-6B2C46C2A2661B1D,[SYNTHETIC_TE_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Bicycles — Hub Assembly — Specification (Fourth Revision),Telugu,LATIN_OR_PLACEHOLDER,MSV1-BFF138AE3D654175,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-5A78CD429772398E,[SYNTHETIC_KN_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Bicycles — Hub Assembly — Specification (Fourth Revision),Kannada,LATIN_OR_PLACEHOLDER,MSV1-BFF138AE3D654175,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-1B5BCAB63D701C7E,[SYNTHETIC_BN_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Bicycles — Hub Assembly — Specification (Fourth Revision),Bengali,LATIN_OR_PLACEHOLDER,MSV1-BFF138AE3D654175,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-69E65101AAD6DD9B,[SYNTHETIC_MR_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Bicycles — Hub Assembly — Specification (Fourth Revision),Marathi,LATIN_OR_PLACEHOLDER,MSV1-BFF138AE3D654175,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-77D05DEAB5D1BE4D,[SYNTHETIC_GU_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Bicycles — Hub Assembly — Specification (Fourth Revision),Gujarati,LATIN_OR_PLACEHOLDER,MSV1-BFF138AE3D654175,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-1656D4D8DEEBB537,Need applicable Indian standard for Graphical Symbols for Diagrams in the field of Electrotechnology,English,LATIN_OR_PLACEHOLDER,MSV1-2B26777F8538EDD1,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-99A87DAA84A41AFC,[SYNTHETIC_TA_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Graphical Symbols for Diagrams in the field of Electrotechnology,Tamil,LATIN_OR_PLACEHOLDER,MSV1-2B26777F8538EDD1,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-1BF825B1D07EBF3F,[SYNTHETIC_HI_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Graphical Symbols for Diagrams in the field of Electrotechnology,Hindi,LATIN_OR_PLACEHOLDER,MSV1-2B26777F8538EDD1,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-3ED886B0E394C346,[SYNTHETIC_ML_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Graphical Symbols for Diagrams in the field of Electrotechnology,Malayalam,LATIN_OR_PLACEHOLDER,MSV1-2B26777F8538EDD1,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-BF4DEE10B08074F9,[SYNTHETIC_TE_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Graphical Symbols for Diagrams in the field of Electrotechnology,Telugu,LATIN_OR_PLACEHOLDER,MSV1-2B26777F8538EDD1,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-7E200F1A0E2ACC94,[SYNTHETIC_KN_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Graphical Symbols for Diagrams in the field of Electrotechnology,Kannada,LATIN_OR_PLACEHOLDER,MSV1-2B26777F8538EDD1,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-EE34C6C5DE00932D,[SYNTHETIC_BN_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Graphical Symbols for Diagrams in the field of Electrotechnology,Bengali,LATIN_OR_PLACEHOLDER,MSV1-2B26777F8538EDD1,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-6678E27B54A1FE4C,[SYNTHETIC_MR_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Graphical Symbols for Diagrams in the field of Electrotechnology,Marathi,LATIN_OR_PLACEHOLDER,MSV1-2B26777F8538EDD1,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-FB3E558520219744,[SYNTHETIC_GU_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Graphical Symbols for Diagrams in the field of Electrotechnology,Gujarati,LATIN_OR_PLACEHOLDER,MSV1-2B26777F8538EDD1,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-124B5B3628B948BA,Need applicable Indian standard for Heat strengthened glass - Specification,English,LATIN_OR_PLACEHOLDER,MSV1-8A2D0702EFD83A5E,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-B6229075A739111B,[SYNTHETIC_TA_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Heat strengthened glass - Specification,Tamil,LATIN_OR_PLACEHOLDER,MSV1-8A2D0702EFD83A5E,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-3377380EB3DC1320,[SYNTHETIC_HI_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Heat strengthened glass - Specification,Hindi,LATIN_OR_PLACEHOLDER,MSV1-8A2D0702EFD83A5E,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-A569F66DD340C532,[SYNTHETIC_ML_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Heat strengthened glass - Specification,Malayalam,LATIN_OR_PLACEHOLDER,MSV1-8A2D0702EFD83A5E,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-08F63DB71357BE5B,[SYNTHETIC_TE_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Heat strengthened glass - Specification,Telugu,LATIN_OR_PLACEHOLDER,MSV1-8A2D0702EFD83A5E,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-BF8F9FB5CFF3960C,[SYNTHETIC_KN_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Heat strengthened glass - Specification,Kannada,LATIN_OR_PLACEHOLDER,MSV1-8A2D0702EFD83A5E,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-FDE9A599A977715C,[SYNTHETIC_BN_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Heat strengthened glass - Specification,Bengali,LATIN_OR_PLACEHOLDER,MSV1-8A2D0702EFD83A5E,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-106221E71C32C5CA,[SYNTHETIC_MR_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Heat strengthened glass - Specification,Marathi,LATIN_OR_PLACEHOLDER,MSV1-8A2D0702EFD83A5E,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-8AFFAEFA6E6839AF,[SYNTHETIC_GU_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Heat strengthened glass - Specification,Gujarati,LATIN_OR_PLACEHOLDER,MSV1-8A2D0702EFD83A5E,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-AE749CB3CDF35118,Need applicable Indian standard for Textiles – Tests for colour fastness Part X08 Colour fastness to degumming,English,LATIN_OR_PLACEHOLDER,MSV1-CE34C671B1A5C2A1,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-FD2FC289FB40D6F4,[SYNTHETIC_TA_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Textiles – Tests for colour fastness Part X08 Colour fastness to degumming,Tamil,LATIN_OR_PLACEHOLDER,MSV1-CE34C671B1A5C2A1,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-97DA5832BCD7CA6A,[SYNTHETIC_HI_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Textiles – Tests for colour fastness Part X08 Colour fastness to degumming,Hindi,LATIN_OR_PLACEHOLDER,MSV1-CE34C671B1A5C2A1,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-9564A81C6D98D886,[SYNTHETIC_ML_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Textiles – Tests for colour fastness Part X08 Colour fastness to degumming,Malayalam,LATIN_OR_PLACEHOLDER,MSV1-CE34C671B1A5C2A1,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-29FFC3604DEEF26A,[SYNTHETIC_TE_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Textiles – Tests for colour fastness Part X08 Colour fastness to degumming,Telugu,LATIN_OR_PLACEHOLDER,MSV1-CE34C671B1A5C2A1,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-DA11A2AC4AD400BE,[SYNTHETIC_KN_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Textiles – Tests for colour fastness Part X08 Colour fastness to degumming,Kannada,LATIN_OR_PLACEHOLDER,MSV1-CE34C671B1A5C2A1,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-6E613D70CA48A3F0,[SYNTHETIC_BN_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Textiles – Tests for colour fastness Part X08 Colour fastness to degumming,Bengali,LATIN_OR_PLACEHOLDER,MSV1-CE34C671B1A5C2A1,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-8DB0DC57A462F4D9,[SYNTHETIC_MR_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Textiles – Tests for colour fastness Part X08 Colour fastness to degumming,Marathi,LATIN_OR_PLACEHOLDER,MSV1-CE34C671B1A5C2A1,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-331761FE0134BC56,[SYNTHETIC_GU_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Textiles – Tests for colour fastness Part X08 Colour fastness to degumming,Gujarati,LATIN_OR_PLACEHOLDER,MSV1-CE34C671B1A5C2A1,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-C563CAFDED40678A,Need applicable Indian standard for Information technology Radio frequency identification for item management Part 6: Parameters for air interface communications at 860 MHz to 960 MHz General,English,LATIN_OR_PLACEHOLDER,MSV1-7577AA8ECFF83147,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-D94859A1AB3373B5,[SYNTHETIC_TA_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Information technology Radio frequency identification for item management Part 6: Parameters for air interface communications at 860 MHz to 960 MHz General,Tamil,LATIN_OR_PLACEHOLDER,MSV1-7577AA8ECFF83147,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-2AD2038B0DF9E606,[SYNTHETIC_HI_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Information technology Radio frequency identification for item management Part 6: Parameters for air interface communications at 860 MHz to 960 MHz General,Hindi,LATIN_OR_PLACEHOLDER,MSV1-7577AA8ECFF83147,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-797962EBB856D74B,[SYNTHETIC_ML_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Information technology Radio frequency identification for item management Part 6: Parameters for air interface communications at 860 MHz to 960 MHz General,Malayalam,LATIN_OR_PLACEHOLDER,MSV1-7577AA8ECFF83147,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-30F674498151E137,[SYNTHETIC_TE_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Information technology Radio frequency identification for item management Part 6: Parameters for air interface communications at 860 MHz to 960 MHz General,Telugu,LATIN_OR_PLACEHOLDER,MSV1-7577AA8ECFF83147,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-148804E0B6338E9E,[SYNTHETIC_KN_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Information technology Radio frequency identification for item management Part 6: Parameters for air interface communications at 860 MHz to 960 MHz General,Kannada,LATIN_OR_PLACEHOLDER,MSV1-7577AA8ECFF83147,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-804AFE1BF5775478,[SYNTHETIC_BN_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Information technology Radio frequency identification for item management Part 6: Parameters for air interface communications at 860 MHz to 960 MHz General,Bengali,LATIN_OR_PLACEHOLDER,MSV1-7577AA8ECFF83147,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-2DCFEF9ED7C7BE20,[SYNTHETIC_MR_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Information technology Radio frequency identification for item management Part 6: Parameters for air interface communications at 860 MHz to 960 MHz General,Marathi,LATIN_OR_PLACEHOLDER,MSV1-7577AA8ECFF83147,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-93852906388BBC3D,[SYNTHETIC_GU_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Information technology Radio frequency identification for item management Part 6: Parameters for air interface communications at 860 MHz to 960 MHz General,Gujarati,LATIN_OR_PLACEHOLDER,MSV1-7577AA8ECFF83147,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-F7DD49447EB59719,Need applicable Indian standard for Specification for cartons for non - Soapy detergents,English,LATIN_OR_PLACEHOLDER,MSV1-387C3FAAE82E6619,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-F4F63B5A1AC125C5,[SYNTHETIC_TA_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Specification for cartons for non - Soapy detergents,Tamil,LATIN_OR_PLACEHOLDER,MSV1-387C3FAAE82E6619,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-5C1B457EA086115E,[SYNTHETIC_HI_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Specification for cartons for non - Soapy detergents,Hindi,LATIN_OR_PLACEHOLDER,MSV1-387C3FAAE82E6619,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-FBAD9DED0BDDDE74,[SYNTHETIC_ML_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Specification for cartons for non - Soapy detergents,Malayalam,LATIN_OR_PLACEHOLDER,MSV1-387C3FAAE82E6619,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-32CB2CF20F603280,[SYNTHETIC_TE_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Specification for cartons for non - Soapy detergents,Telugu,LATIN_OR_PLACEHOLDER,MSV1-387C3FAAE82E6619,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-D355EF9F6D51EBE2,[SYNTHETIC_KN_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Specification for cartons for non - Soapy detergents,Kannada,LATIN_OR_PLACEHOLDER,MSV1-387C3FAAE82E6619,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-0FA81DA9E0E3F0A6,[SYNTHETIC_BN_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Specification for cartons for non - Soapy detergents,Bengali,LATIN_OR_PLACEHOLDER,MSV1-387C3FAAE82E6619,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
