entity_id,requirement_id,entity_text,entity_type,normalized_value,source,validation_status
PE-2E2C179BFC57A0DF,SYN-REQ-00892,Guide for evaluation of insulation systems of electrical equipment: Part 5 mechanical endurance functional tests,PRODUCT_OR_SUBJECT,guide for evaluation of insulation systems of electrical equipment part 5 mechanical endurance functional tests,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-88AF7D1398520158,SYN-REQ-00893,Textile machinery and accessories – Needles for knitting machines – Terminology Part 1 Latch type needles,PRODUCT_OR_SUBJECT,textile machinery and accessories needles for knitting machines terminology part 1 latch type needles,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-FAAC0353257CB2B6,SYN-REQ-00894,Bulk handling equipment - Stacker (Rail Mounted): Part 2 data to be furnished by the purchaser,PRODUCT_OR_SUBJECT,bulk handling equipment stacker rail mounted part 2 data to be furnished by the purchaser,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-5D429799B3728572,SYN-REQ-00895,Specification for canned parwal,PRODUCT_OR_SUBJECT,specification for canned parwal,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-5675A4AD654CEAFB,SYN-REQ-00896,Recommendations for type selection of feeders (First Revision),PRODUCT_OR_SUBJECT,recommendations for type selection of feeders first revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-E600F9262F45D680,SYN-REQ-00897,"Coloured chalks, moulded ? Specification (First Revision)",PRODUCT_OR_SUBJECT,coloured chalks moulded specification first revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-DAACD3E508C34D81,SYN-REQ-00898,MEAT PRODUCTS AND MEAT ANIMALS - TERMINOLOGY PART 2 : OTHER THAN POULTRY,PRODUCT_OR_SUBJECT,meat products and meat animals terminology part 2 other than poultry,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-0E9E5629174E2349,SYN-REQ-00899,Specification for thigh band for orthopaedic calipers and braces,PRODUCT_OR_SUBJECT,specification for thigh band for orthopaedic calipers and braces,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-8F8CC66E65736D06,SYN-REQ-00900,Specification - For wood and leather marking punches (First Revision),PRODUCT_OR_SUBJECT,specification for wood and leather marking punches first revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-E7BF052AE915CAEA,SYN-REQ-00901,SILVERED GLASS MIRRORS FOR GENERAL PURPOSES - SPECIFICATION (Third revision),PRODUCT_OR_SUBJECT,silvered glass mirrors for general purposes specification third revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-5FF9AA030FF4D2CF,SYN-REQ-00902,Installations for Electroheating and Electromagnetic Processing - Test Methods for Electroslag Remelting Furnaces (First Revision),PRODUCT_OR_SUBJECT,installations for electroheating and electromagnetic processing test methods for electroslag remelting furnaces first revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-960DA39829C12A70,SYN-REQ-00903,Road construction and road maintenance machinery and equipment - Basic types - Identification and description,PRODUCT_OR_SUBJECT,road construction and road maintenance machinery and equipment basic types identification and description,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-F158B0A03CCB1906,SYN-REQ-00904,Crop protection equipment - Air-assisted sprayers - Dimentsions of Nozzle Swivel Nuts (first revision ),PRODUCT_OR_SUBJECT,crop protection equipment air assisted sprayers dimentsions of nozzle swivel nuts first revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-D2530B7AFC8CB7A6,SYN-REQ-00905,Geotextiles - Method for determination of trapezoid tearing strength (first revision ),PRODUCT_OR_SUBJECT,geotextiles method for determination of trapezoid tearing strength first revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-22F9E567F38FA837,SYN-REQ-00906,Ophthalmic optics Semi-finished spectacle lens blanks Part 1: Specifications for single-vision and multifocal lens blanks,PRODUCT_OR_SUBJECT,ophthalmic optics semi finished spectacle lens blanks part 1 specifications for single vision and multifocal lens blanks,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-A07BEE13D2F2FFFA,SYN-REQ-00907,Non-returnable metal aerosol dispensers -- Specification (First Revision),PRODUCT_OR_SUBJECT,non returnable metal aerosol dispensers specification first revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-5708C1D948B057DE,SYN-REQ-00908,Terms and definitions of dimensions of two wheeled motor vehicles (First Revision),PRODUCT_OR_SUBJECT,terms and definitions of dimensions of two wheeled motor vehicles first revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-3CC4DE8F5572C341,SYN-REQ-00909,Anaesthetic and Respiratory Equipment- Oropharyngeal Airways,PRODUCT_OR_SUBJECT,anaesthetic and respiratory equipment oropharyngeal airways,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-DEC67B8F2ADBE389,SYN-REQ-00910,Sensory Analysis Methodology General Guidance,PRODUCT_OR_SUBJECT,sensory analysis methodology general guidance,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-64376F32819A444B,SYN-REQ-00911,"Cranes - Wire Ropes - Care and Maintenance, Inspection and Discard",PRODUCT_OR_SUBJECT,cranes wire ropes care and maintenance inspection and discard,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-012047DCE0479353,SYN-REQ-00912,Trailers for Agricultural Tractors — Specification Fourth Revision),PRODUCT_OR_SUBJECT,trailers for agricultural tractors specification fourth revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-6D65160E0BAC4FD2,SYN-REQ-00913,Coding of machine - Readable characters MICR And OCR for information processing (First Revision),PRODUCT_OR_SUBJECT,coding of machine readable characters micr and ocr for information processing first revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-B7151636477B35F3,SYN-REQ-00914,Cable accessories for extruded power cables - Specification: Part 1 for working voltages from 1.1 kV up to and including 3.3 kV (E) - Test methods and test requirements (First Revision),PRODUCT_OR_SUBJECT,cable accessories for extruded power cables specification part 1 for working voltages from 1 1 kv up to and including 3 3 kv e test methods and test requirements first revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-6259EEF7D37A24DD,SYN-REQ-00915,"Methods of tests for internal combustion, engines: Part 7 governing tests for constant speed engines and selection of engines for use with electrical generators",PRODUCT_OR_SUBJECT,methods of tests for internal combustion engines part 7 governing tests for constant speed engines and selection of engines for use with electrical generators,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-BD78F6B9DE040EEB,SYN-REQ-00916,"Tricyclazole, technical - Specification",PRODUCT_OR_SUBJECT,tricyclazole technical specification,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-D69FB8ED5C5DCA9D,SYN-REQ-00917,Dimensions for modular units for machine tool construction - Multi - Spindle heads - Casing and input drive shaft dimensions,PRODUCT_OR_SUBJECT,dimensions for modular units for machine tool construction multi spindle heads casing and input drive shaft dimensions,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-51C152DEB4817546,SYN-REQ-00918,GAS CYLINDERS REFILLABLE COMPOSITE REINFORCED TUBES OF WATER CAPACITY BETWEEN 450 L AND 3 000 L DESIGN CONSTRUCTION AND TESTING,PRODUCT_OR_SUBJECT,gas cylinders refillable composite reinforced tubes of water capacity between 450 l and 3 000 l design construction and testing,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-30FC36FC54AD0658,SYN-REQ-00919,Commercial Cooking Ranges Including Grillers for Use with Liquefied Petroleum Gases - Specification (First Revision),PRODUCT_OR_SUBJECT,commercial cooking ranges including grillers for use with liquefied petroleum gases specification first revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-DC1F8D59DB2BF47A,SYN-REQ-00920,Methods of test for petroleum and its products Part Determination of the dropping point of grease with an automatic apparatus,PRODUCT_OR_SUBJECT,methods of test for petroleum and its products part determination of the dropping point of grease with an automatic apparatus,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-2A4602410B6C8B32,SYN-REQ-00921,Transmission steel roller chains and chain wheels for oil field applications - Specification,PRODUCT_OR_SUBJECT,transmission steel roller chains and chain wheels for oil field applications specification,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-44503EA59DDDC7EA,SYN-REQ-00922,Ink Numbering - Specification (First Revision),PRODUCT_OR_SUBJECT,ink numbering specification first revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-7828C17D41B87E98,SYN-REQ-00923,Specification for Cheese Mill,PRODUCT_OR_SUBJECT,specification for cheese mill,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-924324A84E5EB724,SYN-REQ-00924,GALLERIES AND OTHER OPENINGS IN DAMS - CODE OF PRACTICE : PART 2 STRUCTURAL DESIGN,PRODUCT_OR_SUBJECT,galleries and other openings in dams code of practice part 2 structural design,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-7F87111104AF8DDD,SYN-REQ-00925,Requirements for Contactless Delivery Services in Cold Chain Logistics,PRODUCT_OR_SUBJECT,requirements for contactless delivery services in cold chain logistics,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-FC88284A22EAA4EB,SYN-REQ-00926,"Ceramic Tiles — Methods of Test, Sampling and Basis for Acceptance Part 8 Determination of Stain and Chemical Resistance of Glazed Tiles ( Second Revision )",PRODUCT_OR_SUBJECT,ceramic tiles methods of test sampling and basis for acceptance part 8 determination of stain and chemical resistance of glazed tiles second revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-3CC0EA5E9EBACCD5,SYN-REQ-00927,Tests for agricultural and water supply pumps - Code of acceptance (First Revision),PRODUCT_OR_SUBJECT,tests for agricultural and water supply pumps code of acceptance first revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-F0B2EAD5B96A9AF1,SYN-REQ-00928,"Specifications for particular types of winding wires: Part 53 aromatic polyimide (Aramid) tape wrapped rectangular copper wire, temperature index 220 (First Revision)",PRODUCT_OR_SUBJECT,specifications for particular types of winding wires part 53 aromatic polyimide aramid tape wrapped rectangular copper wire temperature index 220 first revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-5B2B4A82DEEBEE2C,SYN-REQ-00929,Specification for basketball frames (First Revision),PRODUCT_OR_SUBJECT,specification for basketball frames first revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-AF4DF0BA1EF17762,SYN-REQ-00930,Forestry Tools - Tree Marking Digit Set - Specification,PRODUCT_OR_SUBJECT,forestry tools tree marking digit set specification,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-B73E95F725B7E669,SYN-REQ-00931,Machine tools -- Positive drive of morse tapers,PRODUCT_OR_SUBJECT,machine tools positive drive of morse tapers,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-583A5FC5E2EF3754,SYN-REQ-00932,Medical electrical equipment Part 2 Particular requirements for the basic safety and essential performance Section 75 Photodynamic therapy and photodynamic diagnosis equipment,PRODUCT_OR_SUBJECT,medical electrical equipment part 2 particular requirements for the basic safety and essential performance section 75 photodynamic therapy and photodynamic diagnosis equipment,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-AF09E03540060D1C,SYN-REQ-00933,Specification for non - Load bearing gypsum partition blocks (Solid And Hollow Types) (First Revision),PRODUCT_OR_SUBJECT,specification for non load bearing gypsum partition blocks solid and hollow types first revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-BB1620D9B715D7C8,SYN-REQ-00934,"Ordering, Testing and Acceptance of Industrial Furnaces - Code Of Practice Part 1 Purchaser's Data Sheet For Ordering Of Industrial Furnaces",PRODUCT_OR_SUBJECT,ordering testing and acceptance of industrial furnaces code of practice part 1 purchaser s data sheet for ordering of industrial furnaces,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-CDEAC3889C59A191,SYN-REQ-00935,Capability of detection: Part 1 terms and definitions,PRODUCT_OR_SUBJECT,capability of detection part 1 terms and definitions,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-3E8D00CB6641BAA2,SYN-REQ-00936,Methods of sampling and test for oils and fats: Part 2 purity test (Third Revision),PRODUCT_OR_SUBJECT,methods of sampling and test for oils and fats part 2 purity test third revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-3B4EB022393F49DB,SYN-REQ-00937,Infant formula - Determination of nucleotides by liquid chromatography,PRODUCT_OR_SUBJECT,infant formula determination of nucleotides by liquid chromatography,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-6606FCF9D792C0A7,SYN-REQ-00938,Surge Arresters Part 5 Selection and Application Recommendations ( First Revision ),PRODUCT_OR_SUBJECT,surge arresters part 5 selection and application recommendations first revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-79D12027873447A7,SYN-REQ-00939,High Pressure Regulators and Adaptors for Use with Liquefied Petroleum Gases (LPG) — Specification (First Revision),PRODUCT_OR_SUBJECT,high pressure regulators and adaptors for use with liquefied petroleum gases lpg specification first revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-937772D0DD57D3CA,SYN-REQ-00940,"Requirements for sludge dewatering equipment: Part I Sludge drying beds-sand, gravel and underdrains",PRODUCT_OR_SUBJECT,requirements for sludge dewatering equipment part i sludge drying beds sand gravel and underdrains,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-F2DDFF4EB2B31BB1,SYN-REQ-00941,Specification for moulded rubberized coir cushioning (first revision),PRODUCT_OR_SUBJECT,specification for moulded rubberized coir cushioning first revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-D9D9830379CF455E,SYN-REQ-00942,Specification for core repairing paste for use in foundries,PRODUCT_OR_SUBJECT,specification for core repairing paste for use in foundries,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-A38C5747CE024719,SYN-REQ-00943,Electromagnetic Compatibility (EMC) Part 4 Testing & Measurement Techniques Section 35 HPEM Simulator Compendium,PRODUCT_OR_SUBJECT,electromagnetic compatibility emc part 4 testing measurement techniques section 35 hpem simulator compendium,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-1272C454E5FE1262,SYN-REQ-00944,PILE DRIVING HAMMER SPECIFICATION First Revision of IS 6426,PRODUCT_OR_SUBJECT,pile driving hammer specification first revision of is 6426,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-5A75F987A8FC5B2A,SYN-REQ-00945,Formed Ends for Tanks and Pressure Vessels - Specification Part 2 Based on Inside Diameter (Second Revision),PRODUCT_OR_SUBJECT,formed ends for tanks and pressure vessels specification part 2 based on inside diameter second revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-A83F85CC36FF3F49,SYN-REQ-00946,"Specification for Gag, Mouth, Lane’s Pattern",PRODUCT_OR_SUBJECT,specification for gag mouth lane s pattern,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-DC9FA65EC5D55F7F,SYN-REQ-00947,Photovoltaic (PV) module safety qualification: Part 2 requirements for testing (First Revision),PRODUCT_OR_SUBJECT,photovoltaic pv module safety qualification part 2 requirements for testing first revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-E8E05B9FF2AA651E,SYN-REQ-00948,Alpine Ski-Bindings- Lateral Release Under Impact Loading- Test Method,PRODUCT_OR_SUBJECT,alpine ski bindings lateral release under impact loading test method,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-4082ACA28A791295,SYN-REQ-00949,Pipe threads where pressure - Tight joints are not made on the threads - Verification by means of limit gauges (First Revision),PRODUCT_OR_SUBJECT,pipe threads where pressure tight joints are not made on the threads verification by means of limit gauges first revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-D1598BC98C12A93E,SYN-REQ-00950,Recommendations for Aperture Size of Sieves for Seed Cleaners ( First Revision ),PRODUCT_OR_SUBJECT,recommendations for aperture size of sieves for seed cleaners first revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-A2D8DA9E7C9D4861,SYN-REQ-00951,Hot rolled carbon steel strip for cold rolling purposes - Specification (Second Revision),PRODUCT_OR_SUBJECT,hot rolled carbon steel strip for cold rolling purposes specification second revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-243CCDB85A1B8A7C,SYN-REQ-00952,Mechanical structures for electronic equipment Dimensions of mechanical structures of the 482.6 mm 19 in series Part 3-100: Basic dimensions of front panels subracks chassis racks and cabinets,PRODUCT_OR_SUBJECT,mechanical structures for electronic equipment dimensions of mechanical structures of the 482 6 mm 19 in series part 3 100 basic dimensions of front panels subracks chassis racks and cabinets,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-4AC7748A96C93DE6,SYN-REQ-00953,Methods of test for clear finishes for wooden furniture: Part 5 test for low - Angle glare,PRODUCT_OR_SUBJECT,methods of test for clear finishes for wooden furniture part 5 test for low angle glare,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-A603C075ECB4471D,SYN-REQ-00954,Glossary of terms relating to copper and copper alloys: Part 2 unwrought and cast form,PRODUCT_OR_SUBJECT,glossary of terms relating to copper and copper alloys part 2 unwrought and cast form,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-2544E454421A22F7,SYN-REQ-00955,Code of Safety for Lead and its Compounds,PRODUCT_OR_SUBJECT,code of safety for lead and its compounds,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-85F73530B2A82B93,SYN-REQ-00956,Specification for carbon and low alloy steel forgings for fired and unfired pressure vessels,PRODUCT_OR_SUBJECT,specification for carbon and low alloy steel forgings for fired and unfired pressure vessels,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-46E9C5CF64536DB2,SYN-REQ-00957,Organic light emitting diode OLED displays - Part 6-4: Measuring methods of transparent properties,PRODUCT_OR_SUBJECT,organic light emitting diode oled displays part 6 4 measuring methods of transparent properties,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-7536234272F1F871,SYN-REQ-00958,"End - Suction centrifugal pumps (Rating 16 Bar) - Designation, nominal duty point and dimensions",PRODUCT_OR_SUBJECT,end suction centrifugal pumps rating 16 bar designation nominal duty point and dimensions,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-30B088E9E714BFDD,SYN-REQ-00959,Telecontrol equipment and systems: Part 5 transmission protocols: Sec 1 transmission frame formats,PRODUCT_OR_SUBJECT,telecontrol equipment and systems part 5 transmission protocols sec 1 transmission frame formats,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-9C6A8B26EE4EA688,SYN-REQ-00960,Methods for evaluation of quality of chicken eggs,PRODUCT_OR_SUBJECT,methods for evaluation of quality of chicken eggs,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-6E37C0E419C7FE69,SYN-REQ-00961,Specification for automatic steam traps for marine use: Part 2 classification,PRODUCT_OR_SUBJECT,specification for automatic steam traps for marine use part 2 classification,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-EA53A545D1C66EEF,SYN-REQ-00962,"Sodium Sulphite, Anhydrous, Photographic Grade - Specification (First Revision)",PRODUCT_OR_SUBJECT,sodium sulphite anhydrous photographic grade specification first revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-2722A351D8AFC2E8,SYN-REQ-00963,Optical Fibres Part 1 Measurement Methods and Test Procedures Section 47 Macrobending loss ( First Revision ),PRODUCT_OR_SUBJECT,optical fibres part 1 measurement methods and test procedures section 47 macrobending loss first revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-9FECE23F10C5BD24,SYN-REQ-00964,"Outdoor Type Oil Immersed Distribution Transformers Upto and Including 2 500 kVA, 33kV - Specification Part 1 Mineral Oil Immersed (Fourth Revision)",PRODUCT_OR_SUBJECT,outdoor type oil immersed distribution transformers upto and including 2 500 kva 33kv specification part 1 mineral oil immersed fourth revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-E9D00B55C54F72ED,SYN-REQ-00965,Specification for copper commutator bar (First Revision),PRODUCT_OR_SUBJECT,specification for copper commutator bar first revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-1FB691F86DAEDF15,SYN-REQ-00966,MAGNESIUM CHLORIDE SPECIFICATION,PRODUCT_OR_SUBJECT,magnesium chloride specification,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-BBD2A78BCD7E01B8,SYN-REQ-00967,Design and construction of water courses - Guidelines,PRODUCT_OR_SUBJECT,design and construction of water courses guidelines,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-A4572676989C2042,SYN-REQ-00968,Specification for lead - Acid batteries for electric locomotives and electrical multiple units (First Revision),PRODUCT_OR_SUBJECT,specification for lead acid batteries for electric locomotives and electrical multiple units first revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-BCBA9161780F8570,SYN-REQ-00969,Carbide tipped single point tools -- ISO series: Part 9 Boring and facing tool (ISO 9) -- Specification,PRODUCT_OR_SUBJECT,carbide tipped single point tools iso series part 9 boring and facing tool iso 9 specification,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-81682FA739905C0D,SYN-REQ-00970,Technical drawings -- Abbreviations and symbols for use in technical drawings (First Revision),PRODUCT_OR_SUBJECT,technical drawings abbreviations and symbols for use in technical drawings first revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-99BE6E911CDD6F2A,SYN-REQ-00971,Specification for High Density Wood Particle Boards,PRODUCT_OR_SUBJECT,specification for high density wood particle boards,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-E355868A4E3EB9BB,SYN-REQ-00972,"Electrical Safety in Low Voltage Distribution Systems up to 1 000 V a.c. and 1 500 V d.c. - Equipment for Testing, Measuring or Monitoring of Protective Measures Part 15 Functional Safety Requirements for Insulation Monitoring Devices in IT Systems and Equipment for Insulation Fault Location in IT Systems",PRODUCT_OR_SUBJECT,electrical safety in low voltage distribution systems up to 1 000 v a c and 1 500 v d c equipment for testing measuring or monitoring of protective measures part 15 functional safety requirements for insulation monitoring devices in it systems and equipment for insulation fault location in it systems,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-DEB6A9E7971E9DAF,SYN-REQ-00973,uPVC Profiles for Windows And Doors Specification,PRODUCT_OR_SUBJECT,upvc profiles for windows and doors specification,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-35E65EC9B5E85348,SYN-REQ-00974,Textiles – Tests for colour fastness Part F05 Specification for acrylic adjacent fabric,PRODUCT_OR_SUBJECT,textiles tests for colour fastness part f05 specification for acrylic adjacent fabric,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-FD56863D5617B2CF,SYN-REQ-00975,Test Code for Puddler,PRODUCT_OR_SUBJECT,test code for puddler,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-CDBA4E5884AB263B,SYN-REQ-00976,Implants for Surgery - Metallic Materials - Unalloyed Tantalum for Surgical Implant Applications (First Revision),PRODUCT_OR_SUBJECT,implants for surgery metallic materials unalloyed tantalum for surgical implant applications first revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-50ECE6E18111CE6B,SYN-REQ-00977,Method of Measurement of Building and Civil Engineering Works Part 4 Stone Masonry,PRODUCT_OR_SUBJECT,method of measurement of building and civil engineering works part 4 stone masonry,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-8F05B3B2EEC3D664,SYN-REQ-00978,Methods of chemical analysis of fluorspar (Fluorite),PRODUCT_OR_SUBJECT,methods of chemical analysis of fluorspar fluorite,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-578B14C0E37D266D,SYN-REQ-00979,Recommended Practice for Transport of Key Management Protocol KMP Datagrams,PRODUCT_OR_SUBJECT,recommended practice for transport of key management protocol kmp datagrams,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-F84EC7CDED8F4AA0,SYN-REQ-00980,Glossary of terms relating to river valley projects: Part 14 soil conservation and reclamation: Sec 1 soil conservation,PRODUCT_OR_SUBJECT,glossary of terms relating to river valley projects part 14 soil conservation and reclamation sec 1 soil conservation,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-A30A9CC33E96D61A,SYN-REQ-00981,TEXTILES - HANDLOOM VISCOSE STAPLE FIBRE LUNGIES - SPECIFICATION (Second Revision),PRODUCT_OR_SUBJECT,textiles handloom viscose staple fibre lungies specification second revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-68C2DC95FBEA1929,SYN-REQ-00982,Thymol - Specification (Third Revision),PRODUCT_OR_SUBJECT,thymol specification third revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-9C61BD09BA4C7AFD,SYN-REQ-00983,Design and construction of pile foundations - Code of practice: Part 3 Under-reamed piles (second revision),PRODUCT_OR_SUBJECT,design and construction of pile foundations code of practice part 3 under reamed piles second revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-AC9C0B36DD020964,SYN-REQ-00984,"Specification for methabenzthiazuron, technical",PRODUCT_OR_SUBJECT,specification for methabenzthiazuron technical,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-E1E4A8D0D42B1F65,SYN-REQ-00985,Code of practice for setting out of buildings,PRODUCT_OR_SUBJECT,code of practice for setting out of buildings,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-5B1F4117C466C0D5,SYN-REQ-00986,Criteria for design of diversion works: Part 1 coffer dams,PRODUCT_OR_SUBJECT,criteria for design of diversion works part 1 coffer dams,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-4B148662CDFC6283,SYN-REQ-00987,PAPER BOARD PULPS AND RELATED TERMS VOCABULARY PART 5: PROPERTIES OF PULP PAPER AND BOARD,PRODUCT_OR_SUBJECT,paper board pulps and related terms vocabulary part 5 properties of pulp paper and board,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-20925FEC70101F55,SYN-REQ-00988,Hand - Held non - Electric power tools - Noise measurement code - Engineering method (Grade 2),PRODUCT_OR_SUBJECT,hand held non electric power tools noise measurement code engineering method grade 2,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-9C29716207CAC66E,SYN-REQ-00989,Steel wire ropes for haulage purposes - Specification Fourth Revision,PRODUCT_OR_SUBJECT,steel wire ropes for haulage purposes specification fourth revision,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-C36EBD1457CC1054,SYN-REQ-00990,Telecontrol equipment and systems Part 2: Operating conditions -Section 1: Power supply and electromagnetic compatibility,PRODUCT_OR_SUBJECT,telecontrol equipment and systems part 2 operating conditions section 1 power supply and electromagnetic compatibility,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
PE-A7965718180F2B22,SYN-REQ-00991,Ayurveda Glossary of Terms Standardized Terminology for Preventive and Promotive Health,PRODUCT_OR_SUBJECT,ayurveda glossary of terms standardized terminology for preventive and promotive health,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC
