query_id,query,target_standard_id,language,noise_type,record_type,synthetic_flag,validation_status
SYN-Q-00563,Need applicable Indian Standard for Textiles - Quantitative Chemical Analysis - Mixtures of Certain Cellulose Fibres with Certain Other Fibres (Method Using Sulfuric Acid) (Second Revision),MSV1-236E0165D20545EB,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00564,Need applicable Indian Standard for Laboratory glassware - Disposable micropipettes,MSV1-32F07BB92D269E24,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00565,Need applicable Indian Standard for Methods of measurement of radar and oscilloscope cathode - Ray tubes (First Revision),MSV1-7DA6B9E56FAE2646,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00566,"Need applicable Indian Standard for Joints in buildings - Vocabulary, (First Revision)",MSV1-31717025AED3BD45,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00567,"Need applicable Indian Standard for Power transmission - Belts - Code of practice for selection, storage, installation and maintenance of belting for power transmission: Part 2 V - Belt drives (First Revision)",MSV1-79E749B0929E107F,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00568,Need applicable Indian Standard for Silicone greases - Specification,MSV1-E6EEAFF6FB0933A5,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00569,Need applicable Indian Standard for Sesamum oilcake as livestock feed ingredient - Specification (Second Revision),MSV1-2FB5D1A7E4662E26,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00570,Need applicable Indian Standard for GOATSKIN PARCHMENT FOR ORTHOPAEDIC PURPOSES SPECIFICATION,MSV1-551007D3ED7ADF51,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00571,Need applicable Indian Standard for Cotton dosuti – Specification (third revision),MSV1-D0D6CD09F635A7DA,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00572,Need applicable Indian Standard for Kokilaksha[Hygrophila auriculata (Schum.) Heine.] Seed for use in Traditional Medicine - Specification,MSV1-C13D9E1B6BC70E35,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00573,Need applicable Indian Standard for Methods for Statistical Quality Control During Production Part 6: EWMA control charts for the process mean First Revision,MSV1-1A7F1FB80914056F,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00574,Need applicable Indian Standard for Textiles Requirements for Labelling and Marking Specification Part 2 Fabrics Apparels and Made-up Items Consumer Textiles First Revision,MSV1-D77964CED763627A,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00575,"Need applicable Indian Standard for Guidelines for integrated planning, development and management of river basins: Part 1 overall planning (First Revision)",MSV1-D850268D8DB39A99,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00576,Need applicable Indian Standard for Glass reinforced polyester dough moulding compounds - Specification,MSV1-E78A349293755457,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00577,Need applicable Indian Standard for Tools for pressing Spring plungers with helicoidal compression steel spring or gas spring,MSV1-CFC56594468080F1,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00578,Need applicable Indian Standard for Building Limes - Method of Test: Part 3 Determination of Residue on Slaking of Quicklime (First Revision ),MSV1-65AE50061A3C55B0,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00579,Need applicable Indian Standard for Packaging of winding wires: Part 2 cylindrical barrelled delivery spools: Sec 1 basic dimensions,MSV1-6EDC47AB61065376,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00580,Need applicable Indian Standard for Information technology - Protocol for providing the connectionlessMode network service: provision of the underlying service by ISDN circuit - Switched B - Channels,MSV1-736B72633BAC587C,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00581,Need applicable Indian Standard for Methods of Sampling and Test (Physical and Chemical) for Water and Wastewater Part 45 Sodium and Potassium (Second Revision) Amendment - 1,MSV1-0F61526DF7B54637,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00582,Need applicable Indian Standard for Granulated cork broken cork and crushed cork Sampling for the determination of moisture content,MSV1-7C36C8CC049EDAEC,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00583,Need applicable Indian Standard for Industrial fasteners - Threaded steel fasteners - Technical supply conditions - Mechanical properties: Part 20 torsional - Test and mlnimum torques for bolts and screws with nominal diameters 1 mm to 10 mm,MSV1-BC5B3C270D4E1CE5,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00584,Need applicable Indian Standard for Safety code for dress divers in civil engineering works,MSV1-A1376AEA64DC665C,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00585,Need applicable Indian Standard for Construction of floor and roof with joists and filler blocks: Part 3 with precast hollow clay block joists and hollow clay filler blocks,MSV1-98858F4C6504C500,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00586,Need applicable Indian Standard for Textiles Size designation of clothes Part 3: Methodology for the creation of body measurement tables and intervals,MSV1-4543FA80A9FB4228,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00587,Need applicable Indian Standard for Methods of test for strength and stability of chairs and stools: Part 1 strength (First Revision),MSV1-B32BE9A1E0B17E14,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00588,Need applicable Indian Standard for Molecular biomarker analysis? Detection of animal-derived materials in foodstuffs and feedstuffs by real-time PCR? Part 5: Goat DNA detection method,MSV1-9107A38C8544CE43,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00589,Need applicable Indian Standard for Index to steel designations,MSV1-1C7E6005371916FB,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00590,Need applicable Indian Standard for Star grips - Specification (First Revision),MSV1-823AF00A383D81DC,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00591,Need applicable Indian Standard for Earth-Moving Machinery — Safety Part 11 Requirements for Earth and Landfill Compactors ( Second Revision ),MSV1-9A100266216920EE,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00592,Need applicable Indian Standard for Accessibility in built environment for older adults and persons with disabilities - Requirements (Second Revision ),MSV1-EC2DDB68495AFC83,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00593,"Need applicable Indian Standard for Specification for conductors and earth wire accessories for overhead power lines: Part 1 armour rods, binding wires and tapes for conductors (First Revision)",MSV1-A412C35F9BE41BB4,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00594,Need applicable Indian Standard for Warfarin bait concentrates - Specification (first revision),MSV1-1C80BDE2E0F549E4,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00595,Need applicable Indian Standard for Inland vessels - Detachable steel ladder - Specification (First Revision),MSV1-A9C2B4E14774207F,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00596,Need applicable Indian Standard for Municipal Governance Part 5: Municipal Grievance Redressal Section 1: Taxonomy,MSV1-E3E8D8FACBD76B8D,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00597,Need applicable Indian Standard for Textiles – tests for colour fastness Part E08 Colour fastness to hot water,MSV1-30E77EEDB9D1C609,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00598,Need applicable Indian Standard for Asbestos Cement Products - Methods of Test,MSV1-76EF991EF661E5DB,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00599,Need applicable Indian Standard for Textiles — Awnings for Leisure Accommodation Vehicles — Requirements and Test Methods ( Second Revision ),MSV1-8ADB0D53888F4BBA,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00600,Need applicable Indian Standard for Steel Wire for Hose Reinforcement - Specification,MSV1-7100AE289AE97D59,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00601,Need applicable Indian Standard for STAINLESS STEEL KEG FOR BEER - SPECIFICATION,MSV1-B4AAA6C3ECB541EB,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00602,Need applicable Indian Standard for Aircraft pressure cabin ground test connections,MSV1-09FA19410287D54E,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00603,Need applicable Indian Standard for Specification for ballast rakes,MSV1-42F4E7EB33A1D949,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00604,Need applicable Indian Standard for Methods of sampling and physical tests for refractory materials: Part 12 method for determination of bulk density and true porosity of shaped insulating refractory products (Second Revision),MSV1-656AEEF15F3E2AA8,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00605,Need applicable Indian Standard for Equipment for Determination of Shrinkage Factors of Soils - Specification (First Revision),MSV1-462F786FE3830BE9,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00606,Need applicable Indian Standard for Refractories for forge and heat treatment furnaces - Recommendations,MSV1-318A017F224E64AC,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00607,Need applicable Indian Standard for Recommendations for measurement of quality characteristics of gudgeon pins,MSV1-304ED5034A5B79CB,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00608,Need applicable Indian Standard for Technical supply conditions for aluminium alloy pistons for internal combustion engines (First Revision),MSV1-5B15BA35134D8687,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00609,Need applicable Indian Standard for Information Technology Service Management Part 10 Concepts and Vocabulary (First Revision),MSV1-FFA6F79404506785,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00610,"Need applicable Indian Standard for Petroleum, chemical and gas service industries — Packaged, integrally geared centrifugal air compressors (Adoption of ISO 10442: 2002)",MSV1-98EBCD0A359757DD,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00611,"Need applicable Indian Standard for Photovoltaic (PV) module performance testing and energy rating: Part 2 spectral responsivity, incidence angle and module operating temperature measurements",MSV1-001C0E4BA95726BE,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00612,Need applicable Indian Standard for Leksell's Rongeur for Neurosurgery (First Revision),MSV1-3B6D22545228CBCD,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00613,Need applicable Indian Standard for Symbols and notations for correction of illustrations and illustration proofs,MSV1-25EB4163FF4761F8,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00614,Need applicable Indian Standard for ELECTROPLATED COATINGS OF COPPER - SPECIFICATION,MSV1-C6B32D87E227C66B,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00615,Need applicable Indian Standard for Methods of Sampling and Test Physical and Chemical For Water and Wastewater Part 8 Taste Rating Second Revision,MSV1-CF653282E5B4A860,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00616,Need applicable Indian Standard for Secondary Lithium - lon Cells For the Propulsion of Electric Road Vehicles Part 3 Safety Requirements,MSV1-D7F3E0111E07308F,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00617,Need applicable Indian Standard for Service excellence — Maturity model,MSV1-751B09B2A3E9B0DB,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00618,Need applicable Indian Standard for Tool Holders with rectangular shank for Indexable Inserts: Part 10 Style N,MSV1-D349D56666718B64,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00619,Need applicable Indian Standard for Arc welding equipment: Part 6 Limited duty equipment,MSV1-C4F256E4EE87008D,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00620,Need applicable Indian Standard for Geometrical product specifications (GPS) -- Filtration : Part 85 Morphological areal filters: Segmentation,MSV1-26E106007547FB2D,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00621,Need applicable Indian Standard for Specification for smoked bacon (First Revision),MSV1-0FBC9BAF111E9155,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00622,Need applicable Indian Standard for Environmental - Tests for aircraft - Equipment: Part 11 differential pressure,MSV1-E804FDDC3BC2F480,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00623,Need applicable Indian Standard for Security and Resilience — Organizational Resilience — Principles and Attributes,MSV1-6133420719FE11BD,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00624,"Need applicable Indian Standard for Specification for radio frequency connectors of BNC, TNC and UHF series: Part 1 test schedule and requirements",MSV1-77301643451D81AE,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00625,Need applicable Indian Standard for Methods of Physical Testing of Leather Part 5 Determination of tear load Section 1 Single edge tear,MSV1-525BC7B97E83BBBB,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00626,Need applicable Indian Standard for Health Informatics — Device Interoperability Part 10472 Personal Health Device Communication — Device Specialization — Medication Monitor,MSV1-7005BF57991C3CF9,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00627,"Need applicable Indian Standard for Methods for detection of bacteria responsible for food poisoning: Part 2 Isolation, identification and enumeration of staphylococcus aureus and faecal streptococci ( First Revision)",MSV1-243FA9A47390FE9E,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00628,Need applicable Indian Standard for Corrugated Fibreboards - Methods of Test Part 3 Water Resistance of Glue Bond by Immersion (first revision),MSV1-1989CA5BA55090B2,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00629,Need applicable Indian Standard for Method of test for ferrule type couplings used in oil - Hydraulic systems,MSV1-7EB5E652D9182EA0,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00630,Need applicable Indian Standard for Code of practice for welding of mild steel plain and deformed bars for reinforced concrete construction (First Revision),MSV1-952D254E08437699,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00631,"Need applicable Indian Standard for Ferrous Sulphate Heptahydrate, Agricultural Grade - Specification ( First Revision )",MSV1-2403317BCEE64212,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00632,Need applicable Indian Standard for Petroleum 1ndustr% - Terminology: Part 4 refining (First Revision),MSV1-3D4F3A5423911BBF,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00633,Need applicable Indian Standard for Interconnection and Interoperability of Distributed Energy Resources with Associated Electric Power Systems Interfaces,MSV1-549F7786C2668B10,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00634,Need applicable Indian Standard for Mountaineering - Glossary of terms (First Revision),MSV1-A487AF116DC351FB,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00635,Need applicable Indian Standard for Conformity assessment - General Principles and Requirements for Validation and Verification Bodies,MSV1-65AA91A23EC23121,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00636,Need applicable Indian Standard for Secondary cells and batieries containing alkaline or other non - Acid electrolytes - Nickel - Cadmium prismatic secondary single cells with partial gas recombination,MSV1-512760FEF1742395,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00637,Need applicable Indian Standard for Specification for counterbores with parallel shanks and solid pilots (first revision),MSV1-0F0C24BC032739B6,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00638,Need applicable Indian Standard for Medical Devices - Sleep Apnoea Breathing Therapy - Masks and Application Accessories,MSV1-E3C746F476C53841,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00639,Need applicable Indian Standard for Knurled nuts - Specification (Second Revision),MSV1-3E3EDD029B3617FE,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00640,Need applicable Indian Standard for Plastics - Thermoplastic polyurethanes for moulding and extrusion : Part 2 preparation of test specimens and determination of properties,MSV1-56038D981AFF9916,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00641,Need applicable Indian Standard for Graphic Technology - Blankets for Offset Printing (First Revision),MSV1-87FEC3C96B907FD9,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00642,Need applicable Indian Standard for Navigation lights for large sea - Going power - Driven vessels: Part 1 positioning and screening of lights,MSV1-927D25A7FC8943E8,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00643,Need applicable Indian Standard for Rubber - Methods of Test Part 1 Measurement of vulcanization characteristics using curemeters Section 3 Rotorless curemeter,MSV1-94E61CC00A28B3B2,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00644,Need applicable Indian Standard for Electrical Safety in Low Voltage Distribution Systems Up to 1 000 V a.c and 1 500 V d.c Equipment for Testing Measuring or Monitoring of Protective Measures- Part 13 Hand- Held and Hand-Manipulated Current Clamps and Sensors for Measurement of Leakage Currents in Electrical Distribution Systems,MSV1-B68AEB03B813A8ED,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00645,Need applicable Indian Standard for Sterilization of health care products General requirements for characterization of a sterilizing agent and the development validation and routine control of a sterilization process for medical devices,MSV1-988C597FA7EF0E05,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00646,Need applicable Indian Standard for ELECTRICAL INSTALLATIONS IN SHIPS SPECIFICATION PART 5 SPECIAL FEATURES Section 2 Tankers,MSV1-3C616020D0B2D561,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00647,Need applicable Indian Standard for Specification for dehydrated cabbage,MSV1-8104DF533F9449E7,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00648,Need applicable Indian Standard for Garam masala - Specification (First Revision),MSV1-BDC634ED5FAE5251,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00649,Need applicable Indian Standard for Sodium dichloroisocyanurate - Specification,MSV1-BEA0B0F3441CF947,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00650,Need applicable Indian Standard for Electrotechnical vocabulary: Part 63 nuclear instrumentation,MSV1-60B648B6C2BB0F99,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00651,Need applicable Indian Standard for Blow moulded polyolefin containers - Specification: Part 1 : up to 5 litres capacity (Second Revision),MSV1-142F1C1157159420,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00652,Need applicable Indian Standard for Packagng code: Part 4 packages section 2 paper and paper based packages,MSV1-EF12F5AA5A68CA82,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00653,Need applicable Indian Standard for Ativisha (Aconitum heterophyllum Wall. ex. Royle) Root for use in Traditional Medicine - Specification,MSV1-1DE480DBE1F67D57,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00654,Need applicable Indian Standard for Methods of test for soils: Part 37 Determination of sand equivalent values of soils and fine aggregates,MSV1-7BA7C872CEAC6101,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00655,Need applicable Indian Standard for Space Systems - Early Operations Part 3 Commissioning Report,MSV1-165A6DF16A6AA9A6,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00656,Need applicable Indian Standard for Equipment reliability testing: Part 2 design of test cycles (First Revision),MSV1-C094021B41C5C091,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00657,Need applicable Indian Standard for Hand-sawing Of Timber - Guide,MSV1-083AFBB17DB556A2,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00658,Need applicable Indian Standard for Welded and seamless steel dissolved acetylene gas cylinders - Specification (Third Revision),MSV1-49790E6845BD44FB,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00659,Need applicable Indian Standard for Electrical accessories Circuit-breakers for overcurrent protection for household and similar installations Part 2: Circuit-breakers for AC and DC operation,MSV1-562F489441C11FE0,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00660,"Need applicable Indian Standard for Hydraulic Fluid Power - Pressure-reducing Valves, Sequence Valves, Unloading Valves, Throttle Valves and Check Valves - Mounting Surfaces ( Second Revision )",MSV1-2FCA7467DD1D320A,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00661,Need applicable Indian Standard for Single-Speed Three-Phase Induction Motors for Driving Lifts - Specification (First Revision),MSV1-28763C3E37AAD3DA,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00662,Need applicable Indian Standard for Glossary of Terms related to River Valley Projects Part 19 Grouting,MSV1-DC3AAFCC673A5BC6,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00663,Need applicable Indian Standard for Prefilled Syringes Part 4 Glass Barrels for Injectables and Sterilized Subassembled Syringes Ready for Filling,MSV1-E141BC5B82BA745D,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00664,Need applicable Indian Standard for E12 and E15 Fuel - Admixture of Anhydrous Ethanol and Motor Gasoline - For Positive Ignition Engine Powered Vehicles - Specification,MSV1-4B13C9C91A8B13B4,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00665,Need applicable Indian Standard for Principles of construction and adjustment of glass hydrometers,MSV1-CD4E46850B25CFAD,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00666,Need applicable Indian Standard for Ethyl - P - Hydroxybenzoate / ethylparaben for cosmetic industry - Specification (Third Revision),MSV1-55DA3FE48DD6787B,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00667,Need applicable Indian Standard for LEATHER CHEMICAL TESTS PREPARATION OF CHEMICAL TEST SAMPLES,MSV1-AFED1FD16B0FE120,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00668,Need applicable Indian Standard for Acoustics — Noise Emitted by Machinery and Equipment — Determination of Emission Sound Pressure Levels at a Work Station and at other Specified Positions Applying Accurate Environmental Corrections,MSV1-1BB55FA3BFB65382,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00669,Need applicable Indian Standard for Ophthalmic instruments - Trial case lenses,MSV1-7E6FEDE799600050,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00670,Need applicable Indian Standard for Textiles Tests for colour fastness Part X07: Colour fastness to cross-dyeing: Wool,MSV1-C68035E0AFA36D1F,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00671,Need applicable Indian Standard for Tool holders with rectangular shank for indexable inserts: Part 14 Style H,MSV1-9469A7DD37E09DC4,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00672,Need applicable Indian Standard for Methods of test for styrene - Butadiene rubber (Sbr) latices: Part 2 determination of density sbrl:6 (First Revision),MSV1-D85DEC6E6E125A81,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00673,Need applicable Indian Standard for Health informatics - Digital imaging and communication in medicine (DICOM) including workflow and data management (First Revision),MSV1-1CC877FA087FBC22,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00674,Need applicable Indian Standard for Principles of design construction and Use of liquid-In-Glass Thermometers (Second Revision),MSV1-F5381FB562A81827,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00675,Need applicable Indian Standard for Methods for determination of mass of zinc coating on zinc coated iron and steel articles,MSV1-044AFD5E2D4C36C5,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00676,"Need applicable Indian Standard for Gum karaya, food grade - Specification (first revision)",MSV1-3F61A6872CF3F50E,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00677,"Need applicable Indian Standard for Textile machinery – Hand-operated, single bed type, domestic knitting machines – Specification",MSV1-D2149388C0441848,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00678,Need applicable Indian Standard for Ergonomic design for the safety of machinery: Part 2 principles for determining the dimensions required for access openings,MSV1-E785DBC00E8EF407,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00679,Need applicable Indian Standard for SPECIFICATION FOR THROWING HAMMERS (Second Revision),MSV1-753E580AE67D1F8B,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00680,Need applicable Indian Standard for Information and Documentation — International Standard Serial Number ( ISSN ) ( Third Revision ),MSV1-65EF867D9EA26860,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00681,Need applicable Indian Standard for Poly (Ethylene Terephthalate) (PET) Containers for the Packaging of Solid and Semi-Solid Foods including Vanaspati - Specification (first revision),MSV1-141BBFBB3D5B85AE,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00682,Need applicable Indian Standard for Specification for hot asphalt mixing plants,MSV1-368B3AA582C8F66F,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00683,Need applicable Indian Standard for Control of asbestos emission - Recommendations: Part 2 milling of asbestos ore (First Revision),MSV1-2047B4B35339D861,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00684,Need applicable Indian Standard for Health Informatics Identification of Medicinal Products Data Elements and Structures for the Unique Identification and Exchange of Regulated Medicinal Product Information,MSV1-BC4139CD24837340,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-Q-00685,Need applicable Indian Standard for Code of practice for earthing (Second Revision),MSV1-6BF3A7CB50BB17D9,English,NONE,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
